dataset,build,leaf_id,leaf_n,leaf_depth,method,t,length,f1,precision,recall,coverage,clauses_json
Breast cancer (Low),0,8,57,1,db,1.0,9,0.9827586206896551,0.9661016949152542,1.0,0.10369068541300527,"[{""feature"": ""mean radius"", ""sel_min"": -0.8654741139518652, ""sel_max"": 1.074342845777691, ""in_predicate"": true, ""step"": 6}, {""feature"": ""mean texture"", ""sel_min"": -1.7219478786021591, ""sel_max"": 3.320806584436199, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean perimeter"", ""sel_min"": -0.7689812236761461, ""sel_max"": 1.3358380085218728, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean area"", ""sel_min"": -0.8341443063592436, ""sel_max"": 0.9644661865076242, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean smoothness"", ""sel_min"": -0.12313622594852167, ""sel_max"": 3.2835534802794237, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean compactness"", ""sel_min"": 0.10345642586306142, ""sel_max"": 3.40290899127455, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean concavity"", ""sel_min"": -0.021962609533472097, ""sel_max"": 2.8889074404603763, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean concave points"", ""sel_min"": -0.0850981102677448, ""sel_max"": 1.9417930210862775, ""in_predicate"": true, ""step"": 2}, {""feature"": ""mean symmetry"", ""sel_min"": -0.5206925426331908, ""sel_max"": 3.1631093460804265, ""in_predicate"": true, ""step"": 3}, {""feature"": ""mean fractal dimension"", ""sel_min"": -0.8842461020961128, ""sel_max"": 4.91091928501904, ""in_predicate"": false, ""step"": null}, {""feature"": ""radius error"", ""sel_min"": -0.7654125903519968, ""sel_max"": 1.077089124887221, ""in_predicate"": false, ""step"": null}, {""feature"": ""texture error"", ""sel_min"": -1.1347876084209905, ""sel_max"": 1.6241037217652257, ""in_predicate"": false, ""step"": null}, {""feature"": ""perimeter error"", ""sel_min"": -0.7029727861942526, ""sel_max"": 1.2410124219253227, ""in_predicate"": true, ""step"": 5}, {""feature"": ""area error"", ""sel_min"": -0.6023425448352133, ""sel_max"": 0.584649690225391, ""in_predicate"": true, ""step"": 7}, {""feature"": ""smoothness error"", ""sel_min"": -1.127372011959981, ""sel_max"": 2.25309838016276, ""in_predicate"": false, ""step"": null}, {""feature"": ""compactness error"", ""sel_min"": -0.5314055006297626, ""sel_max"": 6.143482193768201, ""in_predicate"": false, ""step"": null}, {""feature"": ""concavity error"", ""sel_min"": -0.39436022566947304, ""sel_max"": 2.8086081902876505, ""in_predicate"": false, ""step"": null}, {""feature"": ""concave points error"", ""sel_min"": -0.728830263550168, ""sel_max"": 1.7897992138287784, ""in_predicate"": false, ""step"": null}, {""feature"": ""symmetry error"", ""sel_min"": -1.2828629198214578, ""sel_max"": 4.7326803725800906, ""in_predicate"": false, ""step"": null}, {""feature"": ""fractal dimension error"", ""sel_min"": -0.6880028286217408, ""sel_max"": 2.9976782487622486, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst radius"", ""sel_min"": -0.6272922890159907, ""sel_max"": 1.0210846497809067, ""in_predicate"": true, ""step"": 1}, {""feature"": ""worst texture"", ""sel_min"": -1.4065181732854757, ""sel_max"": 3.8859050489393443, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst perimeter"", ""sel_min"": -0.4617166154454175, ""sel_max"": 1.2610962788640596, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst area"", ""sel_min"": -0.6547928259101568, ""sel_max"": 0.8410150999868462, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst smoothness"", ""sel_min"": -0.033692004152670846, ""sel_max"": 3.9553741084422125, ""in_predicate"": true, ""step"": 4}, {""feature"": ""worst compactness"", ""sel_min"": 0.3685472652758873, ""sel_max"": 5.112877271198196, ""in_predicate"": true, ""step"": 0}, {""feature"": ""worst concavity"", ""sel_min"": -0.02105385190029193, ""sel_max"": 4.307271874426959, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst concave points"", ""sel_min"": -0.03054795291001291, ""sel_max"": 2.367641135272637, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst symmetry"", ""sel_min"": -0.21153405533878228, ""sel_max"": 6.046041349536011, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst fractal dimension"", ""sel_min"": -0.08898767412204069, ""sel_max"": 6.846856039728261, ""in_predicate"": true, ""step"": 8}]"
Breast cancer (Low),0,8,57,1,db,0.95,5,0.8785046728971964,0.94,0.8245614035087719,0.08787346221441125,"[{""feature"": ""mean radius"", ""sel_min"": -0.7277301396509713, ""sel_max"": 0.7087695861563742, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean texture"", ""sel_min"": -1.123498592229689, ""sel_max"": 2.174457880371653, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean perimeter"", ""sel_min"": -0.5895273704717768, ""sel_max"": 0.7396408937790715, ""in_predicate"": true, ""step"": 1}, {""feature"": ""mean area"", ""sel_min"": -0.7313199048990882, ""sel_max"": 0.5651774936383022, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean smoothness"", ""sel_min"": -0.03642986893855121, ""sel_max"": 2.6559893481774086, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean compactness"", ""sel_min"": 0.16180869497808956, ""sel_max"": 2.620203530167579, ""in_predicate"": true, ""step"": 3}, {""feature"": ""mean concavity"", ""sel_min"": 0.05946871101377212, ""sel_max"": 2.357586153643658, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean concave points"", ""sel_min"": 0.0600979165994002, ""sel_max"": 1.8834950759110511, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean symmetry"", ""sel_min"": -0.327666550049775, ""sel_max"": 2.6759302090011756, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean fractal dimension"", ""sel_min"": -0.359763671589984, ""sel_max"": 2.396186783158429, ""in_predicate"": true, ""step"": 4}, {""feature"": ""radius error"", ""sel_min"": -0.7090321909301174, ""sel_max"": 0.8803049835429888, ""in_predicate"": false, ""step"": null}, {""feature"": ""texture error"", ""sel_min"": -1.0481976581415589, ""sel_max"": 1.3507066997424042, ""in_predicate"": false, ""step"": null}, {""feature"": ""perimeter error"", ""sel_min"": -0.6813873337908217, ""sel_max"": 0.9148047211593028, ""in_predicate"": false, ""step"": null}, {""feature"": ""area error"", ""sel_min"": -0.5792761482009796, ""sel_max"": 0.4270309676011072, ""in_predicate"": false, ""step"": null}, {""feature"": ""smoothness error"", ""sel_min"": -1.0164599780489632, ""sel_max"": 1.0520085626175586, ""in_predicate"": false, ""step"": null}, {""feature"": ""compactness error"", ""sel_min"": -0.4835140757849495, ""sel_max"": 2.5773458340368487, ""in_predicate"": false, ""step"": null}, {""feature"": ""concavity error"", ""sel_min"": -0.3591561169658665, ""sel_max"": 1.6097857521059415, ""in_predicate"": false, ""step"": null}, {""feature"": ""concave points error"", ""sel_min"": -0.5611823922678678, ""sel_max"": 1.719007915410273, ""in_predicate"": false, ""step"": null}, {""feature"": ""symmetry error"", ""sel_min"": -1.1493091967194582, ""sel_max"": 4.059187258613418, ""in_predicate"": false, ""step"": null}, {""feature"": ""fractal dimension error"", ""sel_min"": -0.5069202158531438, ""sel_max"": 2.0257105569624896, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst radius"", ""sel_min"": -0.45134602223305526, ""sel_max"": 0.9591805013154959, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst texture"", ""sel_min"": -1.0341263897212076, ""sel_max"": 2.675630148970451, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst perimeter"", ""sel_min"": -0.4192585300790835, ""sel_max"": 1.1375159475867591, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst area"", ""sel_min"": -0.5368034766608585, ""sel_max"": 0.7542554450197403, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst smoothness"", ""sel_min"": 0.09850355618390558, ""sel_max"": 3.4371934088186444, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst compactness"", ""sel_min"": 0.4768904056899619, ""sel_max"": 4.222570140094693, ""in_predicate"": true, ""step"": 0}, {""feature"": ""worst concavity"", ""sel_min"": 0.11268361982731415, ""sel_max"": 3.033740868847087, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst concave points"", ""sel_min"": 0.46395914462649557, ""sel_max"": 2.1380281071284832, ""in_predicate"": true, ""step"": 2}, {""feature"": ""worst symmetry"", ""sel_min"": -0.17426989263122702, ""sel_max"": 3.5776815477497927, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst fractal dimension"", ""sel_min"": 0.03398262825923576, ""sel_max"": 3.3409315772425923, ""in_predicate"": false, ""step"": null}]"
Breast cancer (Low),0,8,57,1,db,0.9,5,0.8200000000000001,0.9534883720930233,0.7192982456140351,0.07557117750439367,
Breast cancer (Low),0,8,57,1,db,0.8,2,0.7184466019417476,0.8043478260869565,0.6491228070175439,0.08084358523725835,
Breast cancer (Low),1,0,42,2,threshold,1.0,30,0.743362831858407,0.5915492957746479,1.0,0.12478031634446397,
Breast cancer (Low),1,0,42,2,threshold,0.95,30,0.5277777777777778,0.6333333333333333,0.4523809523809524,0.05272407732864675,
Breast cancer (Low),1,0,42,2,threshold,0.9,30,0.3508771929824562,0.6666666666666666,0.23809523809523808,0.026362038664323375,
Breast cancer (Low),1,0,42,2,threshold,0.8,30,0.13333333333333333,1.0,0.07142857142857142,0.005272407732864675,
Breast cancer (Low),1,0,42,2,db,1.0,16,0.743362831858407,0.5915492957746479,1.0,0.12478031634446397,"[{""feature"": ""mean radius"", ""sel_min"": -1.336085636978494, ""sel_max"": 0.7704476558932655, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean texture"", ""sel_min"": -0.6096097921543807, ""sel_max"": 3.378983262597694, ""in_predicate"": true, ""step"": 12}, {""feature"": ""mean perimeter"", ""sel_min"": -1.3472916350276172, ""sel_max"": 0.6767948047025324, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean area"", ""sel_min"": -1.0909667723710688, ""sel_max"": 0.6408073090752245, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean smoothness"", ""sel_min"": -1.9592046283024183, ""sel_max"": 0.6219659512857917, ""in_predicate"": true, ""step"": 7}, {""feature"": ""mean compactness"", ""sel_min"": -1.3334447430599656, ""sel_max"": -0.00835730266036044, ""in_predicate"": true, ""step"": 0}, {""feature"": ""mean concavity"", ""sel_min"": -1.1148728439607505, ""sel_max"": 0.2812399425793224, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean concave points"", ""sel_min"": -1.2618195840825894, ""sel_max"": -0.12482084305325249, ""in_predicate"": true, ""step"": 2}, {""feature"": ""mean symmetry"", ""sel_min"": -2.744117072094631, ""sel_max"": 0.45045840126950765, ""in_predicate"": true, ""step"": 3}, {""feature"": ""mean fractal dimension"", ""sel_min"": -1.4342764764113476, ""sel_max"": 0.4114440064712177, ""in_predicate"": true, ""step"": 4}, {""feature"": ""radius error"", ""sel_min"": -1.0256366327981232, ""sel_max"": 2.9192299191244326, ""in_predicate"": false, ""step"": null}, {""feature"": ""texture error"", ""sel_min"": -1.1774246900067962, ""sel_max"": 4.860893234491918, ""in_predicate"": false, ""step"": null}, {""feature"": ""perimeter error"", ""sel_min"": -0.8945496325253643, ""sel_max"": 2.5795751931897306, ""in_predicate"": true, ""step"": 8}, {""feature"": ""area error"", ""sel_min"": -0.6981599903160092, ""sel_max"": 1.444696520040387, ""in_predicate"": false, ""step"": null}, {""feature"": ""smoothness error"", ""sel_min"": -1.4580520858171706, ""sel_max"": 1.6697413950316293, ""in_predicate"": false, ""step"": null}, {""feature"": ""compactness error"", ""sel_min"": -1.083147033905294, ""sel_max"": 0.24266462050740392, ""in_predicate"": true, ""step"": 5}, {""feature"": ""concavity error"", ""sel_min"": -1.0575006844597679, ""sel_max"": 0.8450492918095878, ""in_predicate"": false, ""step"": null}, {""feature"": ""concave points error"", ""sel_min"": -1.9134474512424744, ""sel_max"": 1.1961118378252398, ""in_predicate"": false, ""step"": null}, {""feature"": ""symmetry error"", ""sel_min"": -1.5328900296741075, ""sel_max"": 1.596747130360416, ""in_predicate"": true, ""step"": 13}, {""feature"": ""fractal dimension error"", ""sel_min"": -0.9274359281685456, ""sel_max"": 0.7867991542107896, ""in_predicate"": true, ""step"": 9}, {""feature"": ""worst radius"", ""sel_min"": -1.196769246514919, ""sel_max"": 0.6027779391816942, ""in_predicate"": true, ""step"": 10}, {""feature"": ""worst texture"", ""sel_min"": -0.3724600975584721, ""sel_max"": 2.622237227263511, ""in_predicate"": true, ""step"": 1}, {""feature"": ""worst perimeter"", ""sel_min"": -1.2141068939768387, ""sel_max"": 0.5968720820607861, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst area"", ""sel_min"": -0.9668223321349987, ""sel_max"": 0.3575891044272319, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst smoothness"", ""sel_min"": -1.9563341986407101, ""sel_max"": 0.5668597073039222, ""in_predicate"": true, ""step"": 6}, {""feature"": ""worst compactness"", ""sel_min"": -1.2910776411937703, ""sel_max"": 0.2400470425357015, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst concavity"", ""sel_min"": -1.3058306525103982, ""sel_max"": 0.43567038789837176, ""in_predicate"": true, ""step"": 11}, {""feature"": ""worst concave points"", ""sel_min"": -1.7450628184932915, ""sel_max"": 0.2069869663004591, ""in_predicate"": true, ""step"": 14}, {""feature"": ""worst symmetry"", ""sel_min"": -2.1609596920694254, ""sel_max"": 2.8735735705909566, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst fractal dimension"", ""sel_min"": -1.6018394909014688, ""sel_max"": 0.18698309685090989, ""in_predicate"": true, ""step"": 15}]"
Breast cancer (Low),1,0,42,2,db,0.95,11,0.6206896551724138,0.6,0.6428571428571429,0.07908611599297012,"[{""feature"": ""mean radius"", ""sel_min"": -1.2444264327571115, ""sel_max"": 0.6933181002348328, ""in_predicate"": true, ""step"": 10}, {""feature"": ""mean texture"", ""sel_min"": -0.3980475187717921, ""sel_max"": 2.6539906924831946, ""in_predicate"": true, ""step"": 5}, {""feature"": ""mean perimeter"", ""sel_min"": -1.2504213242841142, ""sel_max"": 0.5897849262206605, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean area"", ""sel_min"": -1.0448078090276407, ""sel_max"": 0.48935377815499653, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean smoothness"", ""sel_min"": -1.8907288358634657, ""sel_max"": 0.38135294320929847, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean compactness"", ""sel_min"": -1.3098899406268993, ""sel_max"": -0.12551388744406208, ""in_predicate"": true, ""step"": 0}, {""feature"": ""mean concavity"", ""sel_min"": -1.1148728439607505, ""sel_max"": 0.02674070605962972, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean concave points"", ""sel_min"": -1.2618195840825894, ""sel_max"": -0.2005324687624457, ""in_predicate"": true, ""step"": 3}, {""feature"": ""mean symmetry"", ""sel_min"": -1.7216631758740721, ""sel_max"": 0.2819431629066911, ""in_predicate"": true, ""step"": 4}, {""feature"": ""mean fractal dimension"", ""sel_min"": -1.4039254864368154, ""sel_max"": 0.010262058194899785, ""in_predicate"": true, ""step"": 2}, {""feature"": ""radius error"", ""sel_min"": -0.9798848121902145, ""sel_max"": 0.9322904273300286, ""in_predicate"": false, ""step"": null}, {""feature"": ""texture error"", ""sel_min"": -0.7984281732507752, ""sel_max"": 3.8776176795116797, ""in_predicate"": true, ""step"": 8}, {""feature"": ""perimeter error"", ""sel_min"": -0.8777755788285919, ""sel_max"": 0.7379622518741348, ""in_predicate"": false, ""step"": null}, {""feature"": ""area error"", ""sel_min"": -0.6810213415773869, ""sel_max"": 0.21711252112039836, ""in_predicate"": false, ""step"": null}, {""feature"": ""smoothness error"", ""sel_min"": -1.2779078321925426, ""sel_max"": 1.3126054197702244, ""in_predicate"": false, ""step"": null}, {""feature"": ""compactness error"", ""sel_min"": -1.056463088447426, ""sel_max"": 0.14280939535187911, ""in_predicate"": true, ""step"": 7}, {""feature"": ""concavity error"", ""sel_min"": -1.0575006844597679, ""sel_max"": 0.4523645338164011, ""in_predicate"": false, ""step"": null}, {""feature"": ""concave points error"", ""sel_min"": -1.9134474512424744, ""sel_max"": 0.9319348156722727, ""in_predicate"": false, ""step"": null}, {""feature"": ""symmetry error"", ""sel_min"": -1.1723159826408462, ""sel_max"": 1.364423969121331, ""in_predicate"": false, ""step"": null}, {""feature"": ""fractal dimension error"", ""sel_min"": -0.8976076779198203, ""sel_max"": 0.3878317072227809, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst radius"", ""sel_min"": -1.1635307132014487, ""sel_max"": 0.37251169781430216, ""in_predicate"": true, ""step"": 9}, {""feature"": ""worst texture"", ""sel_min"": -0.33219654950831806, ""sel_max"": 2.595404683588169, ""in_predicate"": true, ""step"": 1}, {""feature"": ""worst perimeter"", ""sel_min"": -1.1754391818583536, ""sel_max"": 0.32714963106955275, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst area"", ""sel_min"": -0.9395795115559283, ""sel_max"": 0.22249076160948011, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst smoothness"", ""sel_min"": -1.7935151665651283, ""sel_max"": 0.4073207856634943, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst compactness"", ""sel_min"": -1.2869728871001884, ""sel_max"": -0.031547654299699676, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst concavity"", ""sel_min"": -1.3058306525103982, ""sel_max"": 0.13577459520050583, ""in_predicate"": true, ""step"": 6}, {""feature"": ""worst concave points"", ""sel_min"": -1.7450628184932915, ""sel_max"": -0.07869279073441245, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst symmetry"", ""sel_min"": -2.1599909731490197, ""sel_max"": 0.5472644965251737, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst fractal dimension"", ""sel_min"": -1.3971402722861808, ""sel_max"": -0.06754546088491373, ""in_predicate"": false, ""step"": null}]"
Breast cancer (Low),1,0,42,2,db,0.9,8,0.6329113924050633,0.6756756756756757,0.5952380952380952,0.06502636203866433,
Breast cancer (Low),1,0,42,2,db,0.8,5,0.6363636363636364,0.875,0.5,0.0421792618629174,
Breast cancer (Low),1,1,25,3,threshold,1.0,30,1.0,1.0,1.0,0.043936731107205626,
Breast cancer (Low),1,1,25,3,threshold,0.95,30,0.43750000000000006,1.0,0.28,0.012302284710017574,
Breast cancer (Low),1,1,25,3,threshold,0.9,30,0.21428571428571425,1.0,0.12,0.005272407732864675,
Breast cancer (Low),1,1,25,3,threshold,0.8,30,0.0,0.0,0.0,0.0,
Breast cancer (Low),1,1,25,3,db,1.0,9,1.0,1.0,1.0,0.043936731107205626,"[{""feature"": ""mean radius"", ""sel_min"": -1.2622419459785401, ""sel_max"": -0.1213569200292539, ""in_predicate"": true, ""step"": 5}, {""feature"": ""mean texture"", ""sel_min"": -1.0145194721583841, ""sel_max"": 0.058258473139577494, ""in_predicate"": true, ""step"": 2}, {""feature"": ""mean perimeter"", ""sel_min"": -1.2735611766003285, ""sel_max"": -0.17007571220532017, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean area"", ""sel_min"": -1.0500116947346316, ""sel_max"": -0.21555198789222318, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean smoothness"", ""sel_min"": -1.206274252453418, ""sel_max"": 0.22343947635626416, ""in_predicate"": true, ""step"": 6}, {""feature"": ""mean compactness"", ""sel_min"": -1.024156599076534, ""sel_max"": -0.1683077888870863, ""in_predicate"": true, ""step"": 4}, {""feature"": ""mean concavity"", ""sel_min"": -0.9161276514164218, ""sel_max"": -0.38229028016027156, ""in_predicate"": true, ""step"": 7}, {""feature"": ""mean concave points"", ""sel_min"": -1.013810443996449, ""sel_max"": -0.4467297425098342, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean symmetry"", ""sel_min"": -1.4626359393508448, ""sel_max"": 0.7242791561292912, ""in_predicate"": false, ""step"": null}, {""feature"": ""mean fractal dimension"", ""sel_min"": -0.8686524574634644, ""sel_max"": 0.09531830164570973, ""in_predicate"": false, ""step"": null}, {""feature"": ""radius error"", ""sel_min"": -1.0296067638201862, ""sel_max"": -0.13957557287407255, ""in_predicate"": false, ""step"": null}, {""feature"": ""texture error"", ""sel_min"": -1.3232979393471693, ""sel_max"": 0.3867211838282273, ""in_predicate"": false, ""step"": null}, {""feature"": ""perimeter error"", ""sel_min"": -0.9988030791334576, ""sel_max"": -0.13319255330766464, ""in_predicate"": false, ""step"": null}, {""feature"": ""area error"", ""sel_min"": -0.6844749269201297, ""sel_max"": -0.30443939631397915, ""in_predicate"": false, ""step"": null}, {""feature"": ""smoothness error"", ""sel_min"": -1.3847157791149713, ""sel_max"": 0.1846811843120937, ""in_predicate"": true, ""step"": 8}, {""feature"": ""compactness error"", ""sel_min"": -0.96644967557068, ""sel_max"": 0.05822914038085878, ""in_predicate"": false, ""step"": null}, {""feature"": ""concavity error"", ""sel_min"": -0.8232131603691567, ""sel_max"": 0.04264933667333116, ""in_predicate"": false, ""step"": null}, {""feature"": ""concave points error"", ""sel_min"": -1.0762833672112553, ""sel_max"": -0.2918374244918255, ""in_predicate"": true, ""step"": 0}, {""feature"": ""symmetry error"", ""sel_min"": -0.9725387151956267, ""sel_max"": 0.6523348025876952, ""in_predicate"": false, ""step"": null}, {""feature"": ""fractal dimension error"", ""sel_min"": -0.9225186607212967, ""sel_max"": 0.1358285944634736, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst radius"", ""sel_min"": -1.1056529333150904, ""sel_max"": -0.27111033741666085, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst texture"", ""sel_min"": -1.0303490150288803, ""sel_max"": 0.3570800881512878, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst perimeter"", ""sel_min"": -1.1366637140804932, ""sel_max"": -0.2413014111250489, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst area"", ""sel_min"": -0.9077564650411696, ""sel_max"": -0.3411811982453015, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst smoothness"", ""sel_min"": -1.0024652029257137, ""sel_max"": 0.19863821998747067, ""in_predicate"": true, ""step"": 3}, {""feature"": ""worst compactness"", ""sel_min"": -1.0102219563433148, ""sel_max"": 0.04284373040967388, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst concavity"", ""sel_min"": -0.963911150719949, ""sel_max"": 0.36178852557799984, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst concave points"", ""sel_min"": -1.1594478830551664, ""sel_max"": -0.14170211382260559, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst symmetry"", ""sel_min"": -1.1207267589426178, ""sel_max"": 1.1376949745644174, ""in_predicate"": false, ""step"": null}, {""feature"": ""worst fractal dimension"", ""sel_min"": -0.8010809285401965, ""sel_max"": -0.1455118079357772, ""in_predicate"": true, ""step"": 1}]"
