dataset,build,node_id,depth,is_leaf,n_points,k,trustworthiness,continuity,mrre_false,mrre_missing,stress,cadi
Digits (Low),1,15,1,False,192,20,0.8913619066047472,0.8816208720330238,0.9102190130164559,0.9167465794701046,0.6606463254735717,0.02834585137920379
Digits (Low),1,16,2,True,76,20,0.8115673799884326,0.8326055523423944,0.8230666540120053,0.854333935698373,0.6891096695753258,
Digits (Low),1,17,2,True,33,16,0.7976827094474153,0.8270944741532976,0.865160717433785,0.8667769688472677,0.681643964775134,
Digits (Low),1,18,2,True,61,20,0.7955925826390756,0.827653856490191,0.8336319010638558,0.86792891000643,0.8002625911957653,
Digits (Low),1,19,1,True,87,20,0.913589665344319,0.9199979656189602,0.9088951053268856,0.9258352884344417,0.7212428093575058,
Digits (Low),1,20,1,True,106,20,0.8606272647757092,0.9129951268274398,0.8762094942713775,0.9248508121989591,0.8087946563194837,
Digits (Low),2,0,0,False,1000,20,0.9605760185662713,0.9629863847343991,0.9665327903572707,0.9750429069251172,0.5650606914457099,0.02817289865127359
Digits (Low),2,1,1,True,100,20,0.8219568345323742,0.8395899280575541,0.8523749087791415,0.8630685342231316,0.6191303774728558,
Digits (Low),2,2,1,True,106,20,0.8679182806447583,0.910289891290766,0.8854380359900981,0.9243054283256934,0.7982804587344502,
Digits (Low),2,3,1,False,102,20,0.8899355546414369,0.9057589469354176,0.8996785012019559,0.9099828789081895,0.7013121015905351,0.02145253951338286
Digits (Low),2,4,2,True,37,18,0.8631262841789158,0.8997945313734788,0.852658302285661,0.8739653681061139,0.6397652278190239,
Digits (Low),2,5,2,True,37,18,0.7613402876560771,0.7531215425952268,0.8034517707097937,0.8047061436164231,0.5992334361181471,
Digits (Low),2,6,1,True,87,20,0.9045773573390297,0.9187569931848235,0.9031274990990501,0.924957199295323,0.7238197033860342,
Digits (Low),2,7,1,False,107,20,0.8840877160833182,0.9089854010139883,0.9022879238901961,0.9155157788930542,0.7181695279589602,0.020288940281608287
Digits (Low),2,8,2,True,63,20,0.8315750915750915,0.8459096459096458,0.8594068141206705,0.8697627208440766,0.7281238412087844,
Digits (Low),2,9,2,True,38,18,0.8500417710944027,0.8539404065719857,0.8711695297295904,0.8763928940098871,0.7589162810413509,
Digits (Low),2,10,1,True,53,20,0.9082599580712788,0.9266247379454925,0.8940462582218403,0.9188700094835328,0.7740704145596592,
Digits (Low),2,11,1,False,161,20,0.9017158087622856,0.9012136788748484,0.919810326456929,0.9200708647393525,0.6064544098408032,0.02622234894934435
Digits (Low),2,12,2,True,55,20,0.8264935064935065,0.8489424860853432,0.8283517353949502,0.8619217448767987,0.6245406862023581,
Digits (Low),2,13,2,True,86,20,0.8921433060967945,0.8764299182903834,0.8995650420412951,0.8982002700606074,0.6757781596592813,
Digits (Low),2,14,1,False,92,20,0.8961470484270061,0.919017320607989,0.8978010088677763,0.9177647069626493,0.6691245388439959,0.02194388391207646
Digits (Low),2,15,2,True,31,15,0.7712365591397847,0.7997311827956989,0.7993007133498822,0.8217654098740634,0.7158438183136059,
Digits (Low),2,16,2,True,26,12,0.729059829059829,0.7414529914529915,0.7970778098830753,0.7831574225735285,0.7364259141634573,
Digits (Low),2,17,1,True,86,20,0.8227110831761995,0.8321495914519171,0.8471896705462978,0.8676193369118488,0.6781251856434954,
Digits (Low),2,18,1,False,106,20,0.8620079970011246,0.8800824690740973,0.8844642853925716,0.904059548874272,0.7571654594271863,0.022647601465036447
Digits (Low),2,19,2,True,35,17,0.7871148459383754,0.7759103641456584,0.848992838615576,0.8471331830376693,0.7076465662954073,
Digits (Low),2,20,2,True,60,20,0.8007344632768361,0.8222881355932204,0.8485736511181566,0.8675226964107937,0.8123167432429127,
Digits (Low),3,0,0,False,1000,20,0.9597776689014956,0.9633472408457968,0.9660163209277793,0.9753747246501071,0.5472623312988091,0.02521160152856884
Digits (Low),3,1,1,False,100,20,0.8380359712230216,0.8396474820143882,0.8544552309691593,0.864640661637148,0.6182772748019041,0.030541488219369885
Digits (Low),3,2,2,True,60,20,0.8337288135593219,0.8537570621468925,0.8336596582701395,0.8685757225691753,0.5958626497806326,
Digits (Low),3,3,2,True,26,12,0.7991452991452992,0.8064102564102563,0.8108158556261388,0.8498863596858091,0.6566514825155472,
Digits (Low),3,4,1,False,102,20,0.8848896201837377,0.9108117372823257,0.8929873499140989,0.914040631840399,0.7044496257392461,0.019865216354654613
Digits (Low),3,5,2,True,30,14,0.835014005602241,0.8344537815126052,0.8106460369737185,0.8320284071869091,0.5953341652467994,
Digits (Low),3,6,2,True,35,17,0.8623716153127917,0.895985060690943,0.8529034163471828,0.8673579711278845,0.6420647283717693,
Digits (Low),3,7,1,True,84,20,0.9183355585224743,0.9207498887405431,0.9111656622749491,0.9271832864460072,0.7089840142479162,
Digits (Low),3,8,1,False,106,20,0.8639260277395976,0.9131450705985256,0.8803662889196059,0.9261801121183402,0.8077000872913502,0.02464501975334434
Digits (Low),3,9,2,True,28,13,0.7754120879120878,0.8090659340659341,0.8361322091349328,0.8667734396104605,0.6810653425012362,
Digits (Low),3,10,2,True,40,19,0.7766746411483254,0.8851674641148326,0.8566963081751794,0.9082022858581478,0.8459387033424219,
Digits (Low),3,11,1,False,92,20,0.8946977730646873,0.9191940615058323,0.8998165719902211,0.9156564494614984,0.6685294118604215,0.022121846743101227
Digits (Low),3,12,2,True,27,13,0.7794057794057794,0.7859177859177859,0.841290498331403,0.8384051073868212,0.7287528509033391,
Digits (Low),3,13,2,True,25,12,0.8266666666666667,0.8076923076923077,0.8181897654502801,0.8191175268859634,0.7111624376132732,
Digits (Low),3,14,1,False,192,20,0.8883804179566565,0.879108617131063,0.9133198104572601,0.9158328318534247,0.6599846079403995,0.036838002847658355
Digits (Low),3,15,2,False,103,20,0.8732842316705725,0.8771543354536323,0.8911140837272068,0.905675066785829,0.7431519770237709,0.02252492897810382
Digits (Low),3,16,3,True,33,16,0.7611408199643493,0.7531194295900178,0.8502269178678395,0.8500811357761461,0.685247942695753,
Digits (Low),3,17,3,True,57,20,0.830056272757365,0.8180734856007945,0.846232773109584,0.8690760902074064,0.8088237999172512,
Digits (Low),3,18,2,True,77,20,0.8391146487920681,0.8345203183912863,0.8549204272546653,0.8589579772330486,0.6866171104926746,
Digits (Low),3,19,1,True,67,20,0.8369863013698631,0.8455326109180127,0.8683504677833047,0.8717318260920911,0.764979186998791,
Digits (Low),3,20,1,True,39,19,0.848582995951417,0.8327935222672065,0.8623796245738858,0.8691593948413416,0.7653781486135509,
Digits (Low),3,21,1,True,54,20,0.913002364066194,0.9308116627265565,0.8962235869556973,0.9182943646918288,0.7676441891982216,
Digits (Low),3,22,1,False,162,20,0.9060859972773788,0.9100643101910528,0.9143244826372542,0.9244304813728036,0.6125667183748758,0.026251510053066824
Digits (Low),3,23,2,True,56,20,0.8435924369747898,0.8249649859943978,0.839411507979323,0.8560576889559529,0.6322769571305347,
Digits (Low),3,24,2,True,87,20,0.8866748041908248,0.8777947309531074,0.8925482392443839,0.8950560235137032,0.66220375367763,
Digits (Low),4,0,0,False,1000,20,0.9617937596699329,0.963701495616297,0.9655667750065964,0.9756717858818529,0.5973482843544217,0.027959692927912647
Digits (Low),4,1,1,False,100,20,0.8257338129496401,0.8415899280575538,0.8496429934834486,0.8653799756712496,0.6154914015313089,0.028257414726161254
Digits (Low),4,2,2,True,64,20,0.8010727611940298,0.8173973880597015,0.8271977066108107,0.852245500409678,0.6135809115104948,
Digits (Low),4,3,2,True,27,13,0.827838827838828,0.8380138380138381,0.814208042364821,0.8386259688872668,0.661151670944678,
Digits (Low),4,4,1,False,102,20,0.8973810503222268,0.904326066090772,0.9026088442972576,0.9107893292614794,0.7012070284057087,0.01950858418605327
Digits (Low),4,5,2,True,33,16,0.8025846702317291,0.8248663101604279,0.8038108635075017,0.8338065718396613,0.612310356943249,
Digits (Low),4,6,2,True,36,17,0.8591503267973857,0.8880718954248367,0.8616886823411359,0.8779167986399433,0.6522935788588293,
Digits (Low),4,7,1,True,92,20,0.9050547896783315,0.9154471544715447,0.9078284862226652,0.9154013908059744,0.6689077182220883,
Digits (Low),4,8,1,True,86,20,0.9099622878692645,0.920312172637754,0.9060882256653909,0.9251801899025285,0.7303257640183993,
Digits (Low),4,9,1,True,106,20,0.8710358615519181,0.9108896663751093,0.8858588204071097,0.9253980686492009,0.8045249289812646,
Digits (Low),4,10,1,False,107,20,0.8838128397776558,0.8960356728361126,0.9013717655587558,0.9105953360093585,0.6934059826704675,0.02567972711699233
Digits (Low),4,11,2,True,39,19,0.8342780026990553,0.8442645074224021,0.8680444319019188,0.8808120529088916,0.7644703390056996,
Digits (Low),4,12,2,True,67,20,0.8254344714782254,0.8421590676753219,0.8482454868343539,0.8719451757274044,0.7738973342889135,
Digits (Low),4,13,1,False,191,20,0.8875862406419729,0.887338324281124,0.9063900268188975,0.9216301351177296,0.6583816767347315,0.034221479785990425
Digits (Low),4,14,2,True,73,20,0.8273166800966961,0.8399516518936342,0.8481462263545004,0.8674410237933815,0.6863943748526335,
Digits (Low),4,15,2,False,102,20,0.8596188125599892,0.8762237762237762,0.8827691633633276,0.9016563590341858,0.7512990880466782,0.029244903268083097
Digits (Low),4,16,3,True,42,20,0.7717391304347826,0.8277432712215322,0.8153203716534052,0.8686251830369772,0.8158837014142473,
Digits (Low),4,17,3,True,31,15,0.7201612903225807,0.7228494623655916,0.8057245797875351,0.8318905244869484,0.6830502437933814,
Digits (Low),4,18,1,True,54,20,0.91150512214342,0.9267533490937746,0.9023224594937119,0.9195027751605197,0.7709995763582295,
Digits (Low),4,19,1,False,162,20,0.9058771065108203,0.9063864244472608,0.914028103481809,0.9239426053765676,0.6069989853216078,0.022972115423524685
Digits (Low),4,20,2,True,85,20,0.885105234754452,0.8690987587695628,0.8970329440411946,0.8938296430854142,0.6609239928269179,
Digits (Low),4,21,2,True,26,12,0.8662393162393163,0.8824786324786322,0.8383279419919423,0.8483196425149147,0.6152321175531035,
Digits (Low),4,22,2,True,26,12,0.7897435897435898,0.7952991452991451,0.8341796191375052,0.83096950711522,0.6534704985364771,
