dataset,method,seed,layers,ari_h,nmi_h,ari_f,nmi_f,merges,noise_h,noise_f
Concentric rings (Low),UMAP,0,2,0.5172780341268226,0.7260770581635264,0.938978908288808,0.9322840902312352,2,0.14666666666666667,0.08333333333333333
Concentric rings (Low),PCA,0,2,0.5172780341268226,0.7260770581635264,0.938978908288808,0.9322840902312352,2,0.14666666666666667,0.08333333333333333
