arm,skew,margin,seed,sel_id,n_sel,n_all,method,split,t,dim_precision,dim_recall,dim_f1,n_dims_found,membership_f1,coverage
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.35135135135135137,0.058333333333333334
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,severity,1.0,0.375,1.0,0.5454545454545454,8,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8727272727272728,0.20833333333333334
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8034188034188033,0.2375
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.6990291262135923,0.17916666666666667
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,symmetric,1.0,0.375,1.0,0.5454545454545454,8,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8727272727272728,0.20833333333333334
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,symmetric,0.9,1.0,1.0,1.0,3,0.8190476190476191,0.1875
synth-sym-tight,gaussian,1.5,3,cluster3,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7307692307692307,0.18333333333333332
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.23529411764705882,0.03333333333333333
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.23529411764705882,0.03333333333333333
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,severity,1.0,0.42857142857142855,1.0,0.6,7,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,severity,0.95,1.0,0.6666666666666666,0.8,2,0.8888888888888888,0.2375
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8648648648648648,0.2125
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7599999999999999,0.16666666666666666
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,symmetric,1.0,0.42857142857142855,1.0,0.6,7,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,symmetric,0.95,1.0,0.6666666666666666,0.8,2,0.8888888888888888,0.2375
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,symmetric,0.9,1.0,0.6666666666666666,0.8,2,0.8849557522123894,0.22083333333333333
synth-sym-tight,gaussian,1.5,4,cluster0,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7843137254901961,0.175
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,severity,1.0,0.5,1.0,0.6666666666666666,6,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8672566371681416,0.22083333333333333
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,severity,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.8288288288288289,0.2125
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,severity,0.8,1.0,0.3333333333333333,0.5,1,0.7401574803149608,0.2791666666666667
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,symmetric,1.0,0.5,1.0,0.6666666666666666,6,0.9836065573770492,0.25833333333333336
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,symmetric,0.95,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.8695652173913043,0.22916666666666666
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,symmetric,0.9,1.0,0.6666666666666666,0.8,2,0.847457627118644,0.24166666666666667
synth-sym-tight,gaussian,1.5,4,cluster1,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.7441860465116279,0.2875
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.20588235294117646,0.03333333333333333
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06349206349206349,0.0125
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.20588235294117646,0.03333333333333333
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,severity,1.0,0.5,1.0,0.6666666666666666,6,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8727272727272728,0.20833333333333334
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8141592920353983,0.22083333333333333
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7524752475247526,0.17083333333333334
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,symmetric,1.0,0.5,1.0,0.6666666666666666,6,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8727272727272728,0.20833333333333334
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,symmetric,0.9,1.0,0.6666666666666666,0.8,2,0.8347826086956521,0.22916666666666666
synth-sym-tight,gaussian,1.5,4,cluster2,60,240,db,symmetric,0.8,1.0,0.3333333333333333,0.5,1,0.768,0.2708333333333333
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.37837837837837834,0.058333333333333334
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.15384615384615385,0.020833333333333332
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.37837837837837834,0.058333333333333334
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,severity,1.0,0.375,1.0,0.5454545454545454,8,1.0,0.25
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8849557522123894,0.22083333333333333
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.817391304347826,0.22916666666666666
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7184466019417476,0.17916666666666667
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,symmetric,1.0,0.375,1.0,0.5454545454545454,8,1.0,0.25
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8849557522123894,0.22083333333333333
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,symmetric,0.9,1.0,0.6666666666666666,0.8,2,0.8376068376068376,0.2375
synth-sym-tight,gaussian,1.5,4,cluster3,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7307692307692307,0.18333333333333332
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.17910447761194032,0.029166666666666667
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06349206349206349,0.0125
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.17910447761194032,0.029166666666666667
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.06349206349206349,0.0125
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,severity,1.0,0.3333333333333333,1.0,0.5,9,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8672566371681416,0.22083333333333333
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8448275862068966,0.23333333333333334
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7307692307692307,0.18333333333333332
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,symmetric,1.0,0.3333333333333333,1.0,0.5,9,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8672566371681416,0.22083333333333333
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,symmetric,0.9,1.0,0.6666666666666666,0.8,2,0.8448275862068966,0.23333333333333334
synth-sym-tight,gaussian,1.5,5,cluster0,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.74,0.16666666666666666
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.4415584415584416,0.07083333333333333
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.4210526315789474,0.06666666666666667
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,severity,1.0,0.375,1.0,0.5454545454545454,8,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8648648648648648,0.2125
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8305084745762712,0.24166666666666667
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7358490566037735,0.19166666666666668
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,symmetric,1.0,0.375,1.0,0.5454545454545454,8,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8648648648648648,0.2125
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,symmetric,0.9,1.0,1.0,1.0,3,0.8411214953271028,0.19583333333333333
synth-sym-tight,gaussian,1.5,5,cluster1,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7476635514018691,0.19583333333333333
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2816901408450704,0.04583333333333333
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2777777777777778,0.05
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.15384615384615385,0.020833333333333332
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,severity,1.0,0.5,1.0,0.6666666666666666,6,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8648648648648648,0.2125
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,severity,0.9,1.0,1.0,1.0,3,0.8190476190476191,0.1875
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7339449541284403,0.20416666666666666
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,symmetric,1.0,0.5,1.0,0.6666666666666666,6,0.9600000000000001,0.2708333333333333
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8571428571428571,0.21666666666666667
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,symmetric,0.9,1.0,1.0,1.0,3,0.8411214953271028,0.19583333333333333
synth-sym-tight,gaussian,1.5,5,cluster2,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7378640776699028,0.17916666666666667
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,1.0,0.25
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,severity,1.0,0.75,1.0,0.8571428571428571,4,1.0,0.25
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,severity,0.95,1.0,0.6666666666666666,0.8,2,0.8983050847457628,0.24166666666666667
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8495575221238938,0.22083333333333333
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7307692307692307,0.18333333333333332
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,symmetric,1.0,0.75,1.0,0.8571428571428571,4,1.0,0.25
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,symmetric,0.95,1.0,0.6666666666666666,0.8,2,0.8983050847457628,0.24166666666666667
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,symmetric,0.9,1.0,0.6666666666666666,0.8,2,0.8695652173913043,0.22916666666666666
synth-sym-tight,gaussian,1.5,5,cluster3,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7766990291262136,0.17916666666666667
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9523809523809523,0.275
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2857142857142857,0.041666666666666664
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9523809523809523,0.275
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2857142857142857,0.041666666666666664
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.125,0.016666666666666666
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,severity,1.0,0.42857142857142855,1.0,0.6,7,0.9523809523809523,0.275
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8672566371681416,0.22083333333333333
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8135593220338982,0.24166666666666667
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7450980392156863,0.175
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,symmetric,1.0,0.42857142857142855,1.0,0.6,7,0.9523809523809523,0.275
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8672566371681416,0.22083333333333333
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,symmetric,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.8363636363636363,0.20833333333333334
synth-sym-tight,gaussian,1.5,6,cluster0,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7572815533980582,0.17916666666666667
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9375,0.2833333333333333
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.3055555555555556,0.05
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9375,0.2833333333333333
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.3055555555555556,0.05
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.12307692307692308,0.020833333333333332
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.03278688524590164,0.004166666666666667
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,severity,1.0,0.42857142857142855,1.0,0.6,7,0.9375,0.2833333333333333
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8448275862068966,0.23333333333333334
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8318584070796461,0.22083333333333333
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7307692307692307,0.18333333333333332
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,symmetric,1.0,0.42857142857142855,1.0,0.6,7,0.9375,0.2833333333333333
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,symmetric,0.95,0.75,1.0,0.8571428571428571,4,0.8495575221238938,0.22083333333333333
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,symmetric,0.9,1.0,0.6666666666666666,0.8,2,0.8521739130434782,0.22916666666666666
synth-sym-tight,gaussian,1.5,6,cluster1,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7289719626168223,0.19583333333333333
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.23529411764705882,0.03333333333333333
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.23529411764705882,0.03333333333333333
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.15384615384615385,0.020833333333333332
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,threshold,symmetric,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,severity,1.0,0.2727272727272727,1.0,0.42857142857142855,11,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,severity,0.95,1.0,1.0,1.0,3,0.8596491228070176,0.225
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,severity,0.9,1.0,0.6666666666666666,0.8,2,0.8135593220338982,0.24166666666666667
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,severity,0.8,1.0,0.6666666666666666,0.8,2,0.7254901960784315,0.175
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,symmetric,1.0,0.2727272727272727,1.0,0.42857142857142855,11,0.967741935483871,0.26666666666666666
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,symmetric,0.95,1.0,1.0,1.0,3,0.8521739130434782,0.22916666666666666
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,symmetric,0.9,1.0,1.0,1.0,3,0.8411214953271028,0.19583333333333333
synth-sym-tight,gaussian,1.5,6,cluster2,60,240,db,symmetric,0.8,1.0,0.6666666666666666,0.8,2,0.7428571428571429,0.1875
synth-sym-tight,gaussian,1.5,6,cluster3,60,240,threshold,severity,1.0,1.0,1.0,1.0,3,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,6,cluster3,60,240,threshold,severity,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-tight,gaussian,1.5,6,cluster3,60,240,threshold,severity,0.9,1.0,1.0,1.0,3,0.06451612903225806,0.008333333333333333
synth-sym-tight,gaussian,1.5,6,cluster3,60,240,threshold,severity,0.8,1.0,1.0,1.0,3,0.0,0.0
synth-sym-tight,gaussian,1.5,6,cluster3,60,240,threshold,symmetric,1.0,1.0,1.0,1.0,3,0.9917355371900827,0.25416666666666665
synth-sym-tight,gaussian,1.5,6,cluster3,60,240,threshold,symmetric,0.95,1.0,1.0,1.0,3,0.2608695652173913,0.0375
synth-sym-tight,gaussian,1.5,6,cluster3,60,240,threshold,symmetric,0.9,1.0,1.0,1.0,3,0.09523809523809523,0.0125
