method,t,n_matched_pairs,mean_jaccard_admitted,median_jaccard_admitted,mean_match_jaccard,weak_match_frac
db,0.8,84,0.650649716119741,0.5651260504201681,0.843280077056638,0.14285714285714285
db,0.9,84,0.7143134923574036,0.7224358974358974,0.843280077056638,0.14285714285714285
db,0.95,84,0.728046884963588,0.7669683257918551,0.843280077056638,0.14285714285714285
db,1.0,84,0.7715977571908307,0.7836487753427869,0.843280077056638,0.14285714285714285
threshold,0.8,84,0.700528109927379,0.788888888888889,0.843280077056638,0.14285714285714285
threshold,0.9,84,0.7640773266017814,0.8,0.843280077056638,0.14285714285714285
threshold,0.95,84,0.7782573789804966,0.8436947791164658,0.843280077056638,0.14285714285714285
threshold,1.0,84,0.7715977571908307,0.7836487753427869,0.843280077056638,0.14285714285714285
