arm,method,split,delta,metric,t,n_pairs,median_delta,win_rate,wilcoxon_p,rank_biserial,median_value,median_strict,median_f1,f1_ratio,median_coverage,primary,p_holm
synth-skew-tight,threshold,severity,0.05,jaccard_admitted,0.9,80,-0.13365665257701587,0.2125,5.58922224320181e-10,-0.575,0.6139035087719298,0.7444189052902147,0.06451612903225806,0.07043010752688172,0.008333333333333333,False,1.6767666729605432e-09
synth-skew-tight,threshold,severity,0.05,jaccard_admitted,0.8,80,0.2358835007372601,0.825,3.342588890511381e-09,0.65,1.0,0.7444189052902147,0.0,0.0,0.0,False,6.685177781022762e-09
synth-skew-tight,threshold,severity,0.05,f1_sd,0.95,80,-0.024010838792621787,0.975,2.8072342389696945e-14,0.95,0.028198287150975797,0.05455025171161009,0.2857142857142857,0.3119047619047619,0.041666666666666664,False,3.5915092736082255e-14
synth-skew-tight,threshold,severity,0.05,f1_sd,0.9,80,-0.02876036566081403,0.975,1.7957546368041127e-14,0.95,0.023135991598458912,0.05455025171161009,0.06451612903225806,0.07043010752688172,0.008333333333333333,False,3.5915092736082255e-14
synth-skew-tight,threshold,severity,0.05,f1_sd,0.8,80,-0.050638392329067354,1.0,7.849526548031477e-15,1.0,0.0,0.05455025171161009,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-tight,threshold,severity,0.1,jaccard_admitted,0.95,80,-0.12634672441204897,0.0375,9.847700597928496e-15,-0.925,0.5578429293018154,0.6892367836597825,0.2857142857142857,0.3119047619047619,0.041666666666666664,True,2.954310179378549e-14
synth-skew-tight,threshold,severity,0.1,jaccard_admitted,0.9,80,-0.1465446434167626,0.15,1.0731113988327788e-11,-0.7,0.521497493734336,0.6892367836597825,0.06451612903225806,0.07043010752688172,0.008333333333333333,True,2.1462227976655577e-11
synth-skew-tight,threshold,severity,0.1,jaccard_admitted,0.8,80,0.2631671806911644,0.7,1.391830563183173e-07,0.4,0.95,0.6892367836597825,0.0,0.0,0.0,True,1.391830563183173e-07
synth-skew-tight,threshold,severity,0.1,f1_sd,0.95,80,-0.012363365580457976,0.8375,1.6735164386986413e-10,0.675,0.03441678989995979,0.04602607822937951,0.2857142857142857,0.3119047619047619,0.041666666666666664,False,1.6735164386986413e-10
synth-skew-tight,threshold,severity,0.1,f1_sd,0.9,80,-0.01877695954145964,0.9625,1.1888865559607516e-14,0.925,0.0272131116421106,0.04602607822937951,0.06451612903225806,0.07043010752688172,0.008333333333333333,False,2.3777731119215032e-14
synth-skew-tight,threshold,severity,0.1,f1_sd,0.8,80,-0.040887502304930365,1.0,7.849526548031477e-15,1.0,0.003665685209016049,0.04602607822937951,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-tight,threshold,severity,0.2,jaccard_admitted,0.95,80,-0.18906397871822703,0.0,7.849526548031477e-15,-1.0,0.43177634557522215,0.6210834580270471,0.2857142857142857,0.3119047619047619,0.041666666666666664,False,2.3548579644094432e-14
synth-skew-tight,threshold,severity,0.2,jaccard_admitted,0.9,80,-0.20180584716062772,0.05,2.913292114694836e-14,-0.9,0.4274624060150376,0.6210834580270471,0.06451612903225806,0.07043010752688172,0.008333333333333333,False,5.826584229389672e-14
synth-skew-tight,threshold,severity,0.2,jaccard_admitted,0.8,80,0.19742100020029996,0.6875,4.994891112622208e-07,0.375,0.8105263157894737,0.6210834580270471,0.0,0.0,0.0,False,4.994891112622208e-07
synth-skew-tight,threshold,severity,0.2,f1_sd,0.95,80,0.0023081386196146386,0.4,0.005818019585192073,-0.2,0.03866209783260694,0.03598240898447698,0.2857142857142857,0.3119047619047619,0.041666666666666664,False,0.005818019585192073
synth-skew-tight,threshold,severity,0.2,f1_sd,0.9,80,-0.004587141276245252,0.675,4.9567077739002784e-05,0.35,0.03168724521291223,0.03598240898447698,0.06451612903225806,0.07043010752688172,0.008333333333333333,False,9.913415547800557e-05
synth-skew-tight,threshold,severity,0.2,f1_sd,0.8,80,-0.02658305670547624,0.9875,8.152358880315248e-15,0.975,0.010091590348378567,0.03598240898447698,0.0,0.0,0.0,False,2.4457076640945743e-14
synth-skew-tight,threshold,symmetric,0.05,jaccard_admitted,0.95,80,-0.08648739863099747,0.075,2.013269994036684e-13,-0.85,0.6576758880592187,0.7444189052902147,0.2758751902587519,0.30116374936580415,0.041666666666666664,False,6.039809982110052e-13
synth-skew-tight,threshold,symmetric,0.05,jaccard_admitted,0.9,80,-0.08739145092979861,0.25,2.0303640947515705e-09,-0.5,0.6551169590643275,0.7444189052902147,0.09523809523809523,0.10396825396825396,0.0125,False,4.060728189503141e-09
synth-skew-tight,threshold,symmetric,0.05,jaccard_admitted,0.8,80,0.22555098379565108,0.8,1.7589836542028764e-07,0.6,1.0,0.7444189052902147,0.0,0.0,0.0,False,1.7589836542028764e-07
synth-skew-tight,threshold,symmetric,0.05,f1_sd,0.95,80,-0.026987846833556664,0.9625,2.5113283864160744e-14,0.925,0.028018861397224343,0.05455025171161009,0.2758751902587519,0.30116374936580415,0.041666666666666664,False,2.763362083306434e-14
synth-skew-tight,threshold,symmetric,0.05,f1_sd,0.9,80,-0.02826108693309591,0.975,1.381681041653217e-14,0.95,0.02447719578612795,0.05455025171161009,0.09523809523809523,0.10396825396825396,0.0125,False,2.763362083306434e-14
synth-skew-tight,threshold,symmetric,0.05,f1_sd,0.8,80,-0.0501427277001605,1.0,7.849526548031477e-15,1.0,0.0,0.05455025171161009,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-tight,threshold,symmetric,0.1,jaccard_admitted,0.95,80,-0.1601436144801775,0.0,7.849526548031477e-15,-1.0,0.5309924818891862,0.6892367836597825,0.2758751902587519,0.30116374936580415,0.041666666666666664,False,2.3548579644094432e-14
synth-skew-tight,threshold,symmetric,0.1,jaccard_admitted,0.9,80,-0.15766790748579868,0.1,6.96900439985427e-13,-0.8,0.5418609022556391,0.6892367836597825,0.09523809523809523,0.10396825396825396,0.0125,False,1.393800879970854e-12
synth-skew-tight,threshold,symmetric,0.1,jaccard_admitted,0.8,80,0.24016580757981776,0.7,4.751085684344508e-07,0.4,0.9,0.6892367836597825,0.0,0.0,0.0,False,4.751085684344508e-07
synth-skew-tight,threshold,symmetric,0.1,f1_sd,0.95,80,-0.012837490627418359,0.85,9.185402123178034e-11,0.7,0.03422279961783101,0.04602607822937951,0.2758751902587519,0.30116374936580415,0.041666666666666664,False,9.185402123178034e-11
synth-skew-tight,threshold,symmetric,0.1,f1_sd,0.9,80,-0.014673746669728436,0.975,1.1026754326146025e-14,0.95,0.02944555167561305,0.04602607822937951,0.09523809523809523,0.10396825396825396,0.0125,False,2.3548579644094432e-14
synth-skew-tight,threshold,symmetric,0.1,f1_sd,0.8,80,-0.04078571953795901,1.0,7.849526548031477e-15,1.0,0.007331370418032098,0.04602607822937951,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-tight,threshold,symmetric,0.2,jaccard_admitted,0.95,80,-0.21558030895539124,0.0,7.849526548031477e-15,-1.0,0.41231155279793086,0.6210834580270471,0.2758751902587519,0.30116374936580415,0.041666666666666664,False,2.3548579644094432e-14
synth-skew-tight,threshold,symmetric,0.2,jaccard_admitted,0.9,80,-0.22682955321936238,0.0125,8.152358880315248e-15,-0.975,0.392245670995671,0.6210834580270471,0.09523809523809523,0.10396825396825396,0.0125,False,2.3548579644094432e-14
synth-skew-tight,threshold,symmetric,0.2,jaccard_admitted,0.8,80,0.17634292747235425,0.7,5.084536329947217e-06,0.4,0.8105263157894737,0.6210834580270471,0.0,0.0,0.0,False,5.084536329947217e-06
synth-skew-tight,threshold,symmetric,0.2,f1_sd,0.95,80,0.0024736069146822463,0.3625,0.004799120333930182,-0.275,0.038581578802437726,0.03598240898447698,0.2758751902587519,0.30116374936580415,0.041666666666666664,False,0.004799120333930182
synth-skew-tight,threshold,symmetric,0.2,f1_sd,0.9,80,-0.0033489057128711537,0.6875,0.0018836182805390146,0.375,0.03286833167263463,0.03598240898447698,0.09523809523809523,0.10396825396825396,0.0125,False,0.0037672365610780293
synth-skew-tight,threshold,symmetric,0.2,f1_sd,0.8,80,-0.028453273877222837,1.0,7.849526548031477e-15,1.0,0.010091590348378567,0.03598240898447698,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.05,jaccard_admitted,0.95,80,0.17819024148375873,1.0,7.849526548031477e-15,1.0,0.9717656851450924,0.7933036792609441,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.05,jaccard_admitted,0.9,80,0.129102920390345,1.0,7.849526548031477e-15,1.0,0.924881403202632,0.7933036792609441,0.9380530973451328,0.9380530973451328,0.22083333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.05,jaccard_admitted,0.8,80,0.011580686005860319,0.6875,1.3016646434845288e-05,0.375,0.8084755905940038,0.7933036792609441,0.8785046728971964,0.8785046728971964,0.19583333333333333,False,1.3016646434845288e-05
synth-skew-wide,db,severity,0.05,f1_sd,0.95,80,-0.020558712007558076,1.0,7.849526548031477e-15,1.0,0.005866581084042517,0.026874823678714195,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.05,f1_sd,0.9,80,-0.02139725737944087,1.0,7.849526548031477e-15,1.0,0.005461202978697339,0.026874823678714195,0.9380530973451328,0.9380530973451328,0.22083333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.05,f1_sd,0.8,80,-0.01689431029037338,1.0,7.849526548031477e-15,1.0,0.009844336988869294,0.026874823678714195,0.8785046728971964,0.8785046728971964,0.19583333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.1,jaccard_admitted,0.95,80,0.15782606725848047,1.0,7.849526548031477e-15,1.0,0.7997566083237451,0.6440110202201843,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.1,jaccard_admitted,0.9,80,0.3099998887467307,1.0,7.849526548031477e-15,1.0,0.9552473956301866,0.6440110202201843,0.9380530973451328,0.9380530973451328,0.22083333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.1,jaccard_admitted,0.8,80,0.19673956929500486,1.0,7.849526548031477e-15,1.0,0.8436967734247142,0.6440110202201843,0.8785046728971964,0.8785046728971964,0.19583333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.1,f1_sd,0.95,80,-0.01742617314243665,0.975,1.489300950098453e-14,0.95,0.02288558221248871,0.039878557072851414,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.1,f1_sd,0.9,80,-0.030206692421774553,1.0,7.849526548031477e-15,1.0,0.00902094916835523,0.039878557072851414,0.9380530973451328,0.9380530973451328,0.22083333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.1,f1_sd,0.8,80,-0.028984624181284897,1.0,7.849526548031477e-15,1.0,0.011422026642202945,0.039878557072851414,0.8785046728971964,0.8785046728971964,0.19583333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.2,jaccard_admitted,0.95,80,0.046135416916343874,0.975,1.6051579997687537e-14,0.95,0.6023476073717948,0.5566181842638571,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.2,jaccard_admitted,0.9,80,0.13863532219042396,1.0,7.849526548031477e-15,1.0,0.6931759235320503,0.5566181842638571,0.9380530973451328,0.9380530973451328,0.22083333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.2,jaccard_admitted,0.8,80,0.35466706182401925,1.0,7.849526548031477e-15,1.0,0.9051899984227791,0.5566181842638571,0.8785046728971964,0.8785046728971964,0.19583333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,severity,0.2,f1_sd,0.95,80,-0.0032139539958952884,0.6375,0.018764297919899683,0.275,0.03915804239164881,0.042590506585066884,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,0.018764297919899683
synth-skew-wide,db,severity,0.2,f1_sd,0.9,80,-0.011390495881789257,0.85,1.0103444897115857e-10,0.7,0.032464341314338924,0.042590506585066884,0.9380530973451328,0.9380530973451328,0.22083333333333333,False,2.0206889794231713e-10
synth-skew-wide,db,severity,0.2,f1_sd,0.8,80,-0.02697447949886469,1.0,7.849526548031477e-15,1.0,0.014420138704815209,0.042590506585066884,0.8785046728971964,0.8785046728971964,0.19583333333333333,False,2.3548579644094432e-14
synth-skew-wide,db,symmetric,0.05,jaccard_admitted,0.95,80,0.034229796460668815,0.8375,4.3953456912641365e-11,0.675,0.8272355944491353,0.7933036792609441,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,8.790691382528273e-11
synth-skew-wide,db,symmetric,0.05,jaccard_admitted,0.9,80,0.1665889971666102,1.0,7.849526548031477e-15,1.0,0.9659382192782529,0.7933036792609441,0.9473684210526316,0.9473684210526316,0.225,False,2.3548579644094432e-14
synth-skew-wide,db,symmetric,0.05,jaccard_admitted,0.8,80,0.029629039439902027,0.75,8.88492856628865e-09,0.5,0.817745301050459,0.7933036792609441,0.888888888888889,0.888888888888889,0.2,False,8.88492856628865e-09
synth-skew-wide,db,symmetric,0.05,f1_sd,0.95,80,-0.002621761101885528,0.7375,0.0001664921378965755,0.475,0.02345010584977854,0.026874823678714195,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,0.0001664921378965755
synth-skew-wide,db,symmetric,0.05,f1_sd,0.9,80,-0.02059197257643763,1.0,7.849526548031477e-15,1.0,0.005860131903996897,0.026874823678714195,0.9473684210526316,0.9473684210526316,0.225,False,2.3548579644094432e-14
synth-skew-wide,db,symmetric,0.05,f1_sd,0.8,80,-0.019420718223203366,1.0,7.849526548031477e-15,1.0,0.007165444837699804,0.026874823678714195,0.888888888888889,0.888888888888889,0.2,False,2.3548579644094432e-14
synth-skew-wide,db,symmetric,0.1,jaccard_admitted,0.95,80,0.0599827050202596,0.975,1.0226231706471903e-14,0.95,0.7046868200266767,0.6440110202201843,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,2.3548579644094432e-14
synth-skew-wide,db,symmetric,0.1,jaccard_admitted,0.9,80,0.04981895886273113,0.925,3.916274188810748e-14,0.85,0.6991821475015592,0.6440110202201843,0.9473684210526316,0.9473684210526316,0.225,False,3.916274188810748e-14
synth-skew-wide,db,symmetric,0.1,jaccard_admitted,0.8,80,0.2558572681678065,1.0,7.849526548031477e-15,1.0,0.8943421285525344,0.6440110202201843,0.888888888888889,0.888888888888889,0.2,False,2.3548579644094432e-14
synth-skew-wide,db,symmetric,0.1,f1_sd,0.95,80,-0.011655025677037177,0.875,1.9461670246015296e-11,0.75,0.029570907559871455,0.039878557072851414,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,1.9461670246015296e-11
synth-skew-wide,db,symmetric,0.1,f1_sd,0.9,80,-0.011734629937171004,0.85,1.3993447396175124e-12,0.7,0.029883120930750587,0.039878557072851414,0.9473684210526316,0.9473684210526316,0.225,False,2.7986894792350247e-12
synth-skew-wide,db,symmetric,0.1,f1_sd,0.8,80,-0.028908813854651327,1.0,7.849526548031477e-15,1.0,0.010720715365244198,0.039878557072851414,0.888888888888889,0.888888888888889,0.2,False,2.3548579644094432e-14
synth-skew-wide,db,symmetric,0.2,jaccard_admitted,0.95,80,-0.05932479660616924,0.025,9.131533880268768e-15,-0.95,0.49185060285856086,0.5566181842638571,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,2.7394601640806303e-14
synth-skew-wide,db,symmetric,0.2,jaccard_admitted,0.9,80,-0.026284207966689344,0.175,2.2181255272995823e-09,-0.65,0.5320129524557988,0.5566181842638571,0.9473684210526316,0.9473684210526316,0.225,False,2.2181255272995823e-09
synth-skew-wide,db,symmetric,0.2,jaccard_admitted,0.8,80,-0.07147164506477052,0.0875,9.780162954557457e-14,-0.825,0.4844934399966988,0.5566181842638571,0.888888888888889,0.888888888888889,0.2,False,1.9560325909114915e-13
synth-skew-wide,db,symmetric,0.2,f1_sd,0.95,80,0.0010931550892022482,0.4625,0.07438811282521486,-0.075,0.043754701105650814,0.042590506585066884,0.9655172413793104,0.9655172413793104,0.23333333333333334,False,0.14877622565042972
synth-skew-wide,db,symmetric,0.2,f1_sd,0.9,80,0.0031181426382794267,0.3625,0.0173616329397137,-0.275,0.044789297440952155,0.042590506585066884,0.9473684210526316,0.9473684210526316,0.225,False,0.05208489881914111
synth-skew-wide,db,symmetric,0.2,f1_sd,0.8,80,0.001213471041014151,0.475,0.7262419140654369,-0.05,0.043212235390463274,0.042590506585066884,0.888888888888889,0.888888888888889,0.2,False,0.7262419140654369
synth-skew-wide,threshold,severity,0.05,jaccard_admitted,0.95,80,-0.08616894145860221,0.0875,5.643895241129601e-13,-0.825,0.710682491392427,0.7933036792609441,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,1.2321109078299117e-12
synth-skew-wide,threshold,severity,0.05,jaccard_admitted,0.9,80,-0.17852643456672312,0.1125,4.107036359433039e-13,-0.775,0.6237280701754386,0.7933036792609441,0.06451612903225806,0.06451612903225806,0.008333333333333333,False,1.2321109078299117e-12
synth-skew-wide,threshold,severity,0.05,jaccard_admitted,0.8,80,0.19474299255858807,0.8125,4.380489501111043e-05,0.625,1.0,0.7933036792609441,0.0,0.0,0.0,False,4.380489501111043e-05
synth-skew-wide,threshold,severity,0.05,f1_sd,0.95,80,0.0033091764525309264,0.35,0.00394447234024428,-0.3,0.029916107928340735,0.026874823678714195,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.00788894468048856
synth-skew-wide,threshold,severity,0.05,f1_sd,0.9,80,-0.002503166217039986,0.6,0.036084186666501046,0.2,0.02417862415516789,0.026874823678714195,0.06451612903225806,0.06451612903225806,0.008333333333333333,False,0.036084186666501046
synth-skew-wide,threshold,severity,0.05,f1_sd,0.8,80,-0.024389719233644098,0.975,9.482966249828276e-15,0.95,0.0,0.026874823678714195,0.0,0.0,0.0,False,2.844889874948483e-14
synth-skew-wide,threshold,severity,0.1,jaccard_admitted,0.95,80,-0.01714983357303901,0.4,0.023583492518049684,-0.2,0.627549687569281,0.6440110202201843,0.2857142857142857,0.2857142857142857,0.041666666666666664,True,0.023583492518049684
synth-skew-wide,threshold,severity,0.1,jaccard_admitted,0.9,80,-0.12761354964347588,0.175,3.28341132570439e-11,-0.65,0.5180137844611528,0.6440110202201843,0.06451612903225806,0.06451612903225806,0.008333333333333333,True,9.85023397711317e-11
synth-skew-wide,threshold,severity,0.1,jaccard_admitted,0.8,80,0.2643737466472467,0.7625,6.876430023072794e-09,0.525,0.9,0.6440110202201843,0.0,0.0,0.0,True,1.3752860046145588e-08
synth-skew-wide,threshold,severity,0.1,f1_sd,0.95,80,0.0012713313775433409,0.475,0.7262419140654369,-0.05,0.039258632711224775,0.039878557072851414,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.7262419140654369
synth-skew-wide,threshold,severity,0.1,f1_sd,0.9,80,-0.00883164016920107,0.7125,2.5366974717352276e-06,0.425,0.03343291037373239,0.039878557072851414,0.06451612903225806,0.06451612903225806,0.008333333333333333,False,5.073394943470455e-06
synth-skew-wide,threshold,severity,0.1,f1_sd,0.8,80,-0.033247703663518854,1.0,7.849526548031477e-15,1.0,0.007331370418032098,0.039878557072851414,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-wide,threshold,severity,0.2,jaccard_admitted,0.95,80,-0.029189427250679634,0.3875,0.0004886525941131664,-0.225,0.529128592750193,0.5566181842638571,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.0004886525941131664
synth-skew-wide,threshold,severity,0.2,jaccard_admitted,0.9,80,-0.12075554097769686,0.2,8.897913452286626e-11,-0.6,0.4418268208399787,0.5566181842638571,0.06451612903225806,0.06451612903225806,0.008333333333333333,False,2.669374035685988e-10
synth-skew-wide,threshold,severity,0.2,jaccard_admitted,0.8,80,0.17496977224212634,0.625,4.747255665682049e-06,0.25,0.7315789473684211,0.5566181842638571,0.0,0.0,0.0,False,9.494511331364099e-06
synth-skew-wide,threshold,severity,0.2,f1_sd,0.95,80,0.0023864932097640915,0.45,0.05384176236159241,-0.1,0.04308342199011876,0.042590506585066884,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.05384176236159241
synth-skew-wide,threshold,severity,0.2,f1_sd,0.9,80,-0.005521474688339672,0.625,0.0013784607748309038,0.25,0.0371879838378536,0.042590506585066884,0.06451612903225806,0.06451612903225806,0.008333333333333333,False,0.0027569215496618077
synth-skew-wide,threshold,severity,0.2,f1_sd,0.8,80,-0.029635494261697808,1.0,7.849526548031477e-15,1.0,0.012011395033853222,0.042590506585066884,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-wide,threshold,symmetric,0.05,jaccard_admitted,0.95,80,-0.0836190759671202,0.1125,6.055483297388854e-13,-0.775,0.7110443681117464,0.7933036792609441,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,1.2110966594777709e-12
synth-skew-wide,threshold,symmetric,0.05,jaccard_admitted,0.9,80,-0.1502535877797081,0.0875,6.08733012698761e-14,-0.825,0.6413554720133667,0.7933036792609441,0.09523809523809523,0.09523809523809523,0.0125,False,1.826199038096283e-13
synth-skew-wide,threshold,symmetric,0.05,jaccard_admitted,0.8,80,0.1823990465735243,0.7375,0.0032808086972335895,0.475,1.0,0.7933036792609441,0.0,0.0,0.0,False,0.0032808086972335895
synth-skew-wide,threshold,symmetric,0.05,f1_sd,0.95,80,0.0030753189843061458,0.3125,0.0006050391444793707,-0.375,0.029810668017074406,0.026874823678714195,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.0012100782889587413
synth-skew-wide,threshold,symmetric,0.05,f1_sd,0.9,80,0.0003500575947258909,0.4875,0.7698481574539583,-0.025,0.025983281831534387,0.026874823678714195,0.09523809523809523,0.09523809523809523,0.0125,False,0.7698481574539583
synth-skew-wide,threshold,symmetric,0.05,f1_sd,0.8,80,-0.02106608443588135,1.0,7.849526548031477e-15,1.0,0.0,0.026874823678714195,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-wide,threshold,symmetric,0.1,jaccard_admitted,0.95,80,-0.035252044397561244,0.3625,0.0010533921636549763,-0.275,0.6144755439869095,0.6440110202201843,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.0010533921636549763
synth-skew-wide,threshold,symmetric,0.1,jaccard_admitted,0.9,80,-0.10987271014258088,0.225,2.842797267704123e-10,-0.55,0.5429688513241144,0.6440110202201843,0.09523809523809523,0.09523809523809523,0.0125,False,8.528391803112368e-10
synth-skew-wide,threshold,symmetric,0.1,jaccard_admitted,0.8,80,0.26862969505824147,0.7,2.794210329917824e-07,0.4,0.9,0.6440110202201843,0.0,0.0,0.0,False,5.588420659835648e-07
synth-skew-wide,threshold,symmetric,0.1,f1_sd,0.95,80,-0.0008766535126511661,0.525,0.5681635774941971,0.05,0.038444636336975584,0.039878557072851414,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.5681635774941971
synth-skew-wide,threshold,symmetric,0.1,f1_sd,0.9,80,-0.008029804136048842,0.7375,1.3995767473214477e-06,0.475,0.033627590320329255,0.039878557072851414,0.09523809523809523,0.09523809523809523,0.0125,False,2.7991534946428954e-06
synth-skew-wide,threshold,symmetric,0.1,f1_sd,0.8,80,-0.03084279331879296,1.0,7.849526548031477e-15,1.0,0.007331370418032098,0.039878557072851414,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-skew-wide,threshold,symmetric,0.2,jaccard_admitted,0.95,80,-0.07511268433354257,0.1375,9.547635692305543e-13,-0.725,0.48339827153196985,0.5566181842638571,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,2.864290707691663e-12
synth-skew-wide,threshold,symmetric,0.2,jaccard_admitted,0.9,80,-0.10903134739172293,0.175,1.1468174432879066e-10,-0.65,0.45925381635907947,0.5566181842638571,0.09523809523809523,0.09523809523809523,0.0125,False,2.293634886575813e-10
synth-skew-wide,threshold,symmetric,0.2,jaccard_admitted,0.8,80,0.15863216827506083,0.7,1.8212873046333932e-06,0.4,0.7210526315789474,0.5566181842638571,0.0,0.0,0.0,False,1.8212873046333932e-06
synth-skew-wide,threshold,symmetric,0.2,f1_sd,0.95,80,0.0012022211762793764,0.425,0.21238478543896344,-0.15,0.04343071982203934,0.042590506585066884,0.2857142857142857,0.2857142857142857,0.041666666666666664,False,0.21238478543896344
synth-skew-wide,threshold,symmetric,0.2,f1_sd,0.9,80,-0.005682788254560221,0.6875,2.2842807010494955e-05,0.375,0.0372574481899524,0.042590506585066884,0.09523809523809523,0.09523809523809523,0.0125,False,4.568561402098991e-05
synth-skew-wide,threshold,symmetric,0.2,f1_sd,0.8,80,-0.03134366974166431,1.0,7.849526548031477e-15,1.0,0.012011395033853222,0.042590506585066884,0.0,0.0,0.0,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.05,jaccard_admitted,0.95,80,0.10826323142003191,1.0,7.849526548031477e-15,1.0,0.8333381956937584,0.7254657800182194,0.8739495798319329,0.8957983193277312,0.22083333333333333,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.05,jaccard_admitted,0.9,80,0.1104023659156399,1.0,7.849526548031477e-15,1.0,0.8403066075481724,0.7254657800182194,0.8288288288288289,0.8495495495495496,0.22083333333333333,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.05,jaccard_admitted,0.8,80,0.0190766832316403,0.65,0.00019771456084499445,0.3,0.7423648433150858,0.7254657800182194,0.7401574803149608,0.7586614173228348,0.17916666666666667,False,0.00019771456084499445
synth-sym-tight,db,severity,0.05,f1_sd,0.95,80,-0.03511021882726656,1.0,7.849526548031477e-15,1.0,0.020993178657933084,0.056841099377048836,0.8739495798319329,0.8957983193277312,0.22083333333333333,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.05,f1_sd,0.9,80,-0.041080862759649416,1.0,7.849526548031477e-15,1.0,0.013714545125020645,0.056841099377048836,0.8288288288288289,0.8495495495495496,0.22083333333333333,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.05,f1_sd,0.8,80,-0.03965542293359282,1.0,7.849526548031477e-15,1.0,0.016246206241658873,0.056841099377048836,0.7401574803149608,0.7586614173228348,0.17916666666666667,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.1,jaccard_admitted,0.95,80,-0.007192187790526217,0.425,0.059437821889130285,-0.15,0.6613186874107511,0.6666967439343594,0.8739495798319329,0.8957983193277312,0.22083333333333333,False,0.059437821889130285
synth-sym-tight,db,severity,0.1,jaccard_admitted,0.9,80,0.1329883931397593,1.0,7.849526548031477e-15,1.0,0.8049523738912516,0.6666967439343594,0.8288288288288289,0.8495495495495496,0.22083333333333333,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.1,jaccard_admitted,0.8,80,0.0760176189525748,0.9125,3.774386519362833e-14,0.825,0.7479275499113398,0.6666967439343594,0.7401574803149608,0.7586614173228348,0.17916666666666667,False,7.548773038725666e-14
synth-sym-tight,db,severity,0.1,f1_sd,0.95,80,-0.0026631359523466742,0.6375,0.056272115496159486,0.275,0.046737774760096974,0.04981071353982812,0.8739495798319329,0.8957983193277312,0.22083333333333333,False,0.056272115496159486
synth-sym-tight,db,severity,0.1,f1_sd,0.9,80,-0.025668732568306908,0.9875,8.152358880315248e-15,0.975,0.02293868429218956,0.04981071353982812,0.8288288288288289,0.8495495495495496,0.22083333333333333,False,2.3548579644094432e-14
synth-sym-tight,db,severity,0.1,f1_sd,0.8,80,-0.029727564329228892,1.0,7.849526548031477e-15,1.0,0.020446878282939583,0.04981071353982812,0.7401574803149608,0.7586614173228348,0.17916666666666667,False,2.3548579644094432e-14
