dataset,method,seed,layers,region,region_def,cond,n,k,trustworthiness,continuity,mrre_false,mrre_missing,stress
Concentric rings (Low),UMAP,0,2,leaf5,hier_leaf,flat,23,11,0.9967061923583662,0.9967061923583662,0.9525878194845392,0.9520586752557755,1.1036160430078785
Concentric rings (Low),UMAP,0,2,leaf6,hier_leaf,hier,53,20,0.9820545073375262,0.9598322851153038,0.956467434580983,0.9495150217106846,7.372989853344341
Concentric rings (Low),UMAP,0,2,leaf6,hier_leaf,flat,53,20,0.9844444444444445,0.9845283018867923,0.9620362338672033,0.9607598264554507,1.7111621573648965
Concentric rings (Low),UMAP,0,2,class0,gt_class,hier,94,20,0.9897470263025634,0.9828028145417993,0.9757280337537069,0.973202010376637,6.910026097261104
Concentric rings (Low),UMAP,0,2,class0,gt_class,flat,94,20,0.9905846875523537,0.9871335232032167,0.9763542054432812,0.9749897043195052,3.6810038224135817
Concentric rings (Low),UMAP,0,2,class1,gt_class,hier,118,20,0.9904987893462471,0.9483147699757867,0.9824250874815532,0.9674098592968897,5.190340375582993
Concentric rings (Low),UMAP,0,2,class1,gt_class,flat,118,20,0.9913026634382566,0.9697917675544793,0.9829192559129748,0.9739850327371544,3.7876936054773958
Concentric rings (Low),UMAP,0,2,class2,gt_class,hier,88,20,0.9945158102766798,0.9952371541501978,0.9833774745439786,0.9840719957064205,0.7391817859646665
Concentric rings (Low),UMAP,0,2,class2,gt_class,flat,88,20,0.9923221343873517,0.9919762845849802,0.9828519828894066,0.9813845610849502,0.47060203643368703
Concentric rings (Low),UMAP,1,2,leaf0,hier_leaf,hier,21,10,0.9454545454545453,0.9584415584415585,0.927032916004358,0.9285629238032304,1.5742633104723405
Concentric rings (Low),UMAP,1,2,leaf0,hier_leaf,flat,21,10,0.9904761904761903,0.987012987012987,0.9418469464905499,0.9457034336300648,0.23149899058626613
Concentric rings (Low),UMAP,1,2,leaf1,hier_leaf,hier,42,20,0.9631469979296067,0.9784679089026914,0.9488332895034622,0.9514487642866056,1.8464221917796226
Concentric rings (Low),UMAP,1,2,leaf1,hier_leaf,flat,42,20,0.9892339544513457,0.9925465838509318,0.9593631405328858,0.9590119512936353,0.2769665882028097
Concentric rings (Low),UMAP,1,2,leaf2,hier_leaf,hier,50,20,0.9683076923076923,0.9713333333333334,0.950936124294627,0.9483093600488385,10.497307251164937
Concentric rings (Low),UMAP,1,2,leaf2,hier_leaf,flat,50,20,0.9907179487179488,0.9922564102564102,0.9665576931215414,0.9697941314291701,3.3383922329297215
Concentric rings (Low),UMAP,1,2,leaf3,hier_leaf,hier,39,19,0.9939271255060729,0.9937921727395409,0.9448692788459153,0.9500808588912383,9.25555884729977
Concentric rings (Low),UMAP,1,2,leaf3,hier_leaf,flat,39,19,0.9843454790823213,0.9798920377867747,0.9404683627538225,0.939736893656759,3.545090968267949
Concentric rings (Low),UMAP,1,2,leaf4,hier_leaf,hier,28,13,0.933379120879121,0.9708104395604397,0.9182885515260338,0.9324073201475483,5.477829595115462
Concentric rings (Low),UMAP,1,2,leaf4,hier_leaf,flat,28,13,0.9392170329670328,0.9330357142857144,0.9052004977113015,0.9196039726991494,6.52788851024453
Concentric rings (Low),UMAP,1,2,leaf5,hier_leaf,hier,23,11,0.9565217391304348,0.9578392621870881,0.9138153657343985,0.9062807546244886,3.3203661768818145
Concentric rings (Low),UMAP,1,2,leaf5,hier_leaf,flat,23,11,0.9888010540184453,0.992094861660079,0.9365681946937544,0.9338375196288926,0.9351935916271357
Concentric rings (Low),UMAP,1,2,leaf6,hier_leaf,hier,53,20,0.9863731656184487,0.9877987421383647,0.9584357993241454,0.9601144060750036,4.328291717943245
Concentric rings (Low),UMAP,1,2,leaf6,hier_leaf,flat,53,20,0.9882599580712789,0.990398322851153,0.9709647704350864,0.9707438493878404,1.8629164171568482
Concentric rings (Low),UMAP,1,2,class0,gt_class,hier,94,20,0.9884737812028817,0.951155972524711,0.9754670898776634,0.9617270512127643,12.087381803008537
Concentric rings (Low),UMAP,1,2,class0,gt_class,flat,94,20,0.9899229351650193,0.9587200536103202,0.9758265910505305,0.9669850724288872,5.604146200913731
Concentric rings (Low),UMAP,1,2,class1,gt_class,hier,118,20,0.991234866828087,0.9567457627118643,0.9841069820957745,0.9713039115817548,4.984215634010858
Concentric rings (Low),UMAP,1,2,class1,gt_class,flat,118,20,0.9747990314769973,0.9416803874092008,0.9766301700724759,0.9643678283775338,5.536571355734591
Concentric rings (Low),UMAP,1,2,class2,gt_class,hier,88,20,0.992618577075099,0.9870849802371542,0.9815040560650029,0.9788922815408022,0.9431713150370894
Concentric rings (Low),UMAP,1,2,class2,gt_class,flat,88,20,0.9906818181818182,0.9885375494071146,0.9818209425054711,0.9797504502786228,0.3767320281833064
Concentric rings (Low),t-SNE,0,2,leaf0,hier_leaf,hier,21,10,0.45281385281385284,0.45714285714285713,0.4663117626897521,0.46684841356306417,159.25104644928754
Concentric rings (Low),t-SNE,0,2,leaf0,hier_leaf,flat,21,10,0.9939393939393939,0.993939393939394,0.9817113464663964,0.9806010489781096,2.085343694643244
Concentric rings (Low),t-SNE,0,2,leaf1,hier_leaf,hier,42,20,0.9755693581780537,0.9713250517598345,0.878961098376316,0.8380921285588859,46.993196555793666
Concentric rings (Low),t-SNE,0,2,leaf1,hier_leaf,flat,42,20,0.9896480331262939,0.9885093167701863,0.9805893398845953,0.9791266405216968,3.468019837611283
Concentric rings (Low),t-SNE,0,2,leaf2,hier_leaf,hier,50,20,0.9898974358974358,0.9900000000000001,0.9190069321823786,0.8915230739278899,120.05179528111928
Concentric rings (Low),t-SNE,0,2,leaf2,hier_leaf,flat,50,20,0.9976923076923078,0.9976410256410257,0.9803832710553919,0.9794991372477467,6.828877503352427
Concentric rings (Low),t-SNE,0,2,leaf3,hier_leaf,hier,39,19,0.9608636977058029,0.9646423751686911,0.8602876464612385,0.8133464706314086,250.2866057248357
Concentric rings (Low),t-SNE,0,2,leaf3,hier_leaf,flat,39,19,0.9974358974358976,0.9967611336032388,0.9733888054317253,0.9729818284790497,7.048924409717686
Concentric rings (Low),t-SNE,0,2,leaf4,hier_leaf,hier,28,13,0.4989697802197801,0.4787087912087912,0.4986697390526569,0.5264486081468062,134.36881236997633
Concentric rings (Low),t-SNE,0,2,leaf4,hier_leaf,flat,28,13,0.9948489010989011,0.993131868131868,0.963540741456778,0.9633390785628005,4.201811183609778
Concentric rings (Low),t-SNE,0,2,leaf5,hier_leaf,hier,23,11,0.5494071146245059,0.590250329380764,0.5218464880782365,0.5437914779595845,55.77439442024034
Concentric rings (Low),t-SNE,0,2,leaf5,hier_leaf,flat,23,11,0.9986824769433464,0.9986824769433464,0.9818716287214105,0.9819160632887447,3.84509956283627
Concentric rings (Low),t-SNE,0,2,leaf6,hier_leaf,hier,53,20,0.9877568134171908,0.9901048218029348,0.9198664489597514,0.9001988551147139,109.5727584420071
Concentric rings (Low),t-SNE,0,2,leaf6,hier_leaf,flat,53,20,0.99874213836478,0.9987002096436058,0.9877434059216572,0.98802810391581,4.78116071256831
Concentric rings (Low),t-SNE,0,2,class0,gt_class,hier,94,20,0.9989780532752556,0.9991037024627241,0.9900281093145015,0.990428415233056,5.657956775216946
Concentric rings (Low),t-SNE,0,2,class0,gt_class,flat,94,20,0.999112079075222,0.9991958452002013,0.989233319613746,0.9891639140964439,6.930581404278661
Concentric rings (Low),t-SNE,0,2,class1,gt_class,hier,118,20,0.9995254237288136,0.9994769975786926,0.9924504473580235,0.9923796626083016,2.3902948267002726
Concentric rings (Low),t-SNE,0,2,class1,gt_class,flat,118,20,0.9967506053268764,0.964818401937046,0.9927015272723013,0.9801388495544251,6.8496606788559244
Concentric rings (Low),t-SNE,0,2,class2,gt_class,hier,88,20,0.9967490118577076,0.9964920948616601,0.9694503318675204,0.9636622080370034,21.64678742882147
Concentric rings (Low),t-SNE,0,2,class2,gt_class,flat,88,20,0.9922332015810277,0.9488241106719367,0.9887871058644054,0.9721773461019635,5.4134677920225265
Concentric rings (Low),t-SNE,1,2,leaf0,hier_leaf,hier,21,10,0.45281385281385284,0.45714285714285713,0.4663117626897521,0.46684841356306417,159.25104644928754
Concentric rings (Low),t-SNE,1,2,leaf0,hier_leaf,flat,21,10,0.9939393939393939,0.993939393939394,0.9817113464663964,0.9806010489781096,2.085343694643244
Concentric rings (Low),t-SNE,1,2,leaf1,hier_leaf,hier,42,20,0.9755693581780537,0.9713250517598345,0.878961098376316,0.8380921285588859,46.993196555793666
Concentric rings (Low),t-SNE,1,2,leaf1,hier_leaf,flat,42,20,0.9896480331262939,0.9885093167701863,0.9805893398845953,0.9791266405216968,3.468019837611283
Concentric rings (Low),t-SNE,1,2,leaf2,hier_leaf,hier,50,20,0.9898974358974358,0.9900000000000001,0.9190069321823786,0.8915230739278899,120.05179528111928
Concentric rings (Low),t-SNE,1,2,leaf2,hier_leaf,flat,50,20,0.9976923076923078,0.9976410256410257,0.9803832710553919,0.9794991372477467,6.828877503352427
Concentric rings (Low),t-SNE,1,2,leaf3,hier_leaf,hier,39,19,0.9608636977058029,0.9646423751686911,0.8602876464612385,0.8133464706314086,250.2866057248357
Concentric rings (Low),t-SNE,1,2,leaf3,hier_leaf,flat,39,19,0.9974358974358976,0.9967611336032388,0.9733888054317253,0.9729818284790497,7.048924409717686
Concentric rings (Low),t-SNE,1,2,leaf4,hier_leaf,hier,28,13,0.4989697802197801,0.4787087912087912,0.4986697390526569,0.5264486081468062,134.36881236997633
Concentric rings (Low),t-SNE,1,2,leaf4,hier_leaf,flat,28,13,0.9948489010989011,0.993131868131868,0.963540741456778,0.9633390785628005,4.201811183609778
Concentric rings (Low),t-SNE,1,2,leaf5,hier_leaf,hier,23,11,0.5494071146245059,0.590250329380764,0.5218464880782365,0.5437914779595845,55.77439442024034
Concentric rings (Low),t-SNE,1,2,leaf5,hier_leaf,flat,23,11,0.9986824769433464,0.9986824769433464,0.9818716287214105,0.9819160632887447,3.84509956283627
Concentric rings (Low),t-SNE,1,2,leaf6,hier_leaf,hier,53,20,0.9877568134171908,0.9901048218029348,0.9198664489597514,0.9001988551147139,109.5727584420071
Concentric rings (Low),t-SNE,1,2,leaf6,hier_leaf,flat,53,20,0.99874213836478,0.9987002096436058,0.9877434059216572,0.98802810391581,4.78116071256831
Concentric rings (Low),t-SNE,1,2,class0,gt_class,hier,94,20,0.9989780532752556,0.9991037024627241,0.9900281093145015,0.990428415233056,5.657956775216946
Concentric rings (Low),t-SNE,1,2,class0,gt_class,flat,94,20,0.999112079075222,0.9991958452002013,0.989233319613746,0.9891639140964439,6.930581404278661
Concentric rings (Low),t-SNE,1,2,class1,gt_class,hier,118,20,0.9995254237288136,0.9994769975786926,0.9924504473580235,0.9923796626083016,2.3902948267002726
Concentric rings (Low),t-SNE,1,2,class1,gt_class,flat,118,20,0.9967506053268764,0.964818401937046,0.9927015272723013,0.9801388495544251,6.8496606788559244
Concentric rings (Low),t-SNE,1,2,class2,gt_class,hier,88,20,0.9967490118577076,0.9964920948616601,0.9694503318675204,0.9636622080370034,21.64678742882147
Concentric rings (Low),t-SNE,1,2,class2,gt_class,flat,88,20,0.9922332015810277,0.9488241106719367,0.9887871058644054,0.9721773461019635,5.4134677920225265
Concentric rings (Low),PCA,0,2,leaf0,hier_leaf,hier,21,10,1.0,1.0,1.0,1.0,2.7302942639361154e-15
Concentric rings (Low),PCA,0,2,leaf0,hier_leaf,flat,21,10,1.0,1.0,1.0,1.0,3.3144080524581207e-15
Concentric rings (Low),PCA,0,2,leaf1,hier_leaf,hier,42,20,1.0,1.0,1.0,1.0,9.85581639442101e-16
Concentric rings (Low),PCA,0,2,leaf1,hier_leaf,flat,42,20,1.0,1.0,1.0,1.0,1.0571505405822114e-15
Concentric rings (Low),PCA,0,2,leaf2,hier_leaf,hier,50,20,1.0,1.0,1.0,1.0,5.826512077983566e-16
Concentric rings (Low),PCA,0,2,leaf2,hier_leaf,flat,50,20,1.0,1.0,1.0,1.0,8.936711543632766e-16
Concentric rings (Low),PCA,0,2,leaf3,hier_leaf,hier,39,19,1.0,1.0,1.0,1.0,3.447089582358541e-16
Concentric rings (Low),PCA,0,2,leaf3,hier_leaf,flat,39,19,1.0,1.0,1.0,1.0,4.0403942108435914e-16
Concentric rings (Low),PCA,0,2,leaf4,hier_leaf,hier,28,13,1.0,1.0,1.0,1.0,1.3305593775809943e-15
Concentric rings (Low),PCA,0,2,leaf4,hier_leaf,flat,28,13,1.0,1.0,1.0,1.0,1.6962829143382128e-15
Concentric rings (Low),PCA,0,2,leaf5,hier_leaf,hier,23,11,1.0,1.0,1.0,1.0,4.1577807691901374e-15
Concentric rings (Low),PCA,0,2,leaf5,hier_leaf,flat,23,11,1.0,1.0,1.0,1.0,8.193920456283268e-15
Concentric rings (Low),PCA,0,2,leaf6,hier_leaf,hier,53,20,1.0,1.0,1.0,1.0,6.674946958692224e-16
Concentric rings (Low),PCA,0,2,leaf6,hier_leaf,flat,53,20,1.0,1.0,1.0,1.0,6.51176843343055e-16
Concentric rings (Low),PCA,0,2,class0,gt_class,hier,94,20,1.0,1.0,1.0,1.0,4.3763011367014554e-16
Concentric rings (Low),PCA,0,2,class0,gt_class,flat,94,20,1.0,1.0,1.0,1.0,4.0518137812815106e-16
Concentric rings (Low),PCA,0,2,class1,gt_class,hier,118,20,1.0,1.0,1.0,1.0,4.3528623088949264e-16
Concentric rings (Low),PCA,0,2,class1,gt_class,flat,118,20,1.0,1.0,1.0,1.0,6.283418649163233e-16
Concentric rings (Low),PCA,0,2,class2,gt_class,hier,88,20,1.0,1.0,1.0,1.0,5.23871823618633e-16
Concentric rings (Low),PCA,0,2,class2,gt_class,flat,88,20,1.0,1.0,1.0,1.0,5.709153759488151e-16
Concentric rings (Low),PCA,1,2,leaf0,hier_leaf,hier,21,10,1.0,1.0,1.0,1.0,2.7302942639361154e-15
Concentric rings (Low),PCA,1,2,leaf0,hier_leaf,flat,21,10,1.0,1.0,1.0,1.0,3.3144080524581207e-15
Concentric rings (Low),PCA,1,2,leaf1,hier_leaf,hier,42,20,1.0,1.0,1.0,1.0,9.85581639442101e-16
Concentric rings (Low),PCA,1,2,leaf1,hier_leaf,flat,42,20,1.0,1.0,1.0,1.0,1.0571505405822114e-15
Concentric rings (Low),PCA,1,2,leaf2,hier_leaf,hier,50,20,1.0,1.0,1.0,1.0,5.826512077983566e-16
Concentric rings (Low),PCA,1,2,leaf2,hier_leaf,flat,50,20,1.0,1.0,1.0,1.0,8.936711543632766e-16
Concentric rings (Low),PCA,1,2,leaf3,hier_leaf,hier,39,19,1.0,1.0,1.0,1.0,3.447089582358541e-16
Concentric rings (Low),PCA,1,2,leaf3,hier_leaf,flat,39,19,1.0,1.0,1.0,1.0,4.0403942108435914e-16
Concentric rings (Low),PCA,1,2,leaf4,hier_leaf,hier,28,13,1.0,1.0,1.0,1.0,1.3305593775809943e-15
Concentric rings (Low),PCA,1,2,leaf4,hier_leaf,flat,28,13,1.0,1.0,1.0,1.0,1.6962829143382128e-15
Concentric rings (Low),PCA,1,2,leaf5,hier_leaf,hier,23,11,1.0,1.0,1.0,1.0,4.1577807691901374e-15
Concentric rings (Low),PCA,1,2,leaf5,hier_leaf,flat,23,11,1.0,1.0,1.0,1.0,8.193920456283268e-15
Concentric rings (Low),PCA,1,2,leaf6,hier_leaf,hier,53,20,1.0,1.0,1.0,1.0,6.674946958692224e-16
Concentric rings (Low),PCA,1,2,leaf6,hier_leaf,flat,53,20,1.0,1.0,1.0,1.0,6.51176843343055e-16
Concentric rings (Low),PCA,1,2,class0,gt_class,hier,94,20,1.0,1.0,1.0,1.0,4.3763011367014554e-16
Concentric rings (Low),PCA,1,2,class0,gt_class,flat,94,20,1.0,1.0,1.0,1.0,4.0518137812815106e-16
Concentric rings (Low),PCA,1,2,class1,gt_class,hier,118,20,1.0,1.0,1.0,1.0,4.3528623088949264e-16
Concentric rings (Low),PCA,1,2,class1,gt_class,flat,118,20,1.0,1.0,1.0,1.0,6.283418649163233e-16
Concentric rings (Low),PCA,1,2,class2,gt_class,hier,88,20,1.0,1.0,1.0,1.0,5.23871823618633e-16
Concentric rings (Low),PCA,1,2,class2,gt_class,flat,88,20,1.0,1.0,1.0,1.0,5.709153759488151e-16
Concentric rings (Low),MDS,0,2,leaf0,hier_leaf,hier,21,10,1.0,1.0,0.9961218257015797,0.9961218257015797,0.003040831998737713
Concentric rings (Low),MDS,0,2,leaf0,hier_leaf,flat,21,10,1.0,1.0,1.0,1.0,0.0014766126587990214
Concentric rings (Low),MDS,0,2,leaf1,hier_leaf,hier,42,20,1.0,1.0,0.999819478143477,0.999819478143477,0.0014373632660423916
Concentric rings (Low),MDS,0,2,leaf1,hier_leaf,flat,42,20,0.999896480331263,0.999896480331263,0.9994435674031888,0.9994435674031888,0.0030875199275006604
Concentric rings (Low),MDS,0,2,leaf2,hier_leaf,hier,50,20,1.0,1.0,0.9998876675455503,0.9998876675455503,0.0009656153639289395
Concentric rings (Low),MDS,0,2,leaf2,hier_leaf,flat,50,20,1.0,1.0,1.0,1.0,8.561249978949166e-05
Concentric rings (Low),MDS,0,2,leaf3,hier_leaf,hier,39,19,1.0,1.0,0.998566814296348,0.998566814296348,0.0012598716501123085
Concentric rings (Low),MDS,0,2,leaf3,hier_leaf,flat,39,19,1.0,1.0,0.9999528907286606,0.9999528907286606,6.254936854003698e-05
Concentric rings (Low),MDS,0,2,leaf4,hier_leaf,hier,28,13,1.0,1.0,0.9985378886463688,0.9985378886463688,0.002829279737045055
Concentric rings (Low),MDS,0,2,leaf4,hier_leaf,flat,28,13,1.0,1.0,0.9998022580629077,0.9998022580629077,0.00030852616849815726
Concentric rings (Low),MDS,0,2,leaf5,hier_leaf,hier,23,11,0.9993412384716732,0.9993412384716732,0.9993307159819517,0.9993307159819517,0.0017020798213487486
Concentric rings (Low),MDS,0,2,leaf5,hier_leaf,flat,23,11,1.0,1.0,1.0,1.0,0.00038954639130163427
Concentric rings (Low),MDS,0,2,leaf6,hier_leaf,hier,53,20,1.0,1.0,0.9996145792634837,0.9996155384655598,0.0013279841623872126
Concentric rings (Low),MDS,0,2,leaf6,hier_leaf,flat,53,20,1.0,1.0,0.9999282596780482,0.9999282596780482,0.0002578374475876816
Concentric rings (Low),MDS,0,2,class0,gt_class,hier,94,20,0.9999916233875021,0.9999916233875021,0.9999530257277689,0.9999530257277689,0.0007034693230284099
Concentric rings (Low),MDS,0,2,class0,gt_class,flat,94,20,1.0,1.0,0.999993270222258,0.999993270222258,5.648590656340379e-05
Concentric rings (Low),MDS,0,2,class1,gt_class,hier,118,20,1.0,1.0,0.9999272021193674,0.9999272021193674,0.0004038118478058127
Concentric rings (Low),MDS,0,2,class1,gt_class,flat,118,20,1.0,1.0,0.9999791860434964,0.9999791860434964,0.00017704134424679908
Concentric rings (Low),MDS,0,2,class2,gt_class,hier,88,20,0.9999901185770752,0.9999901185770752,0.9998880924183762,0.9998878671093938,0.00038408284349364835
Concentric rings (Low),MDS,0,2,class2,gt_class,flat,88,20,0.9999604743083004,0.9999703557312252,0.9996913890591244,0.9996931915309833,0.001737714590262616
Concentric rings (Low),MDS,1,2,leaf0,hier_leaf,hier,21,10,0.9991341991341992,0.9991341991341992,0.9974851400437655,0.9974851400437655,0.0036449622105424653
Concentric rings (Low),MDS,1,2,leaf0,hier_leaf,flat,21,10,1.0,1.0,0.995259016967863,0.995214366934822,0.012001495010639537
Concentric rings (Low),MDS,1,2,leaf1,hier_leaf,hier,42,20,0.999896480331263,0.999896480331263,0.999751349557259,0.9997529776025609,0.001303444909019064
Concentric rings (Low),MDS,1,2,leaf1,hier_leaf,flat,42,20,1.0,1.0,0.9995022151363075,0.9995022151363075,0.000720849668298993
Concentric rings (Low),MDS,1,2,leaf2,hier_leaf,hier,50,20,1.0,1.0,0.9998161230788383,0.9998161230788383,0.0009962366110789502
Concentric rings (Low),MDS,1,2,leaf2,hier_leaf,flat,50,20,1.0,1.0,0.9999819957603286,0.9999819957603286,0.00011717038363588339
Concentric rings (Low),MDS,1,2,leaf3,hier_leaf,hier,39,19,0.9998650472334683,0.9998650472334683,0.9993021387494428,0.9993021387494428,0.0014626366909018605
Concentric rings (Low),MDS,1,2,leaf3,hier_leaf,flat,39,19,1.0,1.0,0.9998624110170403,0.9998624110170403,9.250884538350306e-05
Concentric rings (Low),MDS,1,2,leaf4,hier_leaf,hier,28,13,1.0,1.0,0.9974464558767029,0.9974464558767029,0.003416388017849525
Concentric rings (Low),MDS,1,2,leaf4,hier_leaf,flat,28,13,1.0,1.0,1.0,1.0,0.0003425161248728128
Concentric rings (Low),MDS,1,2,leaf5,hier_leaf,hier,23,11,1.0,1.0,0.999612393851101,0.999612393851101,0.002130468563598611
Concentric rings (Low),MDS,1,2,leaf5,hier_leaf,flat,23,11,1.0,1.0,1.0,1.0,0.0005921393789151897
Concentric rings (Low),MDS,1,2,leaf6,hier_leaf,hier,53,20,1.0,1.0,0.9996145792634837,0.9996155384655598,0.0013423527436009666
Concentric rings (Low),MDS,1,2,leaf6,hier_leaf,flat,53,20,1.0,1.0,1.0,1.0,0.00021127178556378014
Concentric rings (Low),MDS,1,2,class0,gt_class,hier,94,20,1.0,1.0,0.9999526842576408,0.9999526842576408,0.0006992544632693234
Concentric rings (Low),MDS,1,2,class0,gt_class,flat,94,20,1.0,1.0,0.9999757914939555,0.9999757914939555,0.00013059622647879814
Concentric rings (Low),MDS,1,2,class1,gt_class,hier,118,20,0.9999951573849879,0.9999951573849879,0.9997788787832083,0.9997787132607475,0.0004536684865845089
Concentric rings (Low),MDS,1,2,class1,gt_class,flat,118,20,1.0,1.0,0.9999953969170765,0.9999953969170765,0.00017225686067174598
Concentric rings (Low),MDS,1,2,class2,gt_class,hier,88,20,0.9999802371541502,0.9999802371541502,0.9999200485111355,0.9999200485111355,0.0004501869948696189
Concentric rings (Low),MDS,1,2,class2,gt_class,flat,88,20,0.9999901185770752,0.9999901185770752,0.9996822892150145,0.9996805993976469,0.0017532813865645865
Breast cancer (Low),UMAP,0,2,leaf0,hier_leaf,hier,26,12,0.7850427350427349,0.8098290598290598,0.8062695932476485,0.8377037522538574,0.750016067924362
Breast cancer (Low),UMAP,0,2,leaf0,hier_leaf,flat,26,12,0.7444444444444442,0.7081196581196582,0.791098737784194,0.8108898180255767,0.9058570172890973
Breast cancer (Low),UMAP,0,2,leaf1,hier_leaf,hier,151,20,0.8672116732159051,0.874617350443791,0.8871253065190698,0.89374077045117,0.48460655025721583
Breast cancer (Low),UMAP,0,2,leaf1,hier_leaf,flat,151,20,0.8623972960347338,0.8734055123519552,0.8685958269508346,0.8921606646735868,0.6013232565975506
Breast cancer (Low),UMAP,0,2,leaf2,hier_leaf,hier,36,17,0.7349673202614379,0.7562091503267973,0.787810052225251,0.7988064066961093,0.678227763893262
Breast cancer (Low),UMAP,0,2,leaf2,hier_leaf,flat,36,17,0.7066993464052288,0.7749999999999999,0.7422852750807559,0.794946444501898,0.868729795473665
Breast cancer (Low),UMAP,0,2,leaf3,hier_leaf,hier,66,20,0.8150448143405891,0.8581306017925735,0.8178385505837851,0.8653126511229483,0.7136073268651963
Breast cancer (Low),UMAP,0,2,leaf3,hier_leaf,flat,66,20,0.8214255228339735,0.8406530089628681,0.8034359677218936,0.8566934395725354,0.8532632996776699
Breast cancer (Low),UMAP,0,2,class0,gt_class,hier,122,20,0.8844710203350352,0.907336737436173,0.880135326431659,0.912358306845638,0.6674560933607062
Breast cancer (Low),UMAP,0,2,class0,gt_class,flat,122,20,0.8809997312550389,0.8930663800053749,0.8756195694481649,0.9019104436643979,0.7409356216511765
Breast cancer (Low),UMAP,0,2,class1,gt_class,hier,178,20,0.8769815273281278,0.8865739859074462,0.894066203647249,0.9073825242472927,0.5722187446544995
Breast cancer (Low),UMAP,0,2,class1,gt_class,flat,178,20,0.8612188154637211,0.8825080936964388,0.8811725584793906,0.9029610448684464,0.6259512528626491
Breast cancer (Low),UMAP,1,2,leaf0,hier_leaf,hier,28,13,0.7991071428571429,0.8190247252747253,0.8158747694619523,0.8412186869165552,0.7383442432039922
Breast cancer (Low),UMAP,1,2,leaf0,hier_leaf,flat,28,13,0.762706043956044,0.7465659340659342,0.7685335520680537,0.8159790758943944,0.8957039227289533
Breast cancer (Low),UMAP,1,2,leaf1,hier_leaf,hier,29,14,0.7494252873563219,0.7983579638752055,0.7913227779279118,0.8244037114764858,0.5975768992884359
Breast cancer (Low),UMAP,1,2,leaf1,hier_leaf,flat,29,14,0.5632183908045976,0.6604269293924468,0.6470005911842671,0.7222383427610899,0.8471889663076374
Breast cancer (Low),UMAP,1,2,leaf2,hier_leaf,hier,56,20,0.8253501400560224,0.8677521008403362,0.8317557424796406,0.871054966678523,0.47025738923613225
Breast cancer (Low),UMAP,1,2,leaf2,hier_leaf,flat,56,20,0.8459033613445379,0.8617997198879552,0.8039255492667488,0.8546875625273032,0.7061905910161459
Breast cancer (Low),UMAP,1,2,leaf3,hier_leaf,hier,21,10,0.819047619047619,0.8337662337662337,0.7588468724990666,0.8178737909408911,0.48289775514442096
Breast cancer (Low),UMAP,1,2,leaf3,hier_leaf,flat,21,10,0.8043290043290043,0.8441558441558441,0.8015880103179848,0.8363057498186359,0.7573356953698853
Breast cancer (Low),UMAP,1,2,leaf4,hier_leaf,hier,33,16,0.696524064171123,0.7034313725490196,0.7797185360687153,0.7781940124566248,0.7203148185138886
Breast cancer (Low),UMAP,1,2,leaf4,hier_leaf,flat,33,16,0.7263814616755793,0.7453208556149733,0.7282025218950442,0.7763604144876594,0.8724959198816842
Breast cancer (Low),UMAP,1,2,leaf5,hier_leaf,hier,67,20,0.8180126763443059,0.8592107953383766,0.8250284159188025,0.8689406616251263,0.7029279030819626
Breast cancer (Low),UMAP,1,2,leaf5,hier_leaf,flat,67,20,0.803782457575138,0.8305867920670618,0.8005046509108391,0.8406900029763195,0.8492901279250484
