rho,nesting,seed,rotation_diversity,d_noise,min_cluster_size,dr_method,condition,h,c,v,ari,nmi,within_g_ari,coarse_ari,noise_frac,n_clusters,frag_ratio
2,non_nested,1,1.0,10,15,UMAP,hierarchical,1.0000000000000002,0.9149395065242456,0.9555805845636632,0.9194895479382099,0.9555805845636632,0.9008732190890005,1.0,0.1388888888888889,17,1.4166666666666667
2,non_nested,1,1.0,10,15,UMAP,flat_full,0.9502030074368025,0.9970130999401918,0.9730454081886282,0.9099079978332303,0.9730454081886284,0.9981506844015259,0.7781926355438044,0.001388888888888889,11,0.9166666666666666
2,non_nested,1,1.0,10,15,UMAP,flat_oracle_B,0.8589177196031332,1.0,0.9241051505889207,0.7710884340487091,0.9241051505889207,1.0,0.4675642235937254,0.022222222222222223,9,0.75
2,non_nested,1,1.0,10,15,UMAP,oracle_conditional,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,1.0
2,non_nested,2,1.0,10,15,UMAP,hierarchical,0.9909182170597793,0.9107446294646618,0.9491413749553875,0.91852170604285,0.9491413749553875,0.9051094136343977,0.9905364979192083,0.13472222222222222,17,1.4166666666666667
2,non_nested,2,1.0,10,15,UMAP,flat_full,0.9485711591277408,0.9948597548830931,0.971164206615821,0.9086811939712618,0.971164206615821,0.9002544456645647,0.9916783378622624,0.0,11,0.9166666666666666
2,non_nested,2,1.0,10,15,UMAP,flat_oracle_B,0.29081727550133857,1.0,0.4505940244538306,0.11447997461108898,0.4505940244538306,0.23514755945463928,0.31135242099702204,0.009722222222222222,3,0.25
2,non_nested,2,1.0,10,15,UMAP,oracle_conditional,0.8055146700427681,0.9964856545582971,0.8908808752979334,0.703473859112174,0.8908808752979333,0.6221004888878582,1.0,0.03888888888888889,8,0.6666666666666666
2,non_nested,3,1.0,10,15,UMAP,hierarchical,0.9603928249001714,0.8446156982170586,0.8987911646697848,0.7900673934464529,0.8987911646697846,0.7739136115994372,0.8916598103848837,0.1736111111111111,19,1.5833333333333333
2,non_nested,3,1.0,10,15,UMAP,flat_full,0.9506574949338132,0.9970186705640955,0.9732863076017568,0.9114611797138777,0.9732863076017567,0.9981506844015259,0.7797517851753654,0.0,11,0.9166666666666666
2,non_nested,3,1.0,10,15,UMAP,flat_oracle_B,0.3692291790722146,0.9999999999999998,0.5393241463381654,0.21191719724087307,0.5393241463381654,0.45884296156151777,0.15202464615065567,0.006944444444444444,3,0.25
2,non_nested,3,1.0,10,15,UMAP,oracle_conditional,0.8836984117279123,0.9968160794563133,0.9368550897426636,0.76364116641132,0.9368550897426635,0.77311388034996,1.0,0.025,10,0.8333333333333334
2,non_nested,4,1.0,10,15,UMAP,hierarchical,0.9948673731984262,0.9397568534653944,0.9665271626052045,0.9401684912879358,0.9665271626052044,0.9319041775676551,0.9913330490979214,0.05138888888888889,15,1.25
2,non_nested,4,1.0,10,15,UMAP,flat_full,0.953444648868864,0.9999999999999998,0.976167560643147,0.9140709343043012,0.976167560643147,1.0,0.782321614444422,0.001388888888888889,11,0.9166666666666666
2,non_nested,4,1.0,10,15,UMAP,flat_oracle_B,0.7851203804805372,0.9964435475872976,0.8782487396425637,0.6478467904635619,0.8782487396425636,0.9963590600392731,0.2701849223082613,0.05555555555555555,8,0.6666666666666666
2,non_nested,4,1.0,10,15,UMAP,oracle_conditional,0.9535095090581451,1.0,0.9762015538054537,0.9142925259268089,0.9762015538054537,0.9039002814636108,1.0,0.0,11,0.9166666666666666
2,non_nested,5,1.0,10,15,UMAP,hierarchical,0.9681959664400265,0.8956058907008067,0.9304873343421362,0.8681233143221291,0.930487334342136,0.8823146972943,0.8975970028907702,0.11944444444444445,17,1.4166666666666667
2,non_nested,5,1.0,10,15,UMAP,flat_full,0.950657494933813,0.9970186705640953,0.9732863076017566,0.9114611797138777,0.9732863076017565,0.9981506844015259,0.7797517851753654,0.0,11,0.9166666666666666
2,non_nested,5,1.0,10,15,UMAP,flat_oracle_B,0.4975901931427778,0.9999999999999997,0.6645211693040758,0.3213289791367745,0.6645211693040758,0.567781853651895,0.30593877330256375,0.005555555555555556,4,0.3333333333333333
2,non_nested,5,1.0,10,15,UMAP,oracle_conditional,0.8599421478234917,1.0000000000000002,0.92469773732457,0.7735772832809189,0.9246977373245698,0.7096147890485275,1.0,0.004166666666666667,9,0.75
2,non_nested,6,1.0,10,15,UMAP,hierarchical,0.9945827002846298,0.9473372081720705,0.9703852300815824,0.9561804079870722,0.9703852300815825,0.9230687923657898,1.0,0.08333333333333333,15,1.25
2,non_nested,6,1.0,10,15,UMAP,flat_full,0.9535095090581451,1.0,0.9762015538054537,0.9142925259268089,0.9762015538054537,0.9039002814636108,1.0,0.0,11,0.9166666666666666
2,non_nested,6,1.0,10,15,UMAP,flat_oracle_B,0.8035686194958366,0.9964702647463641,0.8896832640901392,0.6996405142091305,0.8896832640901391,0.6908293690284141,0.7692535799993836,0.04027777777777778,8,0.6666666666666666
2,non_nested,6,1.0,10,15,UMAP,oracle_conditional,0.8605285271744351,1.0000000000000002,0.9250366383592202,0.7751016578041914,0.9250366383592202,0.7117008443908324,1.0,0.0,9,0.75
2,non_nested,7,1.0,10,15,UMAP,hierarchical,0.9971693535011583,0.9780810272229129,0.9875329579535114,0.9803785668670826,0.9875329579535115,0.9775104668486473,0.9956366136208449,0.04722222222222222,13,1.0833333333333333
2,non_nested,7,1.0,10,15,UMAP,flat_full,0.9535095090581451,1.0,0.9762015538054537,0.9142925259268089,0.9762015538054537,1.0,0.782919991373733,0.0,11,0.9166666666666666
2,non_nested,7,1.0,10,15,UMAP,flat_oracle_B,0.4957682754859936,0.9940504223005822,0.6615820627600717,0.30084750936341165,0.6615820627600717,0.4939272769183141,0.22508060336607807,0.058333333333333334,4,0.3333333333333333
2,non_nested,7,1.0,10,15,UMAP,oracle_conditional,0.7210466193021219,1.0,0.8379164297065975,0.6213427869272938,0.8379164297065975,0.4967646567886114,1.0,0.019444444444444445,6,0.5
2,non_nested,8,1.0,10,15,UMAP,hierarchical,0.9602190017182395,0.9060242037307553,0.9323347073937257,0.8884842773750272,0.9323347073937258,0.8923089551805955,0.8636050850310885,0.15833333333333333,15,1.25
2,non_nested,8,1.0,10,15,UMAP,flat_full,0.90701901811629,1.0,0.9512427610839694,0.8400444938820912,0.9512427610839695,1.0,0.6391166136857955,0.0,10,0.8333333333333334
2,non_nested,8,1.0,10,15,UMAP,flat_oracle_B,0.7441190862797131,0.992184681539902,0.8504313269737748,0.6170838499654407,0.8504313269737748,0.9961225312829721,0.16056802948185642,0.034722222222222224,7,0.5833333333333334
2,non_nested,8,1.0,10,15,UMAP,oracle_conditional,0.9070190181162902,1.0000000000000002,0.9512427610839697,0.8400444938820912,0.9512427610839697,0.8078005629272216,1.0,0.0,10,0.8333333333333334
2,non_nested,9,1.0,10,15,UMAP,hierarchical,0.9553313118734982,0.922844574363201,0.9388069821812518,0.8995246439077893,0.9388069821812517,0.9142378693540851,0.8190042038172741,0.12361111111111112,14,1.1666666666666667
2,non_nested,9,1.0,10,15,UMAP,flat_full,0.9070190181162902,1.0000000000000002,0.9512427610839697,0.8400444938820912,0.9512427610839697,1.0,0.6391166136857955,0.0,10,0.8333333333333334
2,non_nested,9,1.0,10,15,UMAP,flat_oracle_B,0.43144571979942953,0.9999999999999992,0.6028111493600784,0.22197313634906468,0.6028111493600783,0.4534297297365364,0.22880651912680147,0.013888888888888888,4,0.3333333333333333
2,non_nested,9,1.0,10,15,UMAP,oracle_conditional,0.8605285271744351,1.0000000000000002,0.9250366383592202,0.7751016578041914,0.9250366383592202,0.7117008443908324,1.0,0.0,9,0.75
2,non_nested,10,1.0,10,15,UMAP,hierarchical,0.9549705520804389,0.9406235803580075,0.9477427730574958,0.9414489734171269,0.9477427730574959,0.9160466874420746,1.0,0.16111111111111112,13,1.0833333333333333
2,non_nested,10,1.0,10,15,UMAP,flat_full,0.7622965096928805,0.9936028541013052,0.8627145761539086,0.575758974727065,0.8627145761539087,0.5631921616557038,1.0,0.001388888888888889,8,0.6666666666666666
2,non_nested,10,1.0,10,15,UMAP,flat_oracle_B,0.25615214493032035,0.9999999999999997,0.4078361780682694,0.1337963291049536,0.40783617806826944,0.0,0.5707462686567164,0.0,2,0.16666666666666666
2,non_nested,10,1.0,10,15,UMAP,oracle_conditional,0.7161942433644021,0.9908951131022931,0.8314425640268186,0.5587576249937335,0.8314425640268186,0.43326642764042184,1.0,0.2,7,0.5833333333333334
2,non_nested,11,1.0,10,15,UMAP,hierarchical,0.9967637014646281,0.9117894826827944,0.9523849450613151,0.9161290072788512,0.9523849450613151,0.8812404082147945,0.9950612514130961,0.11527777777777778,17,1.4166666666666667
2,non_nested,11,1.0,10,15,UMAP,flat_full,0.9478241126723264,0.9940373993842656,0.9703808538196523,0.9086739248486775,0.9703808538196524,0.9963013688030516,0.7757184482304171,0.0,11,0.9166666666666666
2,non_nested,11,1.0,10,15,UMAP,flat_oracle_B,0.578079787643827,0.9947494604325885,0.7312231223433402,0.39689007506294777,0.7312231223433401,0.709871953387066,0.2864068403280336,0.09722222222222222,5,0.4166666666666667
2,non_nested,11,1.0,10,15,UMAP,oracle_conditional,0.8572914019466712,0.9966950523267849,0.9217522563371553,0.7716166707571153,0.9217522563371553,0.7071714281966602,1.0,0.0,9,0.75
2,non_nested,12,1.0,10,15,UMAP,hierarchical,1.0,0.8776355765732544,0.9348305789720577,0.8656580395914834,0.9348305789720577,0.8387192473226927,1.0,0.12361111111111112,19,1.5833333333333333
2,non_nested,12,1.0,10,15,UMAP,flat_full,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,1.0
2,non_nested,12,1.0,10,15,UMAP,flat_oracle_B,0.7500047902981362,0.9999999999999999,0.8571459854922603,0.6213807574929463,0.8571459854922603,0.902514109149609,0.2707658603976148,0.011111111111111112,7,0.5833333333333334
2,non_nested,12,1.0,10,15,UMAP,oracle_conditional,0.9971347950735001,0.9971544020872724,0.9971445984840024,0.9970107265796819,0.9971445984840024,0.9962517647498635,1.0,0.011111111111111112,12,1.0
2,non_nested,13,1.0,10,15,UMAP,hierarchical,0.9606362989679186,0.8809827574965524,0.919086944333394,0.847377115226646,0.919086944333394,0.8559961515752933,0.8377462941508965,0.14166666666666666,17,1.4166666666666667
2,non_nested,13,1.0,10,15,UMAP,flat_full,0.9535095090581451,1.0,0.9762015538054537,0.9142925259268089,0.9762015538054537,1.0,0.782919991373733,0.0,11,0.9166666666666666
2,non_nested,13,1.0,10,15,UMAP,flat_oracle_B,0.7349203384306071,0.9961370611685441,0.8458198859110966,0.590461876863132,0.8458198859110966,0.716117915288749,0.635770060617114,0.030555555555555555,7,0.5833333333333334
2,non_nested,13,1.0,10,15,UMAP,oracle_conditional,0.8574872824856162,0.996691210276888,0.9218638234815271,0.7721304556321503,0.9218638234815271,0.7078394853388813,1.0,0.001388888888888889,9,0.75
2,non_nested,14,1.0,10,15,UMAP,hierarchical,1.0000000000000002,0.899063975096979,0.9468495921008315,0.9056941790770539,0.9468495921008314,0.8868223234594378,1.0,0.1597222222222222,18,1.5
2,non_nested,14,1.0,10,15,UMAP,flat_full,0.9534446488688642,1.0,0.9761675606431471,0.9140709343043012,0.976167560643147,1.0,0.7828776151931832,0.001388888888888889,11,0.9166666666666666
2,non_nested,14,1.0,10,15,UMAP,flat_oracle_B,0.11543129118376834,1.0,0.20697158506511887,0.031780231618637224,0.20697158506511887,0.11017740429505135,0.029628699664166223,0.0,2,0.16666666666666666
2,non_nested,14,1.0,10,15,UMAP,oracle_conditional,0.7309546990440257,0.9999999999999997,0.8445682598715244,0.5773072203307358,0.8445682598715244,0.45550768491134,1.0,0.006944444444444444,7,0.5833333333333334
2,non_nested,15,1.0,10,15,UMAP,hierarchical,0.9618287230758551,0.8507658102861536,0.9028946936371439,0.8224498624569976,0.9028946936371438,0.7762561083582087,1.0,0.16666666666666666,18,1.5
2,non_nested,15,1.0,10,15,UMAP,flat_full,0.9037818928885261,0.996864525603129,0.9480438856355061,0.8362533097704395,0.9480438856355061,0.8059512473287475,0.9958304277669653,0.0,10,0.8333333333333334
2,non_nested,15,1.0,10,15,UMAP,flat_oracle_B,0.7181950380665313,0.996029937611366,0.834597289279739,0.6192699380487968,0.8345972892797389,0.49404966751836416,1.0,0.006944444444444444,6,0.5
2,non_nested,15,1.0,10,15,UMAP,oracle_conditional,0.7182096983519991,0.9960575705641768,0.8346168888220229,0.6192993339842674,0.834616888822023,0.4940761097623421,1.0,0.0,6,0.5
2,non_nested,16,1.0,10,15,UMAP,hierarchical,0.9900821648798207,0.9569269462900862,0.9732222588783209,0.9600078326870534,0.973222258878321,0.9562117062479153,0.9830242146381428,0.05138888888888889,14,1.1666666666666667
2,non_nested,16,1.0,10,15,UMAP,flat_full,0.9535095090581451,1.0,0.9762015538054537,0.9142925259268089,0.9762015538054537,1.0,0.782919991373733,0.0,11,0.9166666666666666
2,non_nested,16,1.0,10,15,UMAP,flat_oracle_B,0.7345325056050921,0.9878949111091293,0.8425793938136135,0.6014439385974223,0.8425793938136135,0.9924085380934725,0.25648072127326454,0.08611111111111111,7,0.5833333333333334
2,non_nested,16,1.0,10,15,UMAP,oracle_conditional,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,1.0
2,non_nested,17,1.0,10,15,UMAP,hierarchical,0.8410500358425332,0.8826176735832442,0.8613326361491556,0.6142349417571404,0.8613326361491557,0.696242709529447,0.7642595931142873,0.08055555555555556,14,1.1666666666666667
2,non_nested,17,1.0,10,15,UMAP,flat_full,0.7210570543488701,1.0,0.8379234756068777,0.5433470943156558,0.8379234756068777,0.7117008443908324,0.5705411539839923,0.0,7,0.5833333333333334
2,non_nested,17,1.0,10,15,UMAP,flat_oracle_B,0.7678163850362947,1.0,0.8686607857416491,0.5812957328871761,0.8686607857416491,0.7117246598992071,0.6421891182115582,0.005555555555555556,8,0.6666666666666666
2,non_nested,17,1.0,10,15,UMAP,oracle_conditional,0.8605349703463466,1.0,0.9250403610378302,0.7751097568504278,0.9250403610378304,0.7117246598992071,1.0,0.005555555555555556,9,0.75
2,non_nested,18,1.0,10,15,UMAP,hierarchical,0.9643537085375564,0.8282229932606789,0.8911193749710014,0.7788418451246347,0.8911193749710014,0.7444743197164208,0.8611731558055923,0.175,20,1.6666666666666667
2,non_nested,18,1.0,10,15,UMAP,flat_full,0.9535095090581451,1.0,0.9762015538054537,0.9142925259268089,0.9762015538054537,1.0,0.782919991373733,0.0,11,0.9166666666666666
2,non_nested,18,1.0,10,15,UMAP,flat_oracle_B,0.7311915403826368,0.9999999999999998,0.8447263325016308,0.5779287329617847,0.8447263325016307,1.0,0.13698561586844102,0.006944444444444444,7,0.5833333333333334
2,non_nested,18,1.0,10,15,UMAP,oracle_conditional,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,1.0
2,non_nested,19,1.0,10,15,UMAP,hierarchical,0.9458681640708227,0.9446776089038406,0.9452725116163219,0.8579678078705658,0.9452725116163219,0.9416900446700142,0.753705142484259,0.08333333333333333,14,1.1666666666666667
2,non_nested,19,1.0,10,15,UMAP,flat_full,0.9506574949338132,0.9970186705640955,0.9732863076017568,0.9114611797138777,0.9732863076017567,0.9981506844015259,0.7792730031729341,0.0,11,0.9166666666666666
2,non_nested,19,1.0,10,15,UMAP,flat_oracle_B,0.6330754722703497,0.9954858065930382,0.7739563200067752,0.4198927290936125,0.7739563200067752,0.7091611471120277,0.2975370304421389,0.009722222222222222,6,0.5
2,non_nested,19,1.0,10,15,UMAP,oracle_conditional,0.8605285271744351,1.0000000000000002,0.9250366383592202,0.7751016578041914,0.9250366383592202,0.7117008443908324,1.0,0.0,9,0.75
4,nested,0,1.0,10,15,UMAP,hierarchical,0.8311806823272545,0.8080823178878089,0.8194687640365939,0.679189331146289,0.819468764036594,0.6172660342803576,1.0,0.14583333333333334,14,1.1666666666666667
4,nested,0,1.0,10,15,UMAP,flat_full,0.6570190181162899,0.9999999999999998,0.7930132496164026,0.4789099869546311,0.7930132496164025,0.34741101909199545,1.0,0.0,6,0.5
4,nested,0,1.0,10,15,UMAP,flat_oracle_B,0.6786174112944232,0.9957952978692797,0.8071654300291649,0.44668445101303844,0.807165430029165,0.7052257375440553,0.38695637194787963,0.03194444444444444,7,0.5833333333333334
4,nested,0,1.0,10,15,UMAP,oracle_conditional,0.8603339466065922,0.9999999999999998,0.9249242031796653,0.7745932332686594,0.9249242031796653,0.7110119993666983,1.0,0.001388888888888889,9,0.75
4,nested,1,1.0,10,15,UMAP,hierarchical,1.0,0.8746205833617001,0.933117443737089,0.8576339963997544,0.933117443737089,0.8280703967281555,1.0,0.10694444444444444,19,1.5833333333333333
4,nested,1,1.0,10,15,UMAP,flat_full,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,1.0
4,nested,1,1.0,10,15,UMAP,flat_oracle_B,0.8589177196031332,1.0,0.9241051505889207,0.7710884340487091,0.9241051505889207,1.0,0.4675642235937254,0.022222222222222223,9,0.75
4,nested,1,1.0,10,15,UMAP,oracle_conditional,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,1.0
4,nested,2,1.0,10,15,UMAP,hierarchical,0.7168198082969134,0.8575783260655059,0.7809068340122359,0.5797087219267358,0.7809068340122359,0.44334410651147854,1.0,0.09861111111111111,9,0.75
4,nested,2,1.0,10,15,UMAP,flat_full,0.44211410869774026,0.9999999999999998,0.6131471927654583,0.30441792970009673,0.6131471927654584,0.0,1.0,0.0,3,0.25
4,nested,2,1.0,10,15,UMAP,flat_oracle_B,0.29081727550133857,1.0,0.4505940244538306,0.11447997461108898,0.4505940244538306,0.23514755945463928,0.31135242099702204,0.009722222222222222,3,0.25
4,nested,2,1.0,10,15,UMAP,oracle_conditional,0.8055146700427681,0.9964856545582971,0.8908808752979334,0.703473859112174,0.8908808752979333,0.6221004888878582,1.0,0.03888888888888889,8,0.6666666666666666
4,nested,3,1.0,10,15,UMAP,hierarchical,0.8283165218316723,0.7470639856405034,0.7855948949938082,0.6109806262140441,0.7855948949938083,0.533138252822213,1.0,0.17777777777777778,17,1.4166666666666667
4,nested,3,1.0,10,15,UMAP,flat_full,0.6684144184766945,0.9999999999999996,0.801257063082653,0.5096612866560581,0.801257063082653,0.33053221288515405,1.0,0.0,6,0.5
4,nested,3,1.0,10,15,UMAP,flat_oracle_B,0.3692291790722146,0.9999999999999998,0.5393241463381654,0.21191719724087307,0.5393241463381654,0.45884296156151777,0.15202464615065567,0.006944444444444444,3,0.25
4,nested,3,1.0,10,15,UMAP,oracle_conditional,0.8836984117279123,0.9968160794563133,0.9368550897426636,0.76364116641132,0.9368550897426635,0.77311388034996,1.0,0.025,10,0.8333333333333334
4,nested,4,1.0,10,15,UMAP,hierarchical,0.9007638917949792,0.9288246166147979,0.9145790680376727,0.8292279656805761,0.9145790680376727,0.8002300110350138,1.0,0.07222222222222222,12,1.0
4,nested,4,1.0,10,15,UMAP,flat_full,0.7908302930295963,0.9928542124323877,0.8804014222797866,0.6628001234249267,0.8804014222797865,0.579278534949014,1.0,0.002777777777777778,8,0.6666666666666666
4,nested,4,1.0,10,15,UMAP,flat_oracle_B,0.7851203804805372,0.9964435475872976,0.8782487396425637,0.6478467904635619,0.8782487396425636,0.9963590600392731,0.2701849223082613,0.05555555555555555,8,0.6666666666666666
4,nested,4,1.0,10,15,UMAP,oracle_conditional,0.9535095090581451,1.0,0.9762015538054537,0.9142925259268089,0.9762015538054537,0.9039002814636108,1.0,0.0,11,0.9166666666666666
4,nested,5,1.0,10,15,UMAP,hierarchical,0.7477107219783812,0.6440894721594534,0.6920427318166126,0.40640395557346587,0.6920427318166125,0.304335788423209,1.0,0.2625,19,1.5833333333333333
4,nested,5,1.0,10,15,UMAP,flat_full,0.7210570543488701,1.0000000000000002,0.8379234756068777,0.6213796735123749,0.8379234756068776,0.4968421052631579,1.0,0.0,6,0.5
4,nested,5,1.0,10,15,UMAP,flat_oracle_B,0.4975901931427778,0.9999999999999997,0.6645211693040758,0.3213289791367745,0.6645211693040758,0.567781853651895,0.30593877330256375,0.005555555555555556,4,0.3333333333333333
4,nested,5,1.0,10,15,UMAP,oracle_conditional,0.8599421478234917,1.0000000000000002,0.92469773732457,0.7735772832809189,0.9246977373245698,0.7096147890485275,1.0,0.004166666666666667,9,0.75
4,nested,6,1.0,10,15,UMAP,hierarchical,0.8321068694222342,0.8763283938534876,0.8536453116720244,0.7050900592882453,0.8536453116720244,0.6269958726888978,1.0,0.04722222222222222,12,1.0
4,nested,6,1.0,10,15,UMAP,flat_full,0.6252287164682894,0.9954739252152675,0.7680605541476193,0.47719382049157455,0.7680605541476192,0.3284620746746228,1.0,0.0,5,0.4166666666666667
4,nested,6,1.0,10,15,UMAP,flat_oracle_B,0.8035686194958366,0.9964702647463641,0.8896832640901392,0.6996405142091305,0.8896832640901391,0.6908293690284141,0.7692535799993836,0.04027777777777778,8,0.6666666666666666
4,nested,6,1.0,10,15,UMAP,oracle_conditional,0.8605285271744351,1.0000000000000002,0.9250366383592202,0.7751016578041914,0.9250366383592202,0.7117008443908324,1.0,0.0,9,0.75
4,nested,7,1.0,10,15,UMAP,hierarchical,0.685631707176837,0.819159966146839,0.7464714963496077,0.5546052116276657,0.7464714963496077,0.4125650507401215,1.0,0.10138888888888889,10,0.8333333333333334
4,nested,7,1.0,10,15,UMAP,flat_full,0.44211410869774026,0.9999999999999998,0.6131471927654583,0.30441792970009673,0.6131471927654584,0.0,1.0,0.0,3,0.25
4,nested,7,1.0,10,15,UMAP,flat_oracle_B,0.4957682754859936,0.9940504223005822,0.6615820627600717,0.30084750936341165,0.6615820627600717,0.4939272769183141,0.22508060336607807,0.058333333333333334,4,0.3333333333333333
4,nested,7,1.0,10,15,UMAP,oracle_conditional,0.7210466193021219,1.0,0.8379164297065975,0.6213427869272938,0.8379164297065975,0.4967646567886114,1.0,0.019444444444444445,6,0.5
4,nested,8,1.0,10,15,UMAP,hierarchical,0.9345747064339768,0.8285376826880074,0.878367557672534,0.783025635834852,0.8783675576725342,0.7129413425057308,1.0,0.17222222222222222,18,1.5
4,nested,8,1.0,10,15,UMAP,flat_full,0.8544393878223393,0.9933900330624088,0.9186903965543022,0.7691452666583769,0.9186903965543024,0.7039988235249591,1.0,0.0,9,0.75
4,nested,8,1.0,10,15,UMAP,flat_oracle_B,0.7441190862797131,0.992184681539902,0.8504313269737748,0.6170838499654407,0.8504313269737748,0.9961225312829721,0.16056802948185642,0.034722222222222224,7,0.5833333333333334
4,nested,8,1.0,10,15,UMAP,oracle_conditional,0.9070190181162902,1.0000000000000002,0.9512427610839697,0.8400444938820912,0.9512427610839697,0.8078005629272216,1.0,0.0,10,0.8333333333333334
4,nested,9,1.0,10,15,UMAP,hierarchical,0.8352780461795705,0.8576630011501114,0.8463225308538026,0.6682198594662464,0.8463225308538026,0.5829630078486129,1.0,0.175,14,1.1666666666666667
4,nested,9,1.0,10,15,UMAP,flat_full,0.7292153294815107,0.9961168403522049,0.8420218235535736,0.5777865260564181,0.8420218235535736,0.4530590071928748,1.0,0.0,7,0.5833333333333334
4,nested,9,1.0,10,15,UMAP,flat_oracle_B,0.43144571979942953,0.9999999999999992,0.6028111493600784,0.22197313634906468,0.6028111493600783,0.4534297297365364,0.22880651912680147,0.013888888888888888,4,0.3333333333333333
4,nested,9,1.0,10,15,UMAP,oracle_conditional,0.8605285271744351,1.0000000000000002,0.9250366383592202,0.7751016578041914,0.9250366383592202,0.7117008443908324,1.0,0.0,9,0.75
4,nested,10,1.0,10,15,UMAP,hierarchical,0.5142933460981882,0.7266381261140424,0.6022978087831028,0.3106506724970277,0.6022978087831029,0.07415296310763157,1.0,0.11805555555555555,9,0.75
4,nested,10,1.0,10,15,UMAP,flat_full,0.44211410869774026,0.9999999999999998,0.6131471927654583,0.30441792970009673,0.6131471927654584,0.0,1.0,0.0,3,0.25
4,nested,10,1.0,10,15,UMAP,flat_oracle_B,0.25615214493032035,0.9999999999999997,0.4078361780682694,0.1337963291049536,0.40783617806826944,0.0,0.5707462686567164,0.0,2,0.16666666666666666
4,nested,10,1.0,10,15,UMAP,oracle_conditional,0.7161942433644021,0.9908951131022931,0.8314425640268186,0.5587576249937335,0.8314425640268186,0.43326642764042184,1.0,0.2,7,0.5833333333333334
4,nested,11,1.0,10,15,UMAP,hierarchical,0.8160423565637256,0.8406752485119042,0.8281756755631658,0.6028370297780051,0.8281756755631658,0.5260482724470749,1.0,0.175,14,1.1666666666666667
4,nested,11,1.0,10,15,UMAP,flat_full,0.7220547032397729,0.9855502561254409,0.8334728636289227,0.5731944433436217,0.8334728636289228,0.44740168192737073,1.0,0.0,7,0.5833333333333334
4,nested,11,1.0,10,15,UMAP,flat_oracle_B,0.578079787643827,0.9947494604325885,0.7312231223433402,0.39689007506294777,0.7312231223433401,0.709871953387066,0.2864068403280336,0.09722222222222222,5,0.4166666666666667
4,nested,11,1.0,10,15,UMAP,oracle_conditional,0.8572914019466712,0.9966950523267849,0.9217522563371553,0.7716166707571153,0.9217522563371553,0.7071714281966602,1.0,0.0,9,0.75
4,nested,12,1.0,10,15,UMAP,hierarchical,0.8993529005698208,0.9421274121504151,0.9202433661342546,0.8527203350241962,0.9202433661342546,0.8186869420040885,1.0,0.1,11,0.9166666666666666
4,nested,12,1.0,10,15,UMAP,flat_full,0.5929809818837098,0.9999999999999999,0.744492230136365,0.4248,0.744492230136365,0.2203548085901027,1.0,0.0,5,0.4166666666666667
4,nested,12,1.0,10,15,UMAP,flat_oracle_B,0.7500047902981362,0.9999999999999999,0.8571459854922603,0.6213807574929463,0.8571459854922603,0.902514109149609,0.2707658603976148,0.011111111111111112,7,0.5833333333333334
4,nested,12,1.0,10,15,UMAP,oracle_conditional,0.9971347950735001,0.9971544020872724,0.9971445984840024,0.9970107265796819,0.9971445984840024,0.9962517647498635,1.0,0.011111111111111112,12,1.0
4,nested,13,1.0,10,15,UMAP,hierarchical,0.8695922615982863,0.8270021308774305,0.8477626196640867,0.7422135660470204,0.8477626196640868,0.6976312921546356,1.0,0.20694444444444443,15,1.25
4,nested,13,1.0,10,15,UMAP,flat_full,0.7867249481098088,0.9867040027399603,0.875439250028455,0.659862875203175,0.875439250028455,0.5753461785547884,1.0,0.001388888888888889,8,0.6666666666666666
4,nested,13,1.0,10,15,UMAP,flat_oracle_B,0.7349203384306071,0.9961370611685441,0.8458198859110966,0.590461876863132,0.8458198859110966,0.716117915288749,0.635770060617114,0.030555555555555555,7,0.5833333333333334
4,nested,13,1.0,10,15,UMAP,oracle_conditional,0.8574872824856162,0.996691210276888,0.9218638234815271,0.7721304556321503,0.9218638234815271,0.7078394853388813,1.0,0.001388888888888889,9,0.75
4,nested,14,1.0,10,15,UMAP,hierarchical,0.7813870673681039,0.7640194430618551,0.7726056645901157,0.5115886768290709,0.7726056645901157,0.4169081794230931,1.0,0.21805555555555556,16,1.3333333333333333
4,nested,14,1.0,10,15,UMAP,flat_full,0.6684144184766945,0.9999999999999996,0.801257063082653,0.5096612866560581,0.801257063082653,0.33053221288515405,1.0,0.0,6,0.5
4,nested,14,1.0,10,15,UMAP,flat_oracle_B,0.11543129118376834,1.0,0.20697158506511887,0.031780231618637224,0.20697158506511887,0.11017740429505135,0.029628699664166223,0.0,2,0.16666666666666666
4,nested,14,1.0,10,15,UMAP,oracle_conditional,0.7309546990440257,0.9999999999999997,0.8445682598715244,0.5773072203307358,0.8445682598715244,0.45550768491134,1.0,0.006944444444444444,7,0.5833333333333334
4,nested,15,1.0,10,15,UMAP,hierarchical,0.7085593516759257,0.7850797676451743,0.7448594563181948,0.549378002395642,0.744859456318195,0.3867178555338673,1.0,0.1625,12,1.0
