track,dataset,dr_method,cluster_method,objective,sampler,trial,value,best_so_far
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,TPE,93,-0.15026259059391994,-0.06810547591441879
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,TPE,94,-0.2518175791584402,-0.06810547591441879
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,TPE,95,-0.3405933327422167,-0.06810547591441879
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,TPE,96,-0.35036223312088177,-0.06810547591441879
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,TPE,97,-0.1632412676440672,-0.06810547591441879
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,TPE,98,-0.14117843755398005,-0.06810547591441879
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,TPE,99,-0.12172566319894312,-0.06810547591441879
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,0,-0.22788374286926363,-0.22788374286926363
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,1,-0.3600100122296017,-0.22788374286926363
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,2,-0.22171495197717359,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,3,-0.39707208435837493,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,4,-0.39570581415493017,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,5,-0.33820113617437336,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,6,-0.4717638579575182,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,7,-0.3913469591835084,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,8,-0.3600100122296017,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,9,-0.39434009191957164,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,10,-0.24213214390150448,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,11,-0.47134256298635824,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,12,-0.39515010932165245,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,13,-0.47134256298635824,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,14,-0.4717638579575182,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,15,-0.4121496128241866,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,16,-0.33413992132936243,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,17,-0.3400439480936017,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,18,-0.33358629273356327,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,19,-0.2945684118239253,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,20,-0.3607052498460004,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,21,-0.28217182281225067,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,22,-0.39596094234133017,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,23,-0.4717638579575182,-0.22171495197717359
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,24,-0.1650852047325203,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,25,-0.33559364490250454,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,26,-0.3937846104206894,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,27,-0.3407325371127423,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,28,-0.39066961559124397,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,29,-0.32951658714445486,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,30,-0.47134256298635824,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,31,-0.3073959527191038,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,32,-0.30440553075011884,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,33,-0.39570581415493017,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,34,-0.47134256298635824,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,35,-0.24696288797125127,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,36,-0.39596094234133017,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,37,-0.24657333650218088,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,38,-0.25468203924661265,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,39,-0.3411427173908317,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,40,-0.47134256298635824,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,41,-0.17933748397756433,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,42,-0.3924188881853309,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,43,-0.3600100122296017,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,44,-0.47049913037318364,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,45,-0.3360687985007812,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,46,-0.3323621233910936,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,47,-0.4717638579575182,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,48,-0.41548931390516874,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,49,-0.3924178402739765,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,50,-0.2902347080129817,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,51,-0.3250882827707698,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,52,-0.38486903823496527,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,53,-0.21438763895518476,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,54,-0.27678468926353833,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,55,-0.17888843433752025,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,56,-0.3911809145175753,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,57,-0.33496057111969924,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,58,-0.29803704995477065,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,59,-0.3365088459710853,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,60,-0.32978662962749283,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,61,-0.3000677100087984,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,62,-0.3944672482039732,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,63,-0.4022168001182234,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,64,-0.32507297287528325,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,65,-0.33867457183761385,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,66,-0.2573306967194015,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,67,-0.2945537412688663,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,68,-0.3514664294191464,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,69,-0.34018315246412734,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,70,-0.19112278060682097,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,71,-0.3958331937737272,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,72,-0.33468548965210027,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,73,-0.21826589340179559,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,74,-0.3479379221452537,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,75,-0.24636724590064507,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,76,-0.3405933327422167,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,77,-0.39446642362701434,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,78,-0.4949127648009344,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,79,-0.37943633875364036,-0.1650852047325203
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,80,0.014189408720002485,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,81,-0.4717638579575182,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,82,-0.3570133264039962,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,83,-0.4717638579575182,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,84,-0.46570992376871767,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,85,-0.23773878739075038,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,86,-0.21624787529739664,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,87,-0.3572365965411107,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,88,-0.3266975029683742,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,89,-0.36122468782574113,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,90,-0.34686404864522635,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,91,-0.21773570839888484,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,92,-0.3212402172790736,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,93,-0.39596094234133017,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,94,-0.195957126267419,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,95,-0.47134256298635824,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,96,-0.2845197219022686,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,97,-0.47134256298635824,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,98,-0.3383957941477568,0.014189408720002485
A,Wine quality (Low),UMAP,HDBSCAN,dbcv,Random,99,-0.33702026746042213,0.014189408720002485
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,0,-1.0,-1.0
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,1,-0.3600100122296017,-0.3600100122296017
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,2,-0.29384917919072157,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,3,-0.3600100122296017,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,4,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,5,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,6,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,7,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,8,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,9,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,10,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,11,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,12,-0.39596094234133017,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,13,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,14,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,15,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,16,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,17,-0.33345133231022184,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,18,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,19,-1.0,-0.29384917919072157
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,20,-0.14365695727166872,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,21,-0.34252026437791877,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,22,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,23,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,24,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,25,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,26,-0.2945684118239253,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,27,-0.2945684118239253,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,28,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,29,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,30,-0.3343674300325129,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,31,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,32,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,33,-0.3600100122296017,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,34,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,35,-0.2945684118239253,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,36,-0.3600100122296017,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,37,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,38,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,39,-0.4717638579575182,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,40,-1.0,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,41,-0.1517120702006826,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,42,-0.4897469267318544,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,43,-0.1517120702006826,-0.14365695727166872
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,44,-0.12881300712235746,-0.12881300712235746
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,45,-0.19088667295291475,-0.12881300712235746
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,46,-1.0,-0.12881300712235746
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,47,-0.2885088172057384,-0.12881300712235746
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,48,-0.3411427173908317,-0.12881300712235746
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,49,-1.0,-0.12881300712235746
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,50,-0.1679751697435081,-0.12881300712235746
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,51,-0.08419547085307964,-0.08419547085307964
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,52,-0.46923356011799444,-0.08419547085307964
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,53,-0.4717638579575182,-0.08419547085307964
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,54,-0.41785572716422004,-0.08419547085307964
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,55,-1.0,-0.08419547085307964
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,56,-0.3411427173908317,-0.08419547085307964
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,57,-1.0,-0.08419547085307964
A,Wine quality (Low),UMAP,DBSCAN,dbcv,TPE,58,-0.4258248221603181,-0.08419547085307964
