track,dataset,dr_method,cluster_method,objective,sampler,baseline,best,gain,gain_pct,best_params,tunable,dbcv_embedded,silhouette,ari,nmi,trustworthiness,continuity,stress,n_clusters,noise_frac
A,Wine quality (Low),t-SNE,KMeans,dbcv,TPE,-0.49817098786324465,-0.32762296355246795,0.1705480243107767,34.234836725898354,"{""tsne_perplexity"": 10.94907221692591, ""tsne_learning_rate"": 739.9277140532597, ""cluster_n_clusters"": 15}",True,-0.19292370766927647,0.10297144674448151,0.07047101451325691,0.2852652730474569,,,,15.0,0.0
A,Wine quality (Low),t-SNE,KMeans,dbcv,Random,-0.49817098786324465,-0.3525237657492729,0.14564722211397174,29.236391853865662,"{""tsne_perplexity"": 21.130957784492267, ""tsne_learning_rate"": 124.71036892987841, ""cluster_n_clusters"": 14}",True,-0.1473029177529419,0.12672395508465667,0.08481014274285656,0.31494938417114826,,,,14.0,0.0
A,Wine quality (Low),PCA,HDBSCAN,dbcv,TPE,-0.2715835563760942,0.23408717801666593,0.5056707343927601,186.19342832836955,"{""n_components"": 9, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 25}",True,0.1968841239340853,0.36846347395401186,0.22053663701966206,0.2918455293130469,,,,2.0,0.48
A,Wine quality (Low),PCA,HDBSCAN,dbcv,Random,-0.2715835563760942,0.2353926000233964,0.5069761563994906,186.67409881672663,"{""n_components"": 5, ""hclust_min_cluster_size"": 6, ""hclust_min_samples"": 15}",True,-0.029498846268317214,0.3366416964134927,0.5635873730208211,0.4684707605531012,,,,2.0,0.288
A,Wine quality (Low),PCA,DBSCAN,dbcv,TPE,-0.06258765847955783,0.10099705475267927,0.1635847132322371,261.36896187874896,"{""n_components"": 6, ""dbscan_eps"": 2.772204144734862, ""hclust_min_samples"": 3}",True,-0.1500950815792165,0.2955541763731882,0.018947332369804698,0.020264491188120678,,,,2.0,0.018
A,Wine quality (Low),PCA,DBSCAN,dbcv,Random,-0.06258765847955783,0.10377577472362128,0.1663634332031791,265.8086869594525,"{""n_components"": 7, ""dbscan_eps"": 2.1949509899568933, ""hclust_min_samples"": 2}",True,0.06528673457116348,0.17348435225771314,0.06616215529788376,0.05601046011742529,,,,4.0,0.024
A,Wine quality (Low),PCA,KMeans,dbcv,TPE,-0.5320382686538703,-0.32697878551434345,0.20505948313952682,38.542243146974265,"{""n_components"": 8, ""cluster_n_clusters"": 15}",True,-0.2826946368974778,0.14114414898507063,0.08758859749869895,0.2932864326691746,,,,15.0,0.0
A,Wine quality (Low),PCA,KMeans,dbcv,Random,-0.5320382686538703,-0.35288681228269897,0.1791514563711713,33.67266358949123,"{""n_components"": 5, ""cluster_n_clusters"": 15}",True,-0.44238511553113946,0.11338687008931117,0.09314841624122677,0.29509801294663485,,,,15.0,0.0
A,Wine quality (Low),MDS,HDBSCAN,dbcv,TPE,-0.11913962155635568,0.23448654546024159,0.35362616701659727,296.81659417503204,"{""n_components"": 8, ""hclust_min_cluster_size"": 9, ""hclust_min_samples"": 24}",True,0.22101675813278915,0.3701891208812215,0.2184473231163914,0.2910531058299953,,,,2.0,0.48
A,Wine quality (Low),MDS,HDBSCAN,dbcv,Random,-0.11913962155635568,0.21095774896003544,0.3300973705163911,277.0676675015689,"{""n_components"": 4, ""hclust_min_cluster_size"": 6, ""hclust_min_samples"": 18}",True,0.23519440027202343,0.35192537941990776,0.41623273833717345,0.3824717661664243,,,,2.0,0.348
A,Wine quality (Low),MDS,DBSCAN,dbcv,TPE,-0.17816431356785387,0.21906182519527798,0.39722613876313184,222.95494019448978,"{""n_components"": 9, ""dbscan_eps"": 2.0649517774885995, ""hclust_min_samples"": 4}",True,0.1627311405676824,0.2956235903620382,0.11221644609396748,0.0531034118592108,,,,2.0,0.074
A,Wine quality (Low),MDS,DBSCAN,dbcv,Random,-0.17816431356785387,0.23914824703074486,0.4173125605985987,234.2290396104859,"{""n_components"": 2, ""dbscan_eps"": 0.8919806990636076, ""hclust_min_samples"": 23}",True,0.24761299688981295,0.34491799501568715,0.6208574207483446,0.514086733203968,,,,2.0,0.274
A,Wine quality (Low),MDS,KMeans,dbcv,TPE,-0.49276356853742154,-0.30689248856605794,0.1858710799713636,37.720134327919205,"{""n_components"": 10, ""cluster_n_clusters"": 13}",True,-0.3105873278537409,0.15623584474241833,0.09705532460312762,0.3089976639500565,,,,13.0,0.0
A,Wine quality (Low),MDS,KMeans,dbcv,Random,-0.49276356853742154,-0.34041812901092644,0.1523454395264951,30.916538732494722,"{""n_components"": 10, ""cluster_n_clusters"": 10}",True,-0.3272700626527293,0.15013681174881427,0.1280527928523612,0.3200514097352292,,,,10.0,0.0
A,Digits (Low),UMAP,HDBSCAN,dbcv,TPE,-0.2147516503366425,-0.12672102063553592,0.08803062970110659,40.99182919577599,"{""umap_n_neighbors"": 17, ""umap_min_dist"": 0.08135686413442754, ""n_components"": 10, ""hclust_min_cluster_size"": 8, ""hclust_min_samples"": 10}",True,0.634045798646521,0.14095145257785738,0.6999151954066629,0.7885955845879624,,,,11.0,0.1
A,Digits (Low),UMAP,HDBSCAN,dbcv,Random,-0.2147516503366425,-0.09329927094073145,0.12145237939591105,56.55480607740315,"{""umap_n_neighbors"": 5, ""umap_min_dist"": 0.05073577143301605, ""n_components"": 11, ""hclust_min_cluster_size"": 2, ""hclust_min_samples"": 5}",True,0.6969953931807406,0.1266949273403114,0.5323994080346094,0.7375002776536925,,,,26.0,0.078
A,Digits (Low),UMAP,DBSCAN,dbcv,TPE,-0.3905199397604285,0.06460034008085515,0.4551202798412836,116.54213613791023,"{""umap_n_neighbors"": 25, ""umap_min_dist"": 0.49473062776605736, ""n_components"": 5, ""dbscan_eps"": 0.6843740638511577, ""hclust_min_samples"": 13}",True,0.34787677763687985,0.2386057420803193,0.19834569976014238,0.5912262570440066,,,,10.0,0.49
A,Digits (Low),UMAP,DBSCAN,dbcv,Random,-0.3905199397604285,-0.030731231843147317,0.3597887079172812,92.13068816358009,"{""umap_n_neighbors"": 47, ""umap_min_dist"": 0.04424625102595975, ""n_components"": 4, ""dbscan_eps"": 0.32161371566163655, ""hclust_min_samples"": 9}",True,0.48232104710598056,0.18875764792413208,0.5401098930691832,0.7400387752239184,,,,12.0,0.258
A,Digits (Low),UMAP,KMeans,dbcv,TPE,-0.5627369442334267,-0.16404675239001873,0.3986901918434079,70.84841255384661,"{""umap_n_neighbors"": 5, ""umap_min_dist"": 0.23112575211664504, ""n_components"": 15, ""cluster_n_clusters"": 14}",True,0.3790736502481099,0.13218675505632632,0.7155102734056811,0.8074766333915131,,,,14.0,0.0
A,Digits (Low),UMAP,KMeans,dbcv,Random,-0.5627369442334267,-0.1969547963648211,0.3657821478686056,65.000556941731,"{""umap_n_neighbors"": 10, ""umap_min_dist"": 0.3483685826820753, ""n_components"": 10, ""cluster_n_clusters"": 14}",True,0.14528302914334265,0.1236690726642773,0.6723588056178218,0.7915277763787634,,,,14.0,0.0
A,Digits (Low),t-SNE,HDBSCAN,dbcv,TPE,-0.19193717466202348,0.07194553038626665,0.26388270504829014,137.48389571376856,"{""tsne_perplexity"": 32.0501755284444, ""tsne_learning_rate"": 710.9918520180851, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 25}",True,0.4474498326930705,0.21652911612800776,0.4085842102368945,0.6727240507835187,,,,8.0,0.32
A,Digits (Low),t-SNE,HDBSCAN,dbcv,Random,-0.19193717466202348,0.07194553038626665,0.26388270504829014,137.48389571376856,"{""tsne_perplexity"": 32.0501755284444, ""tsne_learning_rate"": 710.9918520180851, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 25}",True,0.4474498326930705,0.21652911612800776,0.4085842102368945,0.6727240507835187,,,,8.0,0.32
A,Digits (Low),t-SNE,DBSCAN,dbcv,TPE,-1.0,0.0872670200774482,1.0872670200774481,108.72670200774482,"{""tsne_perplexity"": 29.241551639218244, ""tsne_learning_rate"": 566.7702370850249, ""dbscan_eps"": 3.9795474447751595, ""hclust_min_samples"": 25}",True,0.47247497238150094,0.23611364520627068,0.37267867849227676,0.6599926914730025,,,,7.0,0.39
A,Digits (Low),t-SNE,DBSCAN,dbcv,Random,-1.0,0.08079348981067248,1.0807934898106726,108.07934898106726,"{""tsne_perplexity"": 38.07819697117486, ""tsne_learning_rate"": 805.4461210810001, ""dbscan_eps"": 1.481969405599402, ""hclust_min_samples"": 6}",True,0.33924666044179724,0.2199011402910814,0.276488634181627,0.6373436495799905,,,,20.0,0.328
A,Digits (Low),t-SNE,KMeans,dbcv,TPE,-0.5410958760032164,-0.2302810716473859,0.31081480435583053,57.44172486614608,"{""tsne_perplexity"": 13.958125135786872, ""tsne_learning_rate"": 438.34658797079913, ""cluster_n_clusters"": 14}",True,0.22205485583771128,0.12573062222659903,0.6379227126887977,0.7543681081760677,,,,14.0,0.0
A,Digits (Low),t-SNE,KMeans,dbcv,Random,-0.5410958760032164,-0.23940805837113813,0.3016878176320783,55.75496524950137,"{""tsne_perplexity"": 12.2549579264302, ""tsne_learning_rate"": 930.4006758191473, ""cluster_n_clusters"": 13}",True,0.22081764933126047,0.12005177745215419,0.7395542462087009,0.7990486623549504,,,,13.0,0.0
A,Digits (Low),PCA,HDBSCAN,dbcv,TPE,-0.09797628596905139,0.14408041665568785,0.24205670262473925,247.05641802058076,"{""n_components"": 57, ""hclust_min_cluster_size"": 2, ""hclust_min_samples"": 2}",True,0.1418589033952618,0.19506773284928994,0.2752087613422333,0.594391116972799,,,,28.0,0.358
A,Digits (Low),PCA,HDBSCAN,dbcv,Random,-0.09797628596905139,0.10951383634327988,0.20749012231233127,211.77586010748863,"{""n_components"": 43, ""hclust_min_cluster_size"": 2, ""hclust_min_samples"": 5}",True,0.1176661936491572,0.24035317519659058,0.18130404792089722,0.5306984904896971,,,,13.0,0.488
A,Digits (Low),PCA,DBSCAN,dbcv,TPE,-0.3150553035635835,0.14182371847243738,0.45687902203602093,145.01549945938777,"{""n_components"": 60, ""dbscan_eps"": 4.50006186640647, ""hclust_min_samples"": 4}",True,0.14124014526765233,0.22956411483414493,0.18230099282362236,0.5434544121238626,,,,16.0,0.492
A,Digits (Low),PCA,DBSCAN,dbcv,Random,-0.3150553035635835,0.09822183300660645,0.41327713657018994,131.17606080444338,"{""n_components"": 20, ""dbscan_eps"": 2.995082976788153, ""hclust_min_samples"": 2}",True,0.1347337806291197,0.2128378661740842,0.17936819867347875,0.550916693026542,,,,48.0,0.414
A,Digits (Low),PCA,KMeans,dbcv,TPE,-0.6580034540604928,-0.2169530209336919,0.44105043312680087,67.02858934935826,"{""n_components"": 43, ""cluster_n_clusters"": 14}",True,-0.20565258524309912,0.1500979109607311,0.5906255556603732,0.7081647251913786,,,,14.0,0.0
A,Digits (Low),PCA,KMeans,dbcv,Random,-0.6580034540604928,-0.21871665018529945,0.4392868038751933,66.76056199468034,"{""n_components"": 53, ""cluster_n_clusters"": 14}",True,-0.22570097456638114,0.15170925603354882,0.577143973994009,0.6986136296917888,,,,14.0,0.0
A,Digits (Low),MDS,HDBSCAN,dbcv,TPE,-0.07716949687867389,0.1378287218956987,0.21499821877437258,278.6051840047544,"{""n_components"": 9, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 5}",True,0.15129634854303223,0.23702859996909487,0.004606912956375271,0.03943567214866187,,,,2.0,0.134
A,Digits (Low),MDS,HDBSCAN,dbcv,Random,-0.07716949687867389,0.08332098307850405,0.16049047995717794,207.97139601609888,"{""n_components"": 7, ""hclust_min_cluster_size"": 2, ""hclust_min_samples"": 3}",True,0.07303868522889169,0.18788355599599604,0.19337509767549543,0.5454145223727067,,,,23.0,0.444
A,Digits (Low),MDS,DBSCAN,dbcv,TPE,0.023537380151670898,0.12776016245570154,0.10422278230403065,442.796868778244,"{""n_components"": 9, ""dbscan_eps"": 3.1687788137054267, ""hclust_min_samples"": 3}",True,0.13191122984864834,0.2240275275197819,0.17203099415922107,0.538674138446863,,,,24.0,0.49
A,Digits (Low),MDS,DBSCAN,dbcv,Random,0.023537380151670898,0.08536893180724989,0.06183155165557899,262.69513113671496,"{""n_components"": 10, ""dbscan_eps"": 3.8839993695536217, ""hclust_min_samples"": 6}",True,0.12450406242067001,0.2328055094219315,0.21418713993950175,0.5388613428736979,,,,10.0,0.454
A,Digits (Low),MDS,KMeans,dbcv,TPE,-0.6122967385515079,-0.19567418040427365,0.41662255814723426,68.04258979605636,"{""n_components"": 10, ""cluster_n_clusters"": 13}",True,-0.13461749586916064,0.15271980767836107,0.5642005889578517,0.6615941044273331,,,,13.0,0.0
A,Digits (Low),MDS,KMeans,dbcv,Random,-0.6122967385515079,-0.23878744502849253,0.3735092935230154,61.001352776533665,"{""n_components"": 9, ""cluster_n_clusters"": 14}",True,-0.25888730188921083,0.13405644849367393,0.5158101080901804,0.6641680225698036,,,,14.0,0.0
A,Breast cancer (Low),UMAP,HDBSCAN,dbcv,TPE,-0.697522096930044,-0.08369696196275891,0.6138251349672851,88.00081569729065,"{""umap_n_neighbors"": 23, ""umap_min_dist"": 0.46192251992998706, ""n_components"": 12, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 2}",True,0.17216624806700065,0.06606751347279058,0.016334775710805,0.21602716826745672,,,,42.0,0.396
A,Breast cancer (Low),UMAP,HDBSCAN,dbcv,Random,-0.697522096930044,-0.10308477530332733,0.5944373216267167,85.22128893736453,"{""umap_n_neighbors"": 33, ""umap_min_dist"": 0.49502692505213164, ""n_components"": 3, ""hclust_min_cluster_size"": 27, ""hclust_min_samples"": 22}",True,0.17872764138379443,0.4165127659772262,0.22778706920166114,0.34505290383020254,,,,2.0,0.498
A,Breast cancer (Low),UMAP,DBSCAN,dbcv,TPE,-0.6911481969651789,-0.12624843131993985,0.564899765645239,81.73352229315003,"{""umap_n_neighbors"": 18, ""umap_min_dist"": 0.21612004422684516, ""n_components"": 12, ""dbscan_eps"": 0.39863097706927664, ""hclust_min_samples"": 5}",True,0.2630255510052815,0.0768028676866304,0.0815512547777617,0.25187740232500805,,,,24.0,0.438
A,Breast cancer (Low),UMAP,DBSCAN,dbcv,Random,-0.6911481969651789,-0.24302338657660622,0.4481248103885727,64.83773123568604,"{""umap_n_neighbors"": 42, ""umap_min_dist"": 0.4480456499617466, ""n_components"": 6, ""dbscan_eps"": 0.6392544301856161, ""hclust_min_samples"": 7}",True,0.07324635338486798,0.021895221472768366,0.20361567743712158,0.318814856042274,,,,13.0,0.446
A,Breast cancer (Low),UMAP,KMeans,dbcv,TPE,-0.5823355603699567,-0.39799158780039057,0.18434397256956614,31.65597039144454,"{""umap_n_neighbors"": 8, ""umap_min_dist"": 0.14880601707210633, ""n_components"": 9, ""cluster_n_clusters"": 15}",True,-0.3024763962292443,0.03612078477436497,0.11183427273114875,0.31748672049480836,,,,15.0,0.0
A,Breast cancer (Low),UMAP,KMeans,dbcv,Random,-0.5823355603699567,-0.4190284245572947,0.16330713581266199,28.043476463795766,"{""umap_n_neighbors"": 15, ""umap_min_dist"": 0.21355389431312816, ""n_components"": 13, ""cluster_n_clusters"": 14}",True,-0.16419422788434154,0.03946148909270659,0.11663279289044312,0.32574071317856523,,,,14.0,0.0
A,Breast cancer (Low),t-SNE,HDBSCAN,dbcv,TPE,-0.23767497759395392,-0.0822705478459873,0.15540442974796664,65.385271651718,"{""tsne_perplexity"": 31.156972255742343, ""tsne_learning_rate"": 965.9318963771752, ""hclust_min_cluster_size"": 7, ""hclust_min_samples"": 20}",True,0.20087001589017367,0.3232662859322335,0.19856567709890396,0.3083557662519027,,,,4.0,0.454
A,Breast cancer (Low),t-SNE,HDBSCAN,dbcv,Random,-0.23767497759395392,-0.07021010942252559,0.16746486817142833,70.4596124786543,"{""tsne_perplexity"": 17.8943563457728, ""tsne_learning_rate"": 594.9249279633207, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 1}",True,0.3010211031885478,0.05915678835797201,0.016280056768226515,0.21476116814489418,,,,83.0,0.124
A,Breast cancer (Low),t-SNE,DBSCAN,dbcv,TPE,-1.0,-0.15175740673613042,0.8482425932638695,84.82425932638695,"{""tsne_perplexity"": 24.22005375349993, ""tsne_learning_rate"": 599.7400762822534, ""dbscan_eps"": 4.130073847944718, ""hclust_min_samples"": 17}",True,0.05341651070451814,0.12319814134235836,0.24386028095386778,0.3383916477837173,,,,7.0,0.488
A,Breast cancer (Low),t-SNE,DBSCAN,dbcv,Random,-1.0,-0.10570849143102476,0.8942915085689752,89.42915085689752,"{""tsne_perplexity"": 8.354778965589688, ""tsne_learning_rate"": 987.0180672345122, ""dbscan_eps"": 3.8839993695536217, ""hclust_min_samples"": 6}",True,0.31171772655809626,0.11263998431847282,0.018457523421227896,0.21515490721709446,,,,28.0,0.396
A,Breast cancer (Low),t-SNE,KMeans,dbcv,TPE,-0.5194274104995519,-0.4155579726933601,0.10386943780619179,19.99691115767203,"{""tsne_perplexity"": 35.145605974690014, ""tsne_learning_rate"": 65.27916725595075, ""cluster_n_clusters"": 15}",True,-0.1507961457602966,0.04968647624359774,0.10048047936402017,0.3114057197015176,,,,15.0,0.0
A,Breast cancer (Low),t-SNE,KMeans,dbcv,Random,-0.5194274104995519,-0.4220517327263765,0.09737567777317535,18.74673453977442,"{""tsne_perplexity"": 36.863266000822044, ""tsne_learning_rate"": 30.378649352844423, ""cluster_n_clusters"": 15}",True,-0.26743747389875894,0.03930934655642607,0.10690118642624621,0.31785606923599946,,,,15.0,0.0
A,Breast cancer (Low),PCA,HDBSCAN,dbcv,TPE,-0.18489801817719762,0.02739706637175529,0.2122950845489529,114.81739319969306,"{""n_components"": 2, ""hclust_min_cluster_size"": 17, ""hclust_min_samples"": 19}",True,0.2680642169217671,0.3818425565183675,0.4549383161584787,0.36201454596991545,,,,2.0,0.396
A,Breast cancer (Low),PCA,HDBSCAN,dbcv,Random,-0.18489801817719762,-0.07172310600391067,0.11317491217328694,61.209370056538624,"{""n_components"": 17, ""hclust_min_cluster_size"": 22, ""hclust_min_samples"": 1}",True,-0.0715995798618285,0.34887055250562343,0.2155302760140578,0.2097138170092908,,,,2.0,0.466
A,Breast cancer (Low),PCA,DBSCAN,dbcv,TPE,-0.2631106631484094,0.13501208309681015,0.3981227462452196,151.31380137970908,"{""n_components"": 20, ""dbscan_eps"": 2.900862792915182, ""hclust_min_samples"": 3}",True,0.06748256488709443,0.438324856305431,0.11511191332599992,0.07479490555146176,,,,2.0,0.228
A,Breast cancer (Low),PCA,DBSCAN,dbcv,Random,-0.2631106631484094,0.1227701597896316,0.38588082293804105,146.66103544438343,"{""n_components"": 16, ""dbscan_eps"": 3.0028313874240085, ""hclust_min_samples"": 3}",True,0.04853640795611215,0.41320232510143295,0.08908123380791169,0.0588168237574486,,,,2.0,0.184
A,Breast cancer (Low),PCA,KMeans,dbcv,TPE,-0.5577040246736974,-0.37520553717531796,0.18249848749837944,32.723179217714275,"{""n_components"": 9, ""cluster_n_clusters"": 15}",True,-0.4171526932840279,0.11807703902269545,0.14787000168277697,0.32116120524334335,,,,15.0,0.0
A,Breast cancer (Low),PCA,KMeans,dbcv,Random,-0.5577040246736974,-0.3758835040999459,0.18182052057375148,32.601615288706476,"{""n_components"": 3, ""cluster_n_clusters"": 15}",True,-0.4151729467509239,0.09192871697209279,0.14052767216129033,0.3102026737058403,,,,15.0,0.0
A,Breast cancer (Low),MDS,HDBSCAN,dbcv,TPE,-0.19954012171751576,0.18474573100489095,0.3842858527224067,192.58575639561406,"{""n_components"": 9, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 1}",True,-0.09650260276415688,0.2587331908796824,0.019604735808152952,0.020086402776643475,,,,2.0,0.062
A,Breast cancer (Low),MDS,HDBSCAN,dbcv,Random,-0.19954012171751576,-0.0031249618374701578,0.1964151598800456,98.43391804586844,"{""n_components"": 2, ""hclust_min_cluster_size"": 3, ""hclust_min_samples"": 16}",True,0.25346447375631626,0.4128700637772151,0.3071948330143386,0.26056618830563666,,,,2.0,0.466
A,Breast cancer (Low),MDS,DBSCAN,dbcv,TPE,-0.17975069316684242,0.24015211225518013,0.4199028054220225,233.60288520961296,"{""n_components"": 2, ""dbscan_eps"": 1.4888060734855777, ""hclust_min_samples"": 2}",True,0.15588974424362906,0.3060608842921346,0.029564998958029783,0.04325880916593245,,,,5.0,0.038
A,Breast cancer (Low),MDS,DBSCAN,dbcv,Random,-0.17975069316684242,-0.09605307216556243,0.08369762100127999,46.56317009225265,"{""n_components"": 6, ""dbscan_eps"": 2.1949509899568933, ""hclust_min_samples"": 2}",True,-0.09214562309297014,-0.07284187917454447,0.16703033052632202,0.13451910443622186,,,,13.0,0.262
A,Breast cancer (Low),MDS,KMeans,dbcv,TPE,-0.6149730445972728,-0.34970072324188306,0.2652723213553897,43.13560141958881,"{""n_components"": 4, ""cluster_n_clusters"": 15}",True,-0.3438124181249232,0.1083263272591509,0.1455660308570965,0.33012374583701454,,,,15.0,0.0
A,Breast cancer (Low),MDS,KMeans,dbcv,Random,-0.6149730445972728,-0.4017451795558117,0.21322786504146107,34.67271727025004,"{""n_components"": 4, ""cluster_n_clusters"": 12}",True,-0.4750780010545488,0.1285698323047996,0.18006982053782952,0.35128284077536637,,,,12.0,0.0
A,Concentric rings (Low),UMAP,HDBSCAN,dbcv,TPE,0.06550809978455438,0.4919465331206854,0.4264384333361311,650.970543701647,"{""umap_n_neighbors"": 46, ""umap_min_dist"": 0.07697446960820616, ""n_components"": 2, ""hclust_min_cluster_size"": 5, ""hclust_min_samples"": 8}",True,0.6570978822348855,0.5334942267560746,0.12178321616005536,0.45276314067269546,,,,27.0,0.116
A,Concentric rings (Low),UMAP,HDBSCAN,dbcv,Random,0.06550809978455438,0.40965594200727107,0.34414784222271666,525.3515875968981,"{""umap_n_neighbors"": 32, ""umap_min_dist"": 0.004598525808314824, ""n_components"": 2, ""hclust_min_cluster_size"": 6, ""hclust_min_samples"": 17}",True,0.7704155729550984,0.29067592928854324,0.5330338361694873,0.6371275473392225,,,,12.0,0.05
A,Concentric rings (Low),UMAP,DBSCAN,dbcv,TPE,0.2058385336958586,0.4605975572327728,0.25475902353691415,123.76643914172996,"{""umap_n_neighbors"": 22, ""umap_min_dist"": 0.18044836736675082, ""n_components"": 2, ""dbscan_eps"": 0.38253746475993144, ""hclust_min_samples"": 8}",True,0.6107309844182943,0.5618877566217755,0.11311968855166844,0.44419290614859613,,,,27.0,0.134
A,Concentric rings (Low),UMAP,DBSCAN,dbcv,Random,0.2058385336958586,0.3427382570596229,0.1368997233637643,66.50830673232622,"{""umap_n_neighbors"": 29, ""umap_min_dist"": 0.21377050917927481, ""n_components"": 2, ""dbscan_eps"": 0.22455372104606644, ""hclust_min_samples"": 4}",True,0.603465080298169,0.493595874369156,0.093471763513915,0.43181916434545503,,,,43.0,0.088
A,Concentric rings (Low),UMAP,KMeans,dbcv,TPE,-0.07088633021140894,0.2065753672118466,0.27746169742325555,391.4177763128143,"{""umap_n_neighbors"": 22, ""umap_min_dist"": 0.2375072728111305, ""n_components"": 2, ""cluster_n_clusters"": 13}",True,0.11884031027851531,0.3366459610974581,0.29449321552975316,0.6040041086535007,,,,13.0,0.0
A,Concentric rings (Low),UMAP,KMeans,dbcv,Random,-0.07088633021140894,0.19616222327105737,0.2670485534824663,376.72785808777223,"{""umap_n_neighbors"": 21, ""umap_min_dist"": 0.05793452976256486, ""n_components"": 2, ""cluster_n_clusters"": 14}",True,-0.10488328700400942,0.30757453988967826,0.26972578170422506,0.5906872002572097,,,,14.0,0.0
