dataset,method,seed,layers,region,region_def,cond,n,k,trustworthiness,continuity,mrre_false,mrre_missing,stress
Concentric rings (Low),UMAP,0,2,leaf9,hier_leaf,flat,18,8,0.9621212121212123,0.967171717171717,0.8449039278781738,0.8836185619430433,0.9340193482097572
Concentric rings (Low),UMAP,0,2,leaf10,hier_leaf,hier,50,20,0.9658461538461539,0.9817435897435898,0.9404612896943498,0.9524848640705507,7.939018867951365
Concentric rings (Low),UMAP,0,2,leaf10,hier_leaf,flat,50,20,0.9733333333333334,0.979025641025641,0.9065618133728839,0.9275631478292131,3.5349400154601036
Concentric rings (Low),UMAP,0,2,leaf11,hier_leaf,hier,17,8,0.8692810457516339,0.8316993464052288,0.8683734721920879,0.86302375148367,9.605797681335766
Concentric rings (Low),UMAP,0,2,leaf11,hier_leaf,flat,17,8,0.9379084967320261,0.9362745098039216,0.9077805997643145,0.9106607277321865,1.6385657788021766
Concentric rings (Low),UMAP,0,2,leaf12,hier_leaf,hier,41,20,0.9770034843205573,0.9825783972125437,0.9472178459730791,0.9521702700616349,9.08288295616816
Concentric rings (Low),UMAP,0,2,leaf12,hier_leaf,flat,41,20,0.9846689895470384,0.9872241579558653,0.9243170336145274,0.940635709630647,2.441030125125543
Concentric rings (Low),UMAP,0,2,leaf13,hier_leaf,hier,36,17,0.9776143790849674,0.985294117647059,0.9421951444367023,0.9440482290871878,10.0202556978142
Concentric rings (Low),UMAP,0,2,leaf13,hier_leaf,flat,36,17,0.9841503267973858,0.9905228758169934,0.9298656836893274,0.9379431036536913,2.7534498002408774
Concentric rings (Low),UMAP,0,2,leaf14,hier_leaf,hier,25,12,0.9661538461538461,0.977948717948718,0.9140549849611714,0.9131697879289695,10.582658498823184
Concentric rings (Low),UMAP,0,2,leaf14,hier_leaf,flat,25,12,0.981025641025641,0.9794871794871794,0.8996285542995266,0.916553836205964,2.520380211251162
Concentric rings (Low),UMAP,0,2,leaf15,hier_leaf,hier,44,20,0.9819023569023567,0.9888047138047138,0.944154293707149,0.9488616574854517,18.486445848888227
Concentric rings (Low),UMAP,0,2,leaf15,hier_leaf,flat,44,20,0.9783670033670032,0.9690235690235692,0.9198681180178276,0.9257639820742561,9.27858463635149
Concentric rings (Low),UMAP,0,2,leaf16,hier_leaf,hier,65,20,0.9787513935340022,0.9717725752508362,0.956832309666507,0.9573946576553948,22.121062546131725
Concentric rings (Low),UMAP,0,2,leaf16,hier_leaf,flat,65,20,0.982051282051282,0.9768784838350055,0.9291096833579009,0.946662365771743,6.6867012073472925
Concentric rings (Low),UMAP,0,2,leaf17,hier_leaf,hier,180,20,0.9957209215904868,0.9948903753251579,0.9864982617145134,0.9861108636533282,14.368782201566091
Concentric rings (Low),UMAP,0,2,leaf17,hier_leaf,flat,180,20,0.9965663322185062,0.9964957264957266,0.9819404708327142,0.9837963586339997,6.3972540577932975
Concentric rings (Low),UMAP,0,2,class0,gt_class,hier,332,20,0.9958001158864315,0.9917460888329436,0.9892475287888245,0.9885571221763759,14.579061981492567
Concentric rings (Low),UMAP,0,2,class0,gt_class,flat,332,20,0.9955378728845732,0.9928914663629642,0.9861304786934826,0.9877430707359862,7.7911408926554415
Concentric rings (Low),UMAP,0,2,class1,gt_class,hier,333,20,0.9987521405703224,0.9980170252897523,0.9923025108091577,0.9926090677979317,4.820025297834855
Concentric rings (Low),UMAP,0,2,class1,gt_class,flat,333,20,0.9987660387660389,0.9988136897227806,0.9910959706826619,0.9925468193104445,2.3662847183768503
Concentric rings (Low),UMAP,0,2,class2,gt_class,hier,335,20,0.9977486949489007,0.9927338676077738,0.9929358390118088,0.991040116625475,3.803690246207565
Concentric rings (Low),UMAP,0,2,class2,gt_class,flat,335,20,0.9984677597235497,0.9974604808469965,0.992866202222164,0.9929211497099866,1.5948352187125225
Concentric rings (Low),UMAP,1,2,leaf0,hier_leaf,hier,40,19,0.9850478468899521,0.9844497607655501,0.9457178022946928,0.9459571008564479,4.753283807495628
Concentric rings (Low),UMAP,1,2,leaf0,hier_leaf,flat,40,19,0.9873205741626794,0.9906698564593303,0.9466246845082468,0.9535379490372243,0.7765077406827099
Concentric rings (Low),UMAP,1,2,leaf1,hier_leaf,hier,64,20,0.9950792910447761,0.9961054104477612,0.9694344048622103,0.9703241757800747,5.035979450131065
Concentric rings (Low),UMAP,1,2,leaf1,hier_leaf,flat,64,20,0.995429104477612,0.9964319029850746,0.9679767467842841,0.971033752200178,0.9028947054915107
Concentric rings (Low),UMAP,1,2,leaf2,hier_leaf,hier,49,20,0.9831770546056261,0.989630446773304,0.9543352182296521,0.9579970396151888,6.750633060408875
Concentric rings (Low),UMAP,1,2,leaf2,hier_leaf,flat,49,20,0.9924986210700496,0.9938775510204082,0.9511011937751032,0.9535074806001428,1.587182962763657
Concentric rings (Low),UMAP,1,2,leaf3,hier_leaf,hier,22,10,0.9433566433566434,0.9440559440559441,0.8795244909911933,0.879858841593215,38.744517415240175
Concentric rings (Low),UMAP,1,2,leaf3,hier_leaf,flat,22,10,0.9657342657342659,0.9783216783216784,0.85796839739435,0.8710819478854798,2.8282726164014482
Concentric rings (Low),UMAP,1,2,leaf4,hier_leaf,hier,34,16,0.9796826625386996,0.980263157894737,0.9177927388640388,0.9211604378702395,10.630320884466114
Concentric rings (Low),UMAP,1,2,leaf4,hier_leaf,flat,34,16,0.9845201238390092,0.9808436532507739,0.9057676912344808,0.910840163350776,2.4725335900593945
Concentric rings (Low),UMAP,1,2,leaf5,hier_leaf,hier,24,11,0.962121212121212,0.9707792207792206,0.8984044310775591,0.9153361408288294,9.009860544422258
Concentric rings (Low),UMAP,1,2,leaf5,hier_leaf,flat,24,11,0.9653679653679653,0.9550865800865802,0.8888175026776853,0.8945530316568157,1.2306144335974698
Concentric rings (Low),UMAP,1,2,leaf6,hier_leaf,hier,29,14,0.9668308702791462,0.9760262725779968,0.9264318187268633,0.9320430389631393,6.1149969637476635
Concentric rings (Low),UMAP,1,2,leaf6,hier_leaf,flat,29,14,0.9855500821018063,0.98752052545156,0.9511871394781412,0.9522211361302113,1.4712625738155511
Concentric rings (Low),UMAP,1,2,leaf7,hier_leaf,hier,31,15,0.9096774193548387,0.9298387096774193,0.9260787875823149,0.9260120340544773,14.391816127344939
Concentric rings (Low),UMAP,1,2,leaf7,hier_leaf,flat,31,15,0.9491935483870968,0.9626344086021504,0.9302266149905148,0.9350049777679531,2.087786429914028
Concentric rings (Low),UMAP,1,2,leaf8,hier_leaf,hier,32,15,0.9611111111111111,0.9754629629629629,0.9159044459246497,0.9238689395257059,10.407269918456494
Concentric rings (Low),UMAP,1,2,leaf8,hier_leaf,flat,32,15,0.9685185185185186,0.9678240740740741,0.9071886143097774,0.9220773961653563,2.4853386794332377
Concentric rings (Low),UMAP,1,2,leaf9,hier_leaf,hier,18,8,0.960858585858586,0.946969696969697,0.8527871493098469,0.8644041375778023,9.365102286790785
Concentric rings (Low),UMAP,1,2,leaf9,hier_leaf,flat,18,8,0.9545454545454546,0.960858585858586,0.8374215482142128,0.8778675960257282,1.0092608505399299
Concentric rings (Low),UMAP,1,2,leaf10,hier_leaf,hier,50,20,0.9671282051282053,0.9815384615384617,0.950648115712911,0.9581747037801321,9.650379110631008
Concentric rings (Low),UMAP,1,2,leaf10,hier_leaf,flat,50,20,0.9672307692307693,0.9755897435897438,0.9221840111276883,0.933262954678697,3.9106325371299206
Concentric rings (Low),UMAP,1,2,leaf11,hier_leaf,hier,17,8,0.9035947712418302,0.934640522875817,0.8642915182996609,0.8891916497560187,10.512969069506905
Concentric rings (Low),UMAP,1,2,leaf11,hier_leaf,flat,17,8,0.9395424836601308,0.934640522875817,0.9233171246367933,0.9270098145571962,1.7370426315755472
Concentric rings (Low),UMAP,1,2,leaf12,hier_leaf,hier,41,20,0.9722415795586529,0.9802555168408826,0.9473551916231905,0.9493017124086018,9.108078352699243
Concentric rings (Low),UMAP,1,2,leaf12,hier_leaf,flat,41,20,0.9837398373983739,0.9874564459930313,0.9299804614287188,0.9391019195008182,2.038779376837463
Concentric rings (Low),UMAP,1,2,leaf13,hier_leaf,hier,36,17,0.9813725490196078,0.9857843137254902,0.9335283662246737,0.9424582731074634,11.202449070632822
Concentric rings (Low),UMAP,1,2,leaf13,hier_leaf,flat,36,17,0.977450980392157,0.9735294117647059,0.9367867817601712,0.9369264452261543,2.9074211899550093
Concentric rings (Low),UMAP,1,2,leaf14,hier_leaf,hier,25,12,0.8420512820512822,0.8215384615384614,0.9018262725725625,0.9018253051997561,14.141783740977127
Concentric rings (Low),UMAP,1,2,leaf14,hier_leaf,flat,25,12,0.9841025641025641,0.9830769230769231,0.9130696393863293,0.9165764421810184,2.639124533963372
Concentric rings (Low),UMAP,1,2,leaf15,hier_leaf,hier,44,20,0.9795454545454544,0.985942760942761,0.9350797257937393,0.9408047484911054,19.11291765453923
Concentric rings (Low),UMAP,1,2,leaf15,hier_leaf,flat,44,20,0.9787037037037035,0.9684343434343435,0.9115851564260781,0.9128216190400871,9.422699502404363
Concentric rings (Low),UMAP,1,2,leaf16,hier_leaf,hier,65,20,0.9831661092530659,0.9790412486064661,0.9552565483701994,0.957897244532605,20.96922111238301
Concentric rings (Low),UMAP,1,2,leaf16,hier_leaf,flat,65,20,0.9848383500557414,0.9797770345596433,0.9392912304961765,0.9489196057754082,6.2794569707742065
Concentric rings (Low),UMAP,1,2,leaf17,hier_leaf,hier,180,20,0.9953548866592346,0.9888498699368266,0.9856172721954173,0.9832439462469463,17.046186653075697
Concentric rings (Low),UMAP,1,2,leaf17,hier_leaf,flat,180,20,0.996178000743218,0.996256038647343,0.982508705317368,0.9843656184918536,6.591277715137697
Concentric rings (Low),UMAP,1,2,class0,gt_class,hier,332,20,0.9957511638594178,0.9916087234510179,0.9897307254310147,0.9888278856106474,14.277944395816068
Concentric rings (Low),UMAP,1,2,class0,gt_class,flat,332,20,0.9956492637215528,0.9933100561449779,0.9862353887468324,0.9879638311906417,7.547107845913101
Concentric rings (Low),UMAP,1,2,class1,gt_class,hier,333,20,0.998269674633311,0.9984875784875785,0.9918065784076955,0.9926782208045345,4.588593564840125
Concentric rings (Low),UMAP,1,2,class1,gt_class,flat,333,20,0.9983773856501129,0.9985555803737621,0.9916302033910688,0.9925337256359719,2.4003000711263724
Concentric rings (Low),UMAP,1,2,class2,gt_class,hier,335,20,0.9984035487586697,0.9948694948900815,0.9931507608941824,0.991909367956519,3.891220021909576
Concentric rings (Low),UMAP,1,2,class2,gt_class,flat,335,20,0.9985157954072004,0.9978962331201137,0.9930226078873557,0.9931121500140992,1.416440411057951
Concentric rings (Low),UMAP,2,2,leaf0,hier_leaf,hier,40,19,0.9940191387559807,0.9948564593301434,0.9473279529584848,0.9492618218949895,5.756974757530511
Concentric rings (Low),UMAP,2,2,leaf0,hier_leaf,flat,40,19,0.9906698564593303,0.9922248803827749,0.9487882827578714,0.9504621942117819,0.974855810428592
Concentric rings (Low),UMAP,2,2,leaf1,hier_leaf,hier,64,20,0.995615671641791,0.996152052238806,0.9693856098596267,0.9707401279851047,5.62878229837151
Concentric rings (Low),UMAP,2,2,leaf1,hier_leaf,flat,64,20,0.9968516791044777,0.9975279850746269,0.9699614673957548,0.9720796382159658,1.0926584847434224
Concentric rings (Low),UMAP,2,2,leaf2,hier_leaf,hier,49,20,0.980253723110866,0.9876447876447878,0.948483794543496,0.9506034509077214,6.252282301345695
Concentric rings (Low),UMAP,2,2,leaf2,hier_leaf,flat,49,20,0.9912300055157199,0.9936569222283509,0.9555055874778324,0.9568833605498646,1.5128358218946283
Concentric rings (Low),UMAP,2,2,leaf3,hier_leaf,hier,22,10,0.902797202797203,0.8972027972027973,0.9069652313454829,0.9120676957150571,24.08335775600923
Concentric rings (Low),UMAP,2,2,leaf3,hier_leaf,flat,22,10,0.9657342657342659,0.9755244755244756,0.8298890397740126,0.8498979050154876,2.106306853658986
Concentric rings (Low),UMAP,2,2,leaf4,hier_leaf,hier,34,16,0.9810371517027865,0.9816176470588235,0.9214265015699323,0.9214108333285863,12.448809615780952
Concentric rings (Low),UMAP,2,2,leaf4,hier_leaf,flat,34,16,0.9926470588235294,0.9912925696594428,0.9099031520304671,0.9224265626233167,2.5491207876225817
Concentric rings (Low),UMAP,2,2,leaf5,hier_leaf,hier,24,11,0.9572510822510822,0.9664502164502164,0.9097421948141129,0.9168468836013265,9.24625335232257
Concentric rings (Low),UMAP,2,2,leaf5,hier_leaf,flat,24,11,0.9653679653679653,0.9734848484848485,0.9013785443506738,0.9184747926690425,1.2846194595019305
Concentric rings (Low),UMAP,2,2,leaf6,hier_leaf,hier,29,14,0.9848932676518884,0.98752052545156,0.9442250961443222,0.9490226871141823,6.3178392495068705
Concentric rings (Low),UMAP,2,2,leaf6,hier_leaf,flat,29,14,0.9865353037766831,0.9917898193760263,0.9518551541720705,0.9560471799360203,1.3102771791905694
Concentric rings (Low),UMAP,2,2,leaf7,hier_leaf,hier,31,15,0.9688172043010753,0.9731182795698925,0.9274175206471456,0.9329974909387413,9.208799844004563
Concentric rings (Low),UMAP,2,2,leaf7,hier_leaf,flat,31,15,0.9440860215053762,0.9620967741935484,0.9221790260643484,0.9279772592770331,2.193390291406784
Concentric rings (Low),UMAP,2,2,leaf8,hier_leaf,hier,32,15,0.9636574074074074,0.9659722222222222,0.917485866568053,0.9214640692957332,10.151418053740368
Concentric rings (Low),UMAP,2,2,leaf8,hier_leaf,flat,32,15,0.9583333333333333,0.9694444444444444,0.8799803419773151,0.9067209264202003,2.269749641265437
Concentric rings (Low),UMAP,2,2,leaf9,hier_leaf,hier,18,8,0.9659090909090909,0.9595959595959597,0.8840695089317196,0.8820727230888569,8.825625409396187
Concentric rings (Low),UMAP,2,2,leaf9,hier_leaf,flat,18,8,0.9646464646464646,0.9595959595959597,0.8382455007367323,0.8690583558806827,1.292720779591363
Concentric rings (Low),UMAP,2,2,leaf10,hier_leaf,hier,50,20,0.9667179487179487,0.9808205128205129,0.9423630015761661,0.9526128539283372,9.031326129819112
Concentric rings (Low),UMAP,2,2,leaf10,hier_leaf,flat,50,20,0.9694358974358975,0.9776923076923076,0.9132385824017821,0.9251090759649502,3.577963703857895
Concentric rings (Low),UMAP,2,2,leaf11,hier_leaf,hier,17,8,0.9019607843137256,0.8594771241830065,0.86005002999247,0.853751611297589,9.570368998944478
Concentric rings (Low),UMAP,2,2,leaf11,hier_leaf,flat,17,8,0.9607843137254901,0.9689542483660131,0.9289518801662562,0.9257101408582527,1.513584995036096
Concentric rings (Low),UMAP,2,2,leaf12,hier_leaf,hier,41,20,0.9771196283391406,0.9833914053426249,0.9463201339986222,0.9472575666540605,10.20773329880522
Concentric rings (Low),UMAP,2,2,leaf12,hier_leaf,flat,41,20,0.9882694541231128,0.989198606271777,0.9365388544658073,0.9435092164193173,1.9354740766011698
Concentric rings (Low),UMAP,2,2,leaf13,hier_leaf,hier,36,17,0.9870915032679738,0.9888888888888889,0.9432056383929894,0.9466104547361839,9.709319750360944
Concentric rings (Low),UMAP,2,2,leaf13,hier_leaf,flat,36,17,0.9841503267973857,0.9887254901960785,0.9334314027086358,0.9377041591060491,2.447400974434696
Concentric rings (Low),UMAP,2,2,leaf14,hier_leaf,hier,25,12,0.967179487179487,0.9758974358974359,0.9208271037494608,0.9200899911281729,10.528027011191266
Concentric rings (Low),UMAP,2,2,leaf14,hier_leaf,flat,25,12,0.981025641025641,0.9882051282051282,0.8970449561054588,0.9078333267568953,2.5098897500151898
Concentric rings (Low),UMAP,2,2,leaf15,hier_leaf,hier,44,20,0.9808080808080809,0.9835858585858586,0.9496783564035861,0.9512549993633658,19.053176135579502
Concentric rings (Low),UMAP,2,2,leaf15,hier_leaf,flat,44,20,0.9795454545454544,0.9686026936026938,0.9166216789534801,0.9209661113838716,8.572816125268707
Concentric rings (Low),UMAP,2,2,leaf16,hier_leaf,hier,65,20,0.9819843924191751,0.977056856187291,0.9572916889102137,0.9594306708548376,19.993064540578537
Concentric rings (Low),UMAP,2,2,leaf16,hier_leaf,flat,65,20,0.9842140468227425,0.979933110367893,0.9435474059654962,0.9524448623168367,5.871388249351404
Concentric rings (Low),UMAP,2,2,leaf17,hier_leaf,hier,180,20,0.9943738387216648,0.9871757710888146,0.9837609042439412,0.9814713238815209,15.103827412951187
Concentric rings (Low),UMAP,2,2,leaf17,hier_leaf,flat,180,20,0.9962486064659978,0.9960237829803047,0.9816239524990971,0.984136738736786,6.495324528141597
Concentric rings (Low),UMAP,2,2,class0,gt_class,hier,332,20,0.9960598613358908,0.9904853243821053,0.9901774301920947,0.9886747461553713,14.716366901202864
Concentric rings (Low),UMAP,2,2,class0,gt_class,flat,332,20,0.9956267857499651,0.9935253451617415,0.9867636768532019,0.9882881011318182,7.287707159760027
Concentric rings (Low),UMAP,2,2,class1,gt_class,hier,333,20,0.9980994217357855,0.9981927381927381,0.9923659174803412,0.9928158069165451,4.427719514287835
Concentric rings (Low),UMAP,2,2,class1,gt_class,flat,333,20,0.9985446603628422,0.9987541260268533,0.9912276864967496,0.9923233981882472,2.3293239872523896
Concentric rings (Low),UMAP,2,2,class2,gt_class,hier,335,20,0.9981986618630982,0.9954121020513198,0.9931211726532105,0.9919009998161695,3.6205822177924145
Concentric rings (Low),UMAP,2,2,class2,gt_class,flat,335,20,0.9986530402176311,0.9979775996862976,0.9931697875478647,0.9932339415401739,1.5602318320734934
Concentric rings (Low),UMAP,3,2,leaf0,hier_leaf,hier,40,19,0.9647129186602872,0.9227272727272726,0.9400369112603123,0.9338402059766832,7.8313670700403915
Concentric rings (Low),UMAP,3,2,leaf0,hier_leaf,flat,40,19,0.9921052631578948,0.9933014354066986,0.9533536619892453,0.9546870251855033,0.8491574214607568
Concentric rings (Low),UMAP,3,2,leaf1,hier_leaf,hier,64,20,0.9928871268656716,0.9939598880597016,0.966747137111772,0.9677657701760537,5.966175570190231
Concentric rings (Low),UMAP,3,2,leaf1,hier_leaf,flat,64,20,0.9970615671641792,0.997714552238806,0.9685497858248238,0.9719825875272243,0.84618925660631
Concentric rings (Low),UMAP,3,2,leaf2,hier_leaf,hier,49,20,0.9858246001103144,0.9916712630998346,0.9603192678432363,0.9626689957865593,7.131998710057774
Concentric rings (Low),UMAP,3,2,leaf2,hier_leaf,flat,49,20,0.9853281853281853,0.9905129619415334,0.949045597778209,0.9508302812375938,1.5072166095656994
Concentric rings (Low),UMAP,3,2,leaf3,hier_leaf,hier,22,10,0.9706293706293707,0.9587412587412589,0.8677015033591192,0.8681436230048447,22.058157076401997
Concentric rings (Low),UMAP,3,2,leaf3,hier_leaf,flat,22,10,0.9650349650349651,0.9727272727272728,0.8307492880769356,0.8612475466358159,2.4491231979791626
Concentric rings (Low),UMAP,3,2,leaf4,hier_leaf,hier,34,16,0.9897445820433437,0.9887770897832816,0.9271560357392282,0.9284981087278283,10.400237289635582
Concentric rings (Low),UMAP,3,2,leaf4,hier_leaf,flat,34,16,0.9920665634674923,0.9889705882352942,0.9092795958289596,0.9166737501671405,2.346021928077046
Concentric rings (Low),UMAP,3,2,leaf5,hier_leaf,hier,24,11,0.9588744588744588,0.9740259740259741,0.9086327395783811,0.9210182284905722,8.976792561648615
Concentric rings (Low),UMAP,3,2,leaf5,hier_leaf,flat,24,11,0.9675324675324676,0.9745670995670995,0.9066616765625826,0.9194673906813179,1.0505956694079222
Concentric rings (Low),UMAP,3,2,leaf6,hier_leaf,hier,29,14,0.98128078817734,0.9862068965517242,0.9408000757957479,0.9491636208644636,5.7347678639297985
Concentric rings (Low),UMAP,3,2,leaf6,hier_leaf,flat,29,14,0.9835796387520526,0.9862068965517242,0.9389091529598174,0.9405281973513894,1.3826921957194787
Concentric rings (Low),UMAP,3,2,leaf7,hier_leaf,hier,31,15,0.9553763440860216,0.9677419354838711,0.9185362581672403,0.9293972102503264,9.106532185225047
Concentric rings (Low),UMAP,3,2,leaf7,hier_leaf,flat,31,15,0.9596774193548387,0.9685483870967743,0.934860185910367,0.9422261041805018,2.009686829753201
Concentric rings (Low),UMAP,3,2,leaf8,hier_leaf,hier,32,15,0.9490740740740741,0.9537037037037037,0.9039082456667784,0.9093338654253328,9.751320959464751
Concentric rings (Low),UMAP,3,2,leaf8,hier_leaf,flat,32,15,0.9680555555555554,0.9710648148148148,0.8954979016241338,0.9129491781981481,2.015977628233917
Concentric rings (Low),UMAP,3,2,leaf9,hier_leaf,hier,18,8,0.9633838383838383,0.9709595959595959,0.850664172540112,0.8565747328649423,9.438425723686487
Concentric rings (Low),UMAP,3,2,leaf9,hier_leaf,flat,18,8,0.9570707070707072,0.9595959595959597,0.8662728767448679,0.8938103350369109,1.2408706206396656
Concentric rings (Low),UMAP,3,2,leaf10,hier_leaf,hier,50,20,0.9677948717948719,0.983025641025641,0.9524002597857705,0.96015765381512,8.24196438987503
Concentric rings (Low),UMAP,3,2,leaf10,hier_leaf,flat,50,20,0.9881538461538462,0.9887692307692307,0.9148871183278865,0.9334492242439881,2.7330874295805216
Concentric rings (Low),UMAP,3,2,leaf11,hier_leaf,hier,17,8,0.9133986928104575,0.9379084967320261,0.9095546224564895,0.9233383958920952,10.901371247914446
Concentric rings (Low),UMAP,3,2,leaf11,hier_leaf,flat,17,8,0.94281045751634,0.946078431372549,0.9215282120659068,0.9242147716105319,1.9163884527600024
Concentric rings (Low),UMAP,3,2,leaf12,hier_leaf,hier,41,20,0.9813008130081301,0.9864111498257842,0.9530086997335296,0.9578633885121455,8.542490770826495
Concentric rings (Low),UMAP,3,2,leaf12,hier_leaf,flat,41,20,0.9853658536585367,0.9853658536585366,0.9347430352759437,0.9432631116919306,2.426646523575492
Concentric rings (Low),UMAP,3,2,leaf13,hier_leaf,hier,36,17,0.9818627450980392,0.9830065359477125,0.9227225736398678,0.9345786246255758,9.375924345928723
Concentric rings (Low),UMAP,3,2,leaf13,hier_leaf,flat,36,17,0.982843137254902,0.9841503267973857,0.9382266334751228,0.9407481957255125,2.524026657971782
Concentric rings (Low),UMAP,3,2,leaf14,hier_leaf,hier,25,12,0.9471794871794873,0.9594871794871795,0.9143535722150165,0.9245382513209094,11.341913350805203
Concentric rings (Low),UMAP,3,2,leaf14,hier_leaf,flat,25,12,0.9769230769230769,0.978974358974359,0.8980903042514763,0.906883672147173,2.4285278892594455
Concentric rings (Low),UMAP,3,2,leaf15,hier_leaf,hier,44,20,0.9816498316498318,0.9881313131313131,0.9498183460971119,0.9559561766620093,18.394457965542152
Concentric rings (Low),UMAP,3,2,leaf15,hier_leaf,flat,44,20,0.9792087542087541,0.9680134680134681,0.9120641526247716,0.9234510043216324,7.419584136887585
Concentric rings (Low),UMAP,3,2,leaf16,hier_leaf,hier,65,20,0.9814269788182831,0.9760758082497213,0.9591127567184909,0.9590721225873708,20.73554936067531
Concentric rings (Low),UMAP,3,2,leaf16,hier_leaf,flat,65,20,0.9818506131549609,0.9785507246376812,0.9394139731698715,0.9495719633979258,5.979027227984788
Concentric rings (Low),UMAP,3,2,leaf17,hier_leaf,hier,180,20,0.9956465997770345,0.99103121516165,0.9861330107440733,0.9841482816834087,16.10927420985263
Concentric rings (Low),UMAP,3,2,leaf17,hier_leaf,flat,180,20,0.9959234485321442,0.9957803790412486,0.9833075491679683,0.9841455881878017,6.922193923447001
Concentric rings (Low),UMAP,3,2,class0,gt_class,hier,332,20,0.9953205858258908,0.9922066374952546,0.9891494769403819,0.9888282910732865,14.15175446546989
Concentric rings (Low),UMAP,3,2,class0,gt_class,flat,332,20,0.995373533936742,0.994203180882735,0.987185775376761,0.9886123483676303,6.732322510206442
Concentric rings (Low),UMAP,3,2,class1,gt_class,hier,333,20,0.998039858039858,0.9975444866353959,0.9917185296219315,0.9921170431426988,4.591755162659702
Concentric rings (Low),UMAP,3,2,class1,gt_class,flat,333,20,0.9987968133422679,0.998914948005857,0.9916059198865461,0.9928551237635417,2.3074934341910893
Concentric rings (Low),UMAP,3,2,class2,gt_class,hier,335,20,0.998034948410656,0.994345513810259,0.9928516210188677,0.991449008409447,4.013057293452638
Concentric rings (Low),UMAP,3,2,class2,gt_class,flat,335,20,0.9983275739528956,0.9968271940788667,0.9929981563640959,0.9925246047788852,1.651337589176237
Concentric rings (Low),UMAP,4,2,leaf0,hier_leaf,hier,40,19,0.9931818181818179,0.9931818181818179,0.9555944375523243,0.957030313907959,4.9052897096453085
Concentric rings (Low),UMAP,4,2,leaf0,hier_leaf,flat,40,19,0.9922248803827751,0.9916267942583733,0.9458752623013333,0.9519330403244881,0.7915581994466129
